"","CSIScontractID","Action.Obligation","LastCurrentCompletionDate","MinOfSignedDate","MaxOfSignedDate","MinOfEffectiveDate","IsClosed","MaxClosedDate","ObligatedAfterMaxClosedDate","ObligatedThroughMaxClosedDate","isDefaultOrCause","ObligatedBeforeMaxTerminatedDate","ObligatedOnMaxTerminatedDate","ObligatedAfterMaxTerminatedDate","MaxTerminatedDate","StartFY","Term","ThroughTerm","PostTermFloor0","PreTermFloor1","TermPct","NoPreTermObl","TermPctCat","TermPartial","TermPctCat3","FirstDayTerm","PreTermLength","PostTermSignedLength","PostTermCurrentLength","Include2015"
"1159",18187745,205492.1906,2017-04-30,2007-06-28,2017-03-31,2007-06-28,1,2017-03-31,0,205492.1906,"0",154245.0695,51247.1211,0,2017-03-31,2007,"Terminated",333375.9679,0,333375.9679,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3564,0,30,"No"
"1160",18187820,166426,2017-04-12,2007-07-12,2017-03-13,2007-07-12,1,2017-03-13,0,166426,"0",90943,75483,0,2017-03-13,2007,"Terminated",97680.6399,0,97680.6399,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3532,0,30,"No"
"1161",18187970,103376,2017-05-12,2007-11-16,2017-04-12,2007-11-16,1,2017-04-12,0,103376,"0",53534,49842,0,2017-04-12,2008,"Terminated",72018.9219,0,72018.9219,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3435,0,30,"No"
"1162",18188035,164890.9,2017-04-01,2008-01-09,2017-03-02,2008-01-09,1,2017-03-02,0,164890.9,"0",34885.9,130005,0,2017-03-02,2008,"Terminated",35035.9,0,35035.9,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3340,0,30,"No"
"1163",18188055,184332.545,2016-11-02,2008-01-30,2016-10-06,2008-01-30,1,2016-10-06,0,184332.545,"0",99883.6622,84448.8828,0,2016-10-06,2008,"Terminated",178351.2638,0,178351.2638,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3172,0,27,"No"
"1164",18188064,137739.4297,2017-03-01,2008-02-05,2017-01-28,2008-02-05,1,2017-01-28,0,137739.4297,"0",73707.4297,64032,0,2017-01-28,2008,"Terminated",73707.4297,0,73707.4297,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3280,0,32,"No"
"1165",18188089,141404,2017-01-11,2008-02-19,2016-12-12,2008-02-19,1,2016-12-12,0,141404,"0",73370,68034,0,2016-12-12,2008,"Terminated",73370.3008,0,73370.3008,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3219,0,30,"No"
"1166",18188095,158945.794,2018-06-15,2008-02-27,2018-05-15,2008-02-27,1,2018-05-15,0,158945.794,"0",72679.9502,86265.8438,0,2018-05-15,2008,"Terminated",72680.2393,0,72680.2393,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3730,0,31,"No"
"1167",18188154,103531.4297,2018-05-17,2008-04-07,2018-04-17,2008-04-07,1,2018-04-17,0,103531.4297,"0",72373.4297,31158,0,2018-04-17,2008,"Terminated",143922.9414,0,143922.9414,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3662,0,30,"No"
"1168",18188207,92291,2018-06-08,2008-05-20,2018-05-08,2008-05-20,1,2018-05-08,0,92291,"0",71016,21275,0,2018-05-08,2008,"Terminated",76866.96,0,76866.96,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3640,0,31,"No"
"1169",18188237,110886,2018-02-24,2008-05-13,2018-01-24,2008-05-13,1,2018-01-24,0,110886,"0",72371,38515,0,2018-01-24,2008,"Terminated",90963,0,90963,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3543,0,31,"No"
"1170",18188264,69103.999,2017-12-14,2008-06-03,2017-11-14,2008-06-03,1,2017-11-14,0,69103.999,"0",53849.5293,15254.4697,0,2017-11-14,2008,"Terminated",84483.209,0,84483.209,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3451,0,30,"No"
"1171",18188300,72151,2018-01-12,2008-06-10,2017-12-12,2008-06-10,1,2017-12-12,0,72151,"0",71016,1135,0,2017-12-12,2008,"Terminated",81977.75,0,81977.75,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3472,0,31,"No"
"1172",18188328,127096,2018-02-28,2008-06-26,2018-01-28,2008-06-26,1,2018-01-28,0,127096,"0",57166,69930,0,2018-01-28,2008,"Terminated",162919.8008,0,162919.8008,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3503,0,31,"No"
"1173",18188332,54288.0088,2018-04-13,2008-06-30,2018-03-14,2008-06-30,1,2018-03-14,0,54288.0088,"0",397518.8838,-343230.875,0,2018-03-14,2008,"Terminated",407858.8838,0,407858.8838,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3544,0,30,"No"
"1174",18188363,150283.5,2017-12-03,2008-07-09,2017-11-03,2008-07-09,1,2017-11-03,0,150283.5,"0",68983.5,81300,0,2017-11-03,2008,"Terminated",72263.6201,0,72263.6201,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3404,0,30,"No"
"1175",18188418,160824,2017-02-26,2008-07-31,2017-01-27,2008-07-31,1,2017-01-27,0,160824,"0",75896,84928,0,2017-01-27,2008,"Terminated",117818.2793,0,117818.2793,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3102,0,30,"No"
"1176",18188470,50738,2018-04-11,2008-08-13,2018-03-11,2008-08-14,1,2018-03-11,0,50738,"0",55006,-4268,0,2018-03-11,2008,"Terminated",55006,0,55006,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3497,0,31,"No"
"1177",18188480,69589,2017-03-15,2008-10-08,2017-02-13,2008-10-08,1,2017-02-13,0,69589,"0",33072,36517,0,2017-02-13,2009,"Terminated",46687.5698,0,46687.5698,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3050,0,30,"No"
"1178",18188491,105415.0996,2017-12-14,2008-08-29,2017-11-14,2008-08-29,1,2017-11-14,0,105415.0996,"0",47581.0996,57834,0,2017-11-14,2008,"Terminated",47581.0996,0,47581.0996,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3364,0,30,"No"
"1179",18188511,81930.5,2017-12-14,2008-09-03,2017-11-14,2008-09-03,1,2017-11-14,0,81930.5,"0",44157.5,37773,0,2017-11-14,2008,"Terminated",50389.8701,0,50389.8701,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3359,0,30,"No"
"1180",18188537,76839.1014,2017-09-07,2008-09-25,2017-08-07,2008-09-25,1,2017-08-07,0,76839.1014,"0",45917.7616,30921.3398,0,2017-08-07,2008,"Terminated",52631.4215,0,52631.4215,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3238,0,31,"No"
"1181",18188560,73151,2018-02-11,2008-10-06,2018-01-11,2008-10-06,1,2018-01-11,0,73151,"0",31445,41706,0,2018-01-11,2009,"Terminated",45540.7998,0,45540.7998,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3384,0,31,"No"
"1182",18188593,83880,2018-08-01,2008-10-08,2018-07-02,2008-10-08,1,2018-07-02,0,83880,"0",34200,49680,0,2018-07-02,2009,"Terminated",34200,0,34200,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3554,0,30,"No"
"1183",18188599,90171,2018-02-02,2008-10-07,2018-01-03,2008-10-07,1,2018-01-03,0,90171,"0",63906,26265,0,2018-01-03,2009,"Terminated",63906,0,63906,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3375,0,30,"No"
"1184",18188664,153671,2018-05-19,2008-10-23,2018-04-19,2008-10-23,1,2018-04-19,0,153671,"0",64241,89430,0,2018-04-19,2009,"Terminated",69210,0,69210,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3465,0,30,"No"
"1185",18188668,123613,2018-05-13,2008-10-23,2018-04-13,2008-10-23,1,2018-04-13,0,123613,"0",22880.5,100732.5,0,2018-04-13,2009,"Terminated",33118.5698,0,33118.5698,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3459,0,30,"No"
"1186",18188693,52950.4608,2018-06-07,2008-11-17,2018-05-08,2008-11-17,1,2018-05-08,0,52950.4608,"0",21547.3202,31403.1406,0,2018-05-08,2009,"Terminated",21547.3202,0,21547.3202,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3459,0,30,"No"
"1187",18188764,152946,2017-04-12,2009-01-08,2017-03-13,2009-01-08,1,2017-03-13,0,152946,"0",49561,103385,0,2017-03-13,2009,"Terminated",148460.6016,0,148460.6016,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2986,0,30,"No"
"1188",18188861,106722,2017-07-14,2009-03-03,2017-06-14,2009-03-03,1,2017-06-14,0,106722,"0",33759,72963,0,2017-06-14,2009,"Terminated",80083,0,80083,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3025,0,30,"No"
"1189",18188888,47840,2016-11-19,2009-02-19,2016-11-15,2009-02-19,1,2016-11-15,0,47840,"0",22360,25480,0,2016-11-15,2009,"Terminated",205513.9766,0,205513.9766,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2826,0,4,"No"
"1190",18188892,90760,2016-12-01,2009-02-24,2016-11-15,2009-02-24,1,2016-11-15,0,90760,"0",47383,43377,0,2016-11-15,2009,"Terminated",52215,0,52215,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2821,0,16,"No"
"1191",18189037,94389,2017-03-02,2009-04-13,2017-01-31,2009-04-13,1,2017-01-31,0,94389,"0",27886,66503,0,2017-01-31,2009,"Terminated",27886,0,27886,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2850,0,30,"No"
"1192",18189069,94181,2018-05-06,2009-04-17,2018-04-06,2009-04-17,1,2018-04-06,0,94181,"0",36431,57750,0,2018-04-06,2009,"Terminated",69676.5,0,69676.5,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3276,0,30,"No"
"1193",18189200,235051.9336,2017-01-26,2009-05-28,2016-12-27,2009-05-28,1,2016-12-27,0,235051.9336,"0",75753.5898,159298.3438,0,2016-12-27,2009,"Terminated",84051.1298,0,84051.1298,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2770,0,30,"No"
"1194",18189302,124749.5498,2016-11-19,2009-06-17,2016-11-15,2009-06-17,1,2016-11-15,0,124749.5498,"0",61000.5498,63749,0,2016-11-15,2009,"Terminated",230821.4248,0,230821.4248,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2708,0,4,"No"
"1195",18189314,132286.1419,2017-01-28,2009-06-23,2016-12-29,2009-06-23,1,2016-12-29,0,132286.1419,"0",41243.22,91042.9219,0,2016-12-29,2009,"Terminated",65257.9798,0,65257.9798,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2746,0,30,"No"
"1196",18189316,133744.8636,2017-02-05,2009-06-23,2017-01-06,2009-06-23,1,2017-01-06,0,133744.8636,"0",53881.0198,79863.8438,0,2017-01-06,2009,"Terminated",67258.9398,0,67258.9398,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2754,0,30,"No"
"1197",18189348,234357.1094,2018-08-26,2009-07-07,2018-07-26,2009-07-07,1,2018-07-26,0,234357.1094,"0",57796,176561.1094,0,2018-07-26,2009,"Terminated",76190.6406,0,76190.6406,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3306,0,31,"No"
"1198",18189372,140626,2018-04-30,2009-07-14,2018-03-30,2009-07-14,1,2018-03-30,0,140626,"0",52582,88044,0,2018-03-30,2009,"Terminated",59376,0,59376,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3181,0,31,"No"
"1199",18189493,91571.5,2017-03-09,2009-08-10,2017-02-07,2009-08-10,1,2017-02-07,0,91571.5,"0",40143.5,51428,0,2017-02-07,2009,"Terminated",40143.5,0,40143.5,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2738,0,30,"No"
"1200",18189534,74431,2017-03-04,2009-09-01,2017-02-02,2009-09-01,1,2017-02-02,0,74431,"0",47257,27174,0,2017-02-02,2009,"Terminated",53714.5601,0,53714.5601,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2711,0,30,"No"
"1201",18189601,429640,2018-10-17,2009-10-30,2018-09-17,2009-10-30,1,2018-09-17,0,429640,"0",140812,288828,0,2018-09-17,2010,"Terminated",140812,0,140812,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3244,0,30,"No"
"1202",18189608,113090.1006,2018-09-09,2009-10-20,2018-08-08,2009-10-20,1,2018-08-08,0,113090.1006,"0",38250.21,74839.8906,0,2018-08-08,2010,"Terminated",38250.21,0,38250.21,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3214,0,32,"No"
"1203",18189621,59629,2016-12-01,2009-11-24,2016-11-15,2009-11-24,1,2016-11-15,0,59629,"0",7668,51961,0,2016-11-15,2010,"Terminated",203451.7969,0,203451.7969,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2548,0,16,"No"
"1204",18189660,80104.561,2017-10-08,2009-11-25,2017-09-08,2009-11-25,1,2017-09-08,0,80104.561,"0",28529.1196,51575.4414,0,2017-09-08,2010,"Terminated",28529.1196,0,28529.1196,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2844,0,30,"No"
"1205",18189667,89099,2017-04-23,2009-12-01,2017-03-24,2009-12-01,1,2017-03-24,0,89099,"0",36682,52417,0,2017-03-24,2010,"Terminated",48762,0,48762,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2670,0,30,"No"
"1206",18189751,88156.711,2017-04-14,2009-12-17,2017-03-15,2009-12-17,1,2017-03-15,0,88156.711,"0",31565.2305,56591.4805,0,2017-03-15,2010,"Terminated",31565.2305,0,31565.2305,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2645,0,30,"No"
"1207",18189768,66785,2018-05-27,2009-12-15,2018-04-27,2009-12-15,1,2018-04-27,0,66785,"0",27450,39335,0,2018-04-27,2010,"Terminated",37590,0,37590,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3055,0,30,"No"
"1208",18189810,113958.8808,2017-08-13,2010-02-08,2017-07-14,2010-02-08,1,2017-07-14,0,113958.8808,"0",41446.2402,72512.6406,0,2017-07-14,2010,"Terminated",41446.2402,0,41446.2402,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2713,0,30,"No"
"1209",18189852,161801,2018-05-05,2010-01-04,2018-04-05,2010-01-04,1,2018-04-05,0,161801,"0",30586,131215,0,2018-04-05,2010,"Terminated",60526,0,60526,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3013,0,30,"No"
"1210",18189867,689470.25,2018-08-22,2010-01-05,2018-07-24,2010-01-05,1,2018-07-24,0,689470.25,"0",213346.25,476124,0,2018-07-24,2010,"Terminated",213346.25,0,213346.25,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3122,0,29,"No"
"1211",18189954,59346.9204,2018-02-28,2010-01-29,2018-01-28,2010-01-29,1,2018-01-28,0,59346.9204,"0",12309.9204,47037,0,2018-01-28,2010,"Terminated",12309.9204,0,12309.9204,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2921,0,31,"No"
"1212",18190032,50050,2017-12-16,2010-03-10,2017-11-16,2010-03-10,1,2017-11-16,0,50050,"0",17050,33000,0,2017-11-16,2010,"Terminated",42895.6694,0,42895.6694,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2808,0,30,"No"
"1213",18190039,54639.9905,2018-09-09,2010-03-09,2018-08-10,2010-03-09,1,2018-08-10,0,54639.9905,"0",16770.6897,37869.3008,0,2018-08-10,2010,"Terminated",65134.7893,0,65134.7893,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3076,0,30,"No"
"1214",18190127,91124,2018-08-30,2010-04-06,2018-07-31,2010-04-06,1,2018-07-31,0,91124,"0",26988,64136,0,2018-07-31,2010,"Terminated",30566,0,30566,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3038,0,30,"No"
"1215",18190136,95585.6089,2018-04-21,2010-04-12,2018-03-21,2010-04-12,1,2018-03-21,0,95585.6089,"0",36653.3901,58932.2188,0,2018-03-21,2010,"Terminated",71639.7495,0,71639.7495,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2900,0,31,"No"
"1216",18190156,162145.9492,2017-12-30,2010-08-10,2017-11-30,2010-08-10,1,2017-11-30,0,162145.9492,"0",51156.2695,110989.6797,0,2017-11-30,2010,"Terminated",56776.2695,0,56776.2695,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2669,0,30,"No"
"1217",18190198,161088,2018-07-15,2010-06-22,2018-06-15,2010-06-22,1,2018-06-15,0,161088,"0",46984,114104,0,2018-06-15,2010,"Terminated",63202.3999,0,63202.3999,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2915,0,30,"No"
"1218",18190211,1140536,2017-09-21,2010-06-08,2017-08-20,2010-06-08,1,2017-08-20,0,1140536,"0",354404,786132,0,2017-08-20,2010,"Terminated",372426.2002,0,372426.2002,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2630,0,32,"No"
"1219",18190269,79048,2018-05-17,2010-08-25,2018-04-17,2010-08-25,1,2018-04-17,0,79048,"0",23344,55704,0,2018-04-17,2010,"Terminated",51396,0,51396,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2792,0,30,"No"
"1220",18190294,87676,2017-04-29,2010-08-12,2017-03-30,2010-08-12,1,2017-03-30,0,87676,"0",16891,70785,0,2017-03-30,2010,"Terminated",33239.04,0,33239.04,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2422,0,30,"No"
"1221",18191436,125855.6093,2017-11-24,2007-08-14,2017-10-25,2007-08-14,1,2017-10-25,0,125855.6093,"0",64679.7695,61175.8398,0,2017-10-25,2007,"Terminated",86458.9298,0,86458.9298,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3725,0,30,"No"
"1222",18191467,83220.2996,2016-11-17,2007-08-31,2016-11-07,2007-08-31,1,2016-11-07,0,83220.2996,"0",20056.9402,63163.3594,0,2016-11-07,2007,"Terminated",20056.9402,0,20056.9402,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3356,0,10,"No"
"1223",18191682,51861.6596,2018-03-09,2007-12-13,2018-02-09,2007-12-13,1,2018-02-09,0,51861.6596,"0",26053.9194,25807.7402,0,2018-02-09,2008,"Terminated",26053.9194,0,26053.9194,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3711,0,28,"No"
"1224",18191990,44602.541,2017-06-08,2008-12-09,2017-05-08,2008-12-09,1,2017-05-08,0,44602.541,"0",20614.2402,23988.3008,0,2017-05-08,2009,"Terminated",289020.4433,0,289020.4433,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3072,0,31,"No"
"1225",18192003,34846.2591,2017-01-14,2008-12-18,2016-12-15,2008-12-18,1,2016-12-15,0,34846.2591,"0",16614.8997,18231.3594,0,2016-12-15,2009,"Terminated",24293.3497,0,24293.3497,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2919,0,30,"No"
"1226",18192234,51090.1802,2018-03-01,2009-04-10,2018-02-01,2009-04-10,1,2018-02-01,0,51090.1802,"0",24335.94,26754.2402,0,2018-02-01,2009,"Terminated",158429.9869,0,158429.9869,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3219,0,28,"No"
"1227",18192300,397518.8848,2017-03-24,2009-05-11,2017-02-22,2009-05-11,1,2017-02-22,0,397518.8848,"0",170807.9317,226710.9531,0,2017-02-22,2009,"Terminated",249215.2129,0,249215.2129,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2844,0,30,"No"
"1228",18192574,548233,2017-08-12,2010-03-24,2017-07-13,2010-03-24,1,2017-07-13,0,548233,"0",221613.7187,326619.2813,0,2017-07-13,2010,"Terminated",257038.1093,0,257038.1093,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2668,0,30,"No"
"1229",18192605,31936,2017-01-04,2010-03-01,2016-12-05,2010-03-01,1,2016-12-05,0,31936,"0",13834.9199,18101.0801,0,2016-12-05,2010,"Terminated",21542.9199,0,21542.9199,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2471,0,30,"No"
"1230",18192726,38826.9397,2017-11-03,2010-07-21,2017-10-04,2010-07-12,1,2017-10-04,0,38826.9397,"0",12645.6897,26181.25,0,2017-10-04,2010,"Terminated",17169.1199,0,17169.1199,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2632,0,30,"No"
"1231",18192769,22149.3306,2017-09-23,2010-09-27,2017-08-24,2010-09-27,1,2017-08-24,0,22149.3306,"0",7617.8501,14531.4805,0,2017-08-24,2010,"Terminated",181426.8579,0,181426.8579,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2523,0,30,"No"
"1232",18327399,183734404.0925,2018-08-31,2010-06-17,2018-06-28,2010-07-01,NA,NA,NA,NA,"0",162098573.78,0,21635830.3125,2016-07-22,2010,"Terminated",162114141.28,21635830.3125,162114141.28,0.117746033509499,"Some Net $s Pre-Term.","(0%,25%)","Complete Termination",NA,"No",2227,706,770,"No"
"1233",18919842,2464478,2018-06-01,2009-02-12,2018-02-07,2009-02-12,NA,NA,NA,NA,"0",3426208,-1275000,313270,2013-03-26,2009,"Terminated",3426208,313270,3426208,0.0837737245679745,"Some Net $s Pre-Term.","(0%,25%)","Complete Termination",NA,"No",1503,1779,1893,"No"
"1234",18187605,169169.7816,2016-12-08,2007-04-24,2016-11-08,2007-04-24,1,2016-11-08,0,169169.7816,"0",83640.7816,85529,0,2016-11-08,2007,"Terminated",83640.7816,0,83640.7816,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3486,0,30,"No"
"1235",18187617,231213.4551,2017-01-18,2007-05-03,2016-12-19,2007-05-03,1,2016-12-19,0,231213.4551,"0",25853.4395,205360.0156,0,2016-12-19,2007,"Terminated",25853.4395,0,25853.4395,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3518,0,30,"No"
"1236",18187700,96127.18,2017-05-05,2007-06-14,2017-04-05,2007-06-14,1,2017-04-05,0,96127.18,"0",96127.18,0,0,2017-04-05,2007,"Terminated",96127.18,0,96127.18,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3583,0,30,"No"
"1237",18187875,37352,2017-03-05,2007-08-06,2017-02-03,2007-08-06,1,2017-02-03,0,37352,"0",19544,17808,0,2017-02-03,2007,"Terminated",19544,0,19544,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3469,0,30,"No"
"1238",18188014,101379.6397,2018-03-04,2007-12-18,2018-02-04,2007-12-18,1,2018-02-04,0,101379.6397,"0",47405.2295,53974.4102,0,2018-02-04,2008,"Terminated",47405.2295,0,47405.2295,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3701,0,28,"No"
"1239",18188049,977000,2018-08-02,2008-02-08,2018-07-02,2008-02-08,1,2018-07-02,0,977000,"0",441000,536000,0,2018-07-02,2008,"Terminated",441000,0,441000,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3797,0,31,"No"
"1240",18188131,103531.4297,2018-05-17,2008-03-19,2018-04-17,2008-03-19,1,2018-04-17,0,103531.4297,"0",72373.4297,31158,0,2018-04-17,2008,"Terminated",61400.6297,0,61400.6297,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3681,0,30,"No"
"1241",18188164,100878,2016-11-10,2008-04-10,2016-10-13,2008-04-10,1,2016-10-13,0,100878,"0",52417,48461,0,2016-10-13,2008,"Terminated",52417,0,52417,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3108,0,28,"No"
"1242",18188236,106911,2017-11-12,2008-05-20,2017-10-12,2008-05-20,1,2017-10-12,0,106911,"0",71016,35895,0,2017-10-12,2008,"Terminated",74485.5,0,74485.5,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3432,0,31,"No"
"1243",18188245,154081,2017-12-31,2008-05-19,2017-12-01,2008-05-19,1,2017-12-01,0,154081,"0",69976,84105,0,2017-12-01,2008,"Terminated",69976,0,69976,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3483,0,30,"No"
"1244",18188294,175639.1521,2018-02-17,2008-06-13,2018-01-17,2008-06-13,1,2018-01-17,0,175639.1521,"0",89585.7615,86053.3906,0,2018-01-17,2008,"Terminated",89585.7615,0,89585.7615,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3505,0,31,"No"
"1245",18188326,58042.25,2017-11-12,2008-06-26,2017-10-12,2008-06-26,1,2017-10-12,0,58042.25,"0",26857.25,31185,0,2017-10-12,2008,"Terminated",-261142.75,0,1,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3395,0,31,"No"
"1246",18188463,132181,2018-07-25,2008-08-14,2018-06-25,2008-08-14,1,2018-06-25,0,132181,"0",55681,76500,0,2018-06-25,2008,"Terminated",55681,0,55681,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3602,0,30,"No"
