fiscal_year	OCO_GF	productorservicecode	ProductOrServiceCode1L	IsRnDdefenseSystem	CFTE_Rate_1year	CFTE_Factor_1year	CFTE_Factor_1yearP4	CFTE_Factor_1yearP4avg	CFTE_Factor_1yearP1	CFTE_Factor_1yearP1avg
1991	GF	AD65	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AF15	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AH11	A	0	76696.8757945872	1.304964965E-05	NULL	1.304964965E-05	NULL	4.0214881E-06
1991	GF	AH92	A	0	311890.367263828	3.2064086E-06	NULL	3.2064086E-06	NULL	4.0214881E-06
1991	GF	AJ52	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AJ65	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AN41	A	0	176926.027317356	5.80774446666667E-06	NULL	5.80774446666667E-06	NULL	4.0214881E-06
1991	GF	AP51	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AR25	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AR92	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AT11	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	M181	M	0	99283.3884118618	1.198910736E-05	NULL	1.198910736E-05	NULL	9.97083108E-06
1991	OCO	AC11	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1991	OCO	AC43	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1991	OCO	AC44	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1991	OCO	AC61	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1991	OCO	AD11	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AE35	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AN93	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AR43	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AS15	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	GF	AB11	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AB91	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AC22	A	1	337295.418963713	3.119006825E-06	NULL	3.119006825E-06	NULL	4.23285216E-06
1992	GF	AC24	A	1	464865.750785805	2.220620925E-06	NULL	2.220620925E-06	NULL	4.23285216E-06
1992	GF	AC31	A	1	258085.179564219	4.23285216E-06	NULL	NULL	NULL	4.23285216E-06
1992	GF	AC34	A	1	258085.179564219	4.23285216E-06	NULL	NULL	NULL	4.23285216E-06
1992	GF	AD13	A	0	1100048.54368932	9.090508E-07	NULL	9.090508E-07	NULL	4.0214881E-06
1992	GF	AD45	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AD53	A	0	125607.626895105	7.9613E-06	NULL	7.9613E-06	NULL	4.0214881E-06
1992	GF	AG92	A	0	289604.8756	3.4529805E-06	NULL	3.4529805E-06	NULL	4.0214881E-06
1992	GF	AH91	A	0	162923.370184031	6.85183566E-06	NULL	6.85183566E-06	NULL	4.0214881E-06
1992	GF	AJ32	A	0	190766.882869134	5.242E-06	NULL	5.242E-06	NULL	4.0214881E-06
1992	GF	AJ33	A	0	433127.167630058	2.3087908E-06	NULL	2.3087908E-06	NULL	4.0214881E-06
1992	GF	AJ35	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AP53	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AR23	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AR95	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AS24	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AT35	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1988	OCO	AD24	A	0	372110.025965019	3.58837336666667E-06	NULL	3.58837336666667E-06	NULL	4.0827012E-06
1989	GF	AC25	A	1	444081.966668219	2.378283175E-06	NULL	2.378283175E-06	NULL	4.23285216E-06
1989	GF	AD41	A	0	209250.417633628	5.408257075E-06	NULL	5.408257075E-06	NULL	4.0214881E-06
1989	GF	AD91	A	0	319393.184013256	3.32408306E-06	NULL	3.32408306E-06	NULL	4.0214881E-06
1989	GF	AD92	A	0	167003.571736567	6.02168882E-06	NULL	6.02168882E-06	NULL	4.0214881E-06
1989	GF	AD93	A	0	262365.677987986	3.941251975E-06	NULL	3.941251975E-06	NULL	4.0214881E-06
1989	OCO	AC35	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1989	OCO	AD24	A	0	372110.025965019	3.58837336666667E-06	NULL	3.58837336666667E-06	NULL	4.0827012E-06
1989	OCO	AM15	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	GF	AC25	A	1	444081.966668219	2.378283175E-06	NULL	2.378283175E-06	NULL	4.23285216E-06
1990	GF	AC51	A	1	249834.091291498	4.00434023333333E-06	NULL	4.00434023333333E-06	NULL	4.23285216E-06
1990	GF	AD42	A	0	262056.045651822	4.61467965E-06	NULL	4.61467965E-06	NULL	4.0214881E-06
1990	GF	AF15	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1990	GF	AH15	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1990	GF	AH31	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1990	GF	AJ14	A	0	231606.221484397	4.450509425E-06	NULL	4.450509425E-06	NULL	4.0214881E-06
1990	GF	AJ21	A	0	234598.601792333	4.2626E-06	NULL	4.2626E-06	NULL	4.0214881E-06
1990	GF	AJ41	A	0	222832.984754596	4.71244475E-06	NULL	4.71244475E-06	NULL	4.0214881E-06
1990	GF	AJ92	A	0	171369.8351964	6.6278922E-06	NULL	6.6278922E-06	NULL	4.0214881E-06
1990	GF	AR14	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1990	GF	AR21	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1990	GF	AR35	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1990	OCO	AB93	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AC22	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1990	OCO	AC25	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1990	OCO	AC51	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1990	OCO	AC63	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1990	OCO	AJ23	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AK11	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AN95	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AQ92	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AR13	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AR24	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AV71	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	GF	AC51	A	1	249834.091291498	4.00434023333333E-06	NULL	4.00434023333333E-06	NULL	4.23285216E-06
1991	GF	AD44	A	0	276671.523356256	4.045726E-06	NULL	4.045726E-06	NULL	4.0214881E-06
1991	GF	AE21	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AE22	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AH21	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AH31	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AJ31	A	0	360719.987077392	4.73943665E-06	NULL	4.73943665E-06	NULL	4.0214881E-06
1991	GF	AJ42	A	0	169500.5769576	6.93149456E-06	NULL	6.93149456E-06	NULL	4.0214881E-06
1991	GF	AJ43	A	0	329689.492392739	3.0381103E-06	NULL	3.0381103E-06	NULL	4.0214881E-06
1991	GF	AJ53	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AJ92	A	0	171369.8351964	6.6278922E-06	NULL	6.6278922E-06	NULL	4.0214881E-06
1991	GF	AP52	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AR21	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AR22	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AR44	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	OCO	AC25	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1991	OCO	AC63	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1991	OCO	AD12	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AD21	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AD41	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AD51	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AG31	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AG92	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AH33	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AJ52	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AJ61	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AR13	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AR23	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AR24	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AR41	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AV71	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	GF	AC21	A	1	228782.915550584	4.48753268E-06	NULL	4.48753268E-06	NULL	4.23285216E-06
1992	GF	AC93	A	1	146861.845800108	7.720414025E-06	NULL	7.720414025E-06	NULL	4.23285216E-06
1992	GF	AD22	A	0	327601.825220603	3.7731904E-06	NULL	3.7731904E-06	NULL	4.0214881E-06
1992	GF	AH94	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AJ41	A	0	222832.984754596	4.71244475E-06	NULL	4.71244475E-06	NULL	4.0214881E-06
1992	GF	AR32	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AR44	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AT14	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	OCO	AB11	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AC23	A	1	241264.38031269	6.2744601E-06	NULL	6.2744601E-06	NULL	2.868936875E-06
1992	OCO	AC31	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1992	OCO	AC34	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1992	OCO	AC51	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1992	OCO	AD21	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AD23	A	0	188265.863659438	5.3866159E-06	NULL	5.3866159E-06	NULL	4.0827012E-06
1992	OCO	AD41	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AG92	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AH22	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AJ33	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AN83	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AR12	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AR24	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AR42	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AR61	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1988	OCO	AC21	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1988	OCO	AC34	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1989	GF	AC63	A	1	276903.798623171	3.9537632E-06	NULL	3.9537632E-06	NULL	4.23285216E-06
1989	GF	AN95	A	0	262834.457582689	4.223451625E-06	NULL	4.223451625E-06	NULL	4.0214881E-06
1989	OCO	AC24	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1989	OCO	AC62	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1989	OCO	AC65	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1989	OCO	AC94	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1989	OCO	AD94	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	GF	AC15	A	1	384743.070242127	3.615925075E-06	NULL	3.615925075E-06	NULL	4.23285216E-06
1990	GF	AC92	A	1	183528.51273225	6.31890286666667E-06	NULL	6.31890286666667E-06	NULL	4.23285216E-06
1990	GF	AD24	A	0	330470.622835554	3.27119312E-06	NULL	3.27119312E-06	NULL	4.0214881E-06
1990	GF	AE32	A	0	415023.076088826	2.5499227E-06	NULL	2.5499227E-06	NULL	4.0214881E-06
1990	GF	AG72	A	0	300056.8773	3.3327015E-06	NULL	3.3327015E-06	NULL	4.0214881E-06
1990	GF	AH11	A	0	76696.8757945872	1.304964965E-05	NULL	1.304964965E-05	NULL	4.0214881E-06
1990	GF	AJ63	A	0	248233.024791919	4.52885882E-06	NULL	4.52885882E-06	NULL	4.0214881E-06
1990	GF	AN12	A	0	152469.64608293	7.4416682E-06	NULL	7.4416682E-06	NULL	4.0214881E-06
1990	GF	AN73	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1990	GF	AN94	A	0	201925.450300124	5.02443803333333E-06	NULL	5.02443803333333E-06	NULL	4.0214881E-06
1990	GF	AS11	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1990	GF	AS91	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1990	GF	M181	M	0	99283.3884118618	1.198910736E-05	NULL	1.198910736E-05	NULL	9.97083108E-06
1990	GF	M182	M	0	102181.880394722	9.97083108E-06	NULL	NULL	NULL	9.97083108E-06
1990	OCO	AC95	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1990	OCO	AD25	A	0	1222049.17597678	1.304736E-06	NULL	1.304736E-06	NULL	4.0827012E-06
1990	OCO	AD55	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AD61	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AE25	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AE35	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AH94	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AJ22	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AJ32	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AN73	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AN93	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AR25	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	AT14	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1990	OCO	C118	C	0	84417.9998736098	1.301490014E-05	NULL	NULL	NULL	1.301490014E-05
1991	GF	AB91	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AC11	A	1	324814.875123305	3.27404705E-06	NULL	3.27404705E-06	NULL	4.23285216E-06
1991	GF	AC21	A	1	228782.915550584	4.48753268E-06	NULL	4.48753268E-06	NULL	4.23285216E-06
1991	GF	AC93	A	1	146861.845800108	7.720414025E-06	NULL	7.720414025E-06	NULL	4.23285216E-06
1991	GF	AD45	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AD54	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AD91	A	0	319393.184013256	3.32408306E-06	NULL	3.32408306E-06	NULL	4.0214881E-06
1991	GF	AD93	A	0	262365.677987986	3.941251975E-06	NULL	3.941251975E-06	NULL	4.0214881E-06
1991	GF	AJ61	A	0	188643.762558344	5.4162988E-06	NULL	5.4162988E-06	NULL	4.0214881E-06
1991	GF	AP53	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AR24	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AR95	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1991	GF	AZ14	A	0	346081.178763255	3.12071392E-06	NULL	3.12071392E-06	NULL	4.0214881E-06
1991	OCO	AC32	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1991	OCO	AC53	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1991	OCO	AJ21	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AJ35	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AJ62	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AJ74	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AN12	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AN62	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AP91	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AR91	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AS41	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	AZ13	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1991	OCO	M181	M	0	115533.504222074	1.016205396E-05	NULL	NULL	NULL	1.016205396E-05
1992	GF	AB12	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AC43	A	1	365922.058918712	2.8906556E-06	NULL	2.8906556E-06	NULL	4.23285216E-06
1992	GF	AD11	A	0	297179.807976823	3.73710476666667E-06	NULL	3.73710476666667E-06	NULL	4.0214881E-06
1992	GF	AE21	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AH13	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AJ11	A	0	265567.135425557	3.92353388E-06	NULL	3.92353388E-06	NULL	4.0214881E-06
1992	GF	AN93	A	0	192884.456453628	5.5234709E-06	NULL	5.5234709E-06	NULL	4.0214881E-06
1992	GF	AR21	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AR92	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	OCO	AC11	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1992	OCO	AC33	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1992	OCO	AC44	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1992	OCO	AC64	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1992	OCO	AD13	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AD32	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AD52	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
