fiscal_year	OCO_GF	productorservicecode	ProductOrServiceCode1L	IsRnDdefenseSystem	CFTE_Rate_1year	CFTE_Factor_1year	CFTE_Factor_1yearP4	CFTE_Factor_1yearP4avg	CFTE_Factor_1yearP1	CFTE_Factor_1yearP1avg
1992	GF	AC54	A	1	309001.461336439	3.502029575E-06	NULL	3.502029575E-06	NULL	4.23285216E-06
1992	GF	AC55	A	1	374919.970976553	2.996563325E-06	NULL	2.996563325E-06	NULL	4.23285216E-06
1992	GF	AC61	A	1	243964.249774168	4.44807932E-06	NULL	4.44807932E-06	NULL	4.23285216E-06
1992	GF	AD23	A	0	243307.299674664	4.115303325E-06	NULL	4.115303325E-06	NULL	4.0214881E-06
1992	GF	AD34	A	0	232186.1987	4.3068882E-06	NULL	4.3068882E-06	NULL	4.0214881E-06
1992	GF	AE35	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AJ22	A	0	267680.398114595	4.084309E-06	NULL	4.084309E-06	NULL	4.0214881E-06
1992	GF	AJ62	A	0	213714.283801832	5.0564208E-06	NULL	5.0564208E-06	NULL	4.0214881E-06
1992	GF	AP91	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AR12	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AR33	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	GF	AR41	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1992	OCO	AB15	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AC45	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1992	OCO	AC91	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1992	OCO	AC92	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1992	OCO	AC94	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1992	OCO	AD14	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AD25	A	0	1222049.17597678	1.304736E-06	NULL	1.304736E-06	NULL	4.0827012E-06
1992	OCO	AD34	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AD53	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AE33	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AE34	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AH31	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AJ15	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AR32	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AR35	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AR94	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AS24	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1992	OCO	AS92	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AJ51	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AN12	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AR33	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AR41	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AR91	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AS23	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AZ17	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	GF	AC65	A	1	316850.911552759	3.62004856E-06	NULL	3.62004856E-06	NULL	4.23285216E-06
1996	GF	AD11	A	0	297179.807976823	3.73710476666667E-06	NULL	3.73710476666667E-06	NULL	4.0214881E-06
1996	GF	AD15	A	0	506642.873315683	2.023615825E-06	NULL	2.023615825E-06	NULL	4.0214881E-06
1996	GF	AD54	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AD97	A	0	308316.173294238	3.64669965E-06	NULL	3.64669965E-06	NULL	4.0214881E-06
1996	GF	AE33	A	0	441747.965	2.2637343E-06	NULL	2.2637343E-06	NULL	4.0214881E-06
1996	GF	AG82	A	0	254413.390355352	4.61539795E-06	NULL	4.61539795E-06	NULL	4.0214881E-06
1996	GF	AH12	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AH13	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AH25	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AH33	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AH34	A	0	385139.119248156	3.20857335E-06	NULL	3.20857335E-06	NULL	4.0214881E-06
1996	GF	AJ15	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AJ33	A	0	433127.167630058	2.3087908E-06	NULL	2.3087908E-06	NULL	4.0214881E-06
1996	GF	AJ35	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AN42	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AN93	A	0	192884.456453628	5.5234709E-06	NULL	5.5234709E-06	NULL	4.0214881E-06
1996	GF	AR34	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AS11	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	OCO	AA11	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AC44	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1996	OCO	AC95	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1996	OCO	AD22	A	0	368405.328948829	5.836828625E-06	NULL	5.836828625E-06	NULL	4.0827012E-06
1996	OCO	AD61	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AG82	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AH11	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AH32	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AJ21	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AJ32	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AJ93	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AP91	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AR43	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AS32	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AT42	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	GF	AC15	A	1	384743.070242127	3.615925075E-06	NULL	3.615925075E-06	NULL	4.23285216E-06
1997	GF	AC61	A	1	243964.249774168	4.44807932E-06	NULL	4.44807932E-06	NULL	4.23285216E-06
1997	GF	AC67	A	1	363315.538007249	2.778424525E-06	NULL	2.778424525E-06	NULL	4.23285216E-06
1997	GF	AD35	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	GF	AD54	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	GF	AD61	A	0	411594.544130769	2.70170195E-06	NULL	2.70170195E-06	NULL	4.0214881E-06
1997	GF	AG95	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	GF	AH33	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	GF	AJ32	A	0	190766.882869134	5.242E-06	NULL	5.242E-06	NULL	4.0214881E-06
1997	GF	AN11	A	0	221300.111163135	7.191308375E-06	NULL	7.191308375E-06	NULL	4.0214881E-06
1997	GF	AN91	A	0	251649.43052151	4.174189075E-06	NULL	4.174189075E-06	NULL	4.0214881E-06
1997	GF	AR23	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	GF	AR34	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	GF	AR45	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	GF	AR47	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	GF	AS15	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	OCO	AC11	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1997	OCO	AC95	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1997	OCO	AD52	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AE31	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AH91	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AJ21	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AJ32	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AN13	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AN92	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AP72	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AV91	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1998	GF	AC24	A	1	464865.750785805	2.220620925E-06	NULL	2.220620925E-06	NULL	4.23285216E-06
1998	GF	AC42	A	1	335752.255886389	3.264645325E-06	NULL	3.264645325E-06	NULL	4.23285216E-06
1998	GF	AD11	A	0	297179.807976823	3.73710476666667E-06	NULL	3.73710476666667E-06	NULL	4.0214881E-06
1998	GF	AD35	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1998	GF	AD63	A	0	299705.862419519	3.3366047E-06	NULL	3.3366047E-06	NULL	4.0214881E-06
1998	GF	AD94	A	0	301554.489783158	3.46856986666667E-06	NULL	3.46856986666667E-06	NULL	4.0214881E-06
1998	GF	AD95	A	0	231770.765708102	4.4646409E-06	NULL	4.4646409E-06	NULL	4.0214881E-06
1998	GF	AF11	A	0	306247.211799641	3.68977016666667E-06	NULL	3.68977016666667E-06	NULL	4.0214881E-06
1998	GF	AH93	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1998	GF	AJ27	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1998	GF	AN83	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1998	GF	AR12	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1998	GF	AR13	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1998	GF	AR41	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1998	GF	AR42	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1998	GF	AS23	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1998	GF	AZ17	A	0	231221.676865678	4.3263733E-06	NULL	4.3263733E-06	NULL	4.0214881E-06
1998	OCO	AB21	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1998	OCO	AC11	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1998	OCO	AC33	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1998	OCO	AC55	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1995	OCO	AH31	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AJ12	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AJ22	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AJ25	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AJ91	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AN61	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AR23	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AR45	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AR94	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AS92	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1995	OCO	AT32	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	GF	AA14	A	0	402122.777621875	2.70787745E-06	NULL	2.70787745E-06	NULL	4.0214881E-06
1996	GF	AC61	A	1	243964.249774168	4.44807932E-06	NULL	4.44807932E-06	NULL	4.23285216E-06
1996	GF	AC62	A	1	299119.528250468	3.36931344E-06	NULL	3.36931344E-06	NULL	4.23285216E-06
1996	GF	AC97	A	0	247819.19111816	4.0352E-06	NULL	4.0352E-06	NULL	4.0214881E-06
1996	GF	AD25	A	0	452153.034952409	2.73237285E-06	NULL	2.73237285E-06	NULL	4.0214881E-06
1996	GF	AD64	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AD95	A	0	231770.765708102	4.4646409E-06	NULL	4.4646409E-06	NULL	4.0214881E-06
1996	GF	AJ21	A	0	234598.601792333	4.2626E-06	NULL	4.2626E-06	NULL	4.0214881E-06
1996	GF	AJ22	A	0	267680.398114595	4.084309E-06	NULL	4.084309E-06	NULL	4.0214881E-06
1996	GF	AJ25	A	0	261414.174608782	3.8277738E-06	NULL	3.8277738E-06	NULL	4.0214881E-06
1996	GF	AJ43	A	0	329689.492392739	3.0381103E-06	NULL	3.0381103E-06	NULL	4.0214881E-06
1996	GF	AJ92	A	0	171369.8351964	6.6278922E-06	NULL	6.6278922E-06	NULL	4.0214881E-06
1996	GF	AJ93	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AN92	A	0	303386.931752427	6.56408053333333E-06	NULL	6.56408053333333E-06	NULL	4.0214881E-06
1996	GF	AR22	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AR35	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AR91	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AT12	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AZ11	A	0	222153.223690299	4.55654892E-06	NULL	4.55654892E-06	NULL	4.0214881E-06
1996	OCO	AC23	A	1	241264.38031269	6.2744601E-06	NULL	6.2744601E-06	NULL	2.868936875E-06
1996	OCO	AC62	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1996	OCO	AC65	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1996	OCO	AC91	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1996	OCO	AD34	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AD65	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AD92	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AD94	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AE21	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AH25	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AJ15	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AJ31	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AN75	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AN83	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AP51	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AR35	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AR44	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	M182	M	0	115533.504222074	1.016205396E-05	NULL	NULL	NULL	1.016205396E-05
1997	GF	AC14	A	1	453089.23091871	2.33323426666667E-06	NULL	2.33323426666667E-06	NULL	4.23285216E-06
1997	GF	AC33	A	1	258085.179564219	4.23285216E-06	NULL	NULL	NULL	4.23285216E-06
1997	GF	AC54	A	1	309001.461336439	3.502029575E-06	NULL	3.502029575E-06	NULL	4.23285216E-06
1997	GF	AC64	A	1	381110.909829225	2.6684228E-06	NULL	2.6684228E-06	NULL	4.23285216E-06
1997	GF	AC91	A	1	258085.179564219	4.23285216E-06	NULL	NULL	NULL	4.23285216E-06
1997	GF	AD31	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	GF	AD32	A	0	458715.596330275	2.18E-06	NULL	2.18E-06	NULL	4.0214881E-06
1997	GF	AD43	A	0	157799.77392475	7.52656456666667E-06	NULL	7.52656456666667E-06	NULL	4.0214881E-06
1997	GF	AD62	A	0	303487.3328	3.2950304E-06	NULL	3.2950304E-06	NULL	4.0214881E-06
1997	GF	AD94	A	0	301554.489783158	3.46856986666667E-06	NULL	3.46856986666667E-06	NULL	4.0214881E-06
1997	GF	AR25	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	GF	AS91	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	OCO	AC21	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1997	OCO	AC27	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1997	OCO	AC67	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1997	OCO	AD12	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AD31	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AD41	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AF14	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AG32	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AG91	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AH34	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AH43	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AJ97	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AP52	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1998	GF	AB15	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1998	GF	AC35	A	1	258085.179564219	4.23285216E-06	NULL	NULL	NULL	4.23285216E-06
1998	GF	AC41	A	1	296098.855085278	3.517170475E-06	NULL	3.517170475E-06	NULL	4.23285216E-06
1998	GF	AC44	A	1	367244.919570872	3.18978405E-06	NULL	3.18978405E-06	NULL	4.23285216E-06
1998	GF	AC52	A	1	224516.963684192	5.1544768E-06	NULL	5.1544768E-06	NULL	4.23285216E-06
1998	GF	AC63	A	1	276903.798623171	3.9537632E-06	NULL	3.9537632E-06	NULL	4.23285216E-06
1998	GF	AD12	A	0	291928.337152409	3.6967464E-06	NULL	3.6967464E-06	NULL	4.0214881E-06
1998	GF	AD14	A	0	264128.254824963	3.81183955E-06	NULL	3.81183955E-06	NULL	4.0214881E-06
1998	GF	AD21	A	0	158131.607917365	8.79275598E-06	NULL	8.79275598E-06	NULL	4.0214881E-06
1998	GF	AD44	A	0	276671.523356256	4.045726E-06	NULL	4.045726E-06	NULL	4.0214881E-06
1998	GF	AD45	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1998	GF	AE11	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1998	GF	AE37	A	0	367391.183454059	2.7218944E-06	NULL	2.7218944E-06	NULL	4.0214881E-06
1998	GF	AG71	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1998	GF	AH91	A	0	162923.370184031	6.85183566E-06	NULL	6.85183566E-06	NULL	4.0214881E-06
1998	GF	AJ43	A	0	329689.492392739	3.0381103E-06	NULL	3.0381103E-06	NULL	4.0214881E-06
1996	GF	AC91	A	1	258085.179564219	4.23285216E-06	NULL	NULL	NULL	4.23285216E-06
1996	GF	AC92	A	1	183528.51273225	6.31890286666667E-06	NULL	6.31890286666667E-06	NULL	4.23285216E-06
1996	GF	AD23	A	0	243307.299674664	4.115303325E-06	NULL	4.115303325E-06	NULL	4.0214881E-06
1996	GF	AD24	A	0	330470.622835554	3.27119312E-06	NULL	3.27119312E-06	NULL	4.0214881E-06
1996	GF	AD52	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AD94	A	0	301554.489783158	3.46856986666667E-06	NULL	3.46856986666667E-06	NULL	4.0214881E-06
1996	GF	AE35	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AG32	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AH32	A	0	248643.522883398	4.2332772E-06	NULL	4.2332772E-06	NULL	4.0214881E-06
1996	GF	AN12	A	0	152469.64608293	7.4416682E-06	NULL	7.4416682E-06	NULL	4.0214881E-06
1996	GF	AR25	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AR41	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AR43	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AR63	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1996	GF	AZ12	A	0	261851.391836395	3.906898E-06	NULL	3.906898E-06	NULL	4.0214881E-06
1996	GF	M181	M	0	99283.3884118618	1.198910736E-05	NULL	1.198910736E-05	NULL	9.97083108E-06
1996	OCO	AC22	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1996	OCO	AC51	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1996	OCO	AC57	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1996	OCO	AD11	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AD51	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AG43	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AH95	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AN61	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AN94	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AP31	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AP52	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AR34	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1996	OCO	AS11	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	GF	AC32	A	1	258085.179564219	4.23285216E-06	NULL	NULL	NULL	4.23285216E-06
1997	GF	AC62	A	1	299119.528250468	3.36931344E-06	NULL	3.36931344E-06	NULL	4.23285216E-06
1997	GF	AD44	A	0	276671.523356256	4.045726E-06	NULL	4.045726E-06	NULL	4.0214881E-06
1997	GF	AJ21	A	0	234598.601792333	4.2626E-06	NULL	4.2626E-06	NULL	4.0214881E-06
1997	GF	AJ25	A	0	261414.174608782	3.8277738E-06	NULL	3.8277738E-06	NULL	4.0214881E-06
1997	GF	AJ27	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	GF	AJ35	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	GF	AJ42	A	0	169500.5769576	6.93149456E-06	NULL	6.93149456E-06	NULL	4.0214881E-06
1997	GF	AJ93	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	GF	AR61	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	GF	AS23	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	GF	AS32	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	GF	AT42	A	0	261499.487277717	4.0214881E-06	NULL	NULL	NULL	4.0214881E-06
1997	OCO	AC45	A	1	399383.04897813	2.868936875E-06	NULL	NULL	NULL	2.868936875E-06
1997	OCO	AD33	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AD64	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AD97	A	0	103208.233079756	1.109700055E-05	NULL	1.109700055E-05	NULL	4.0827012E-06
1997	OCO	AE21	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AJ13	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AJ27	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AJ92	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AN21	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
1997	OCO	AN83	A	0	339040.882525701	4.0827012E-06	NULL	NULL	NULL	4.0827012E-06
