"","ContractingOfficeCode","obligatedAmount","numberOfContracts","avg_hh_index_obl","avg_hh_index_k"
"2414","15USEA",552778.56,38,6070.47719279161,4558.68774102439
"2415","15UTAL",314136.5814,43,2284.01660664842,1858.43621399177
"2416","15UTAS",88033.66,5,8701.99571070811,3600
"2417","15UTER",1663463.6698,35,9216.0582630877,5619.57018747142
"2418","15UTEX",2027867.7978,373,8111.58854149251,5904.1459467067
"2419","15UTHA",13726681.5717,651,1613.13144052271,693.808489716174
"2420","15UV1C",51396324.3606,717,6460.89800251607,3754.82396977798
"2421","15UWAS",2939496.8294,113,4148.45293989603,1397.04700893512
"2422","15UYAZ",22375581.9877,322,7448.49155510507,1354.13612642485
"2423","1600",85135,4,5949.22884037319,5000
"2424","16000",23323818,413,1654.11999099249,1478.29941971149
"2425","1604DC",24003819.4042,716,2290.09937466009,594.818267922411
"2426","1605AT",1890657.3775,386,1220.97731278534,1288.80362952959
"2427","1605BS",1221074.5935,285,1479.26664707268,1154.71945280859
"2428","1605CH",3356927.3911,641,1130.14574392859,544.917496705594
"2429","1605DC",1465924006.6064,4188,1424.36237817921,617.492713446245
"2430","1605DD",2732759.0806,421,1244.76894151736,646.125392218992
"2431","1605PH",626372.8562,188,2073.22791313291,1204.89818712858
"2432","1605SS",1277209.5489,389,1498.25086869785,1133.02742411765
"2433","1625DC",233774087.1067,1426,2177.98026316548,973.456155628414
"2434","1630",56399.7001,11,7743.76776573317,8333.33333333333
"2435","1630DC",1193020455.8726,1437,2470.93354003672,1934.55543446543
"2436","1630GM",0,1,NA,10000
"2437","1630J1",309066981.4063,108,9521.18401919516,7073.22060775253
"2438","1630J2",357861543,110,9242.63549722997,7122.65587009155
"2439","1630J3",353496748.8203,98,8344.86133239026,6377.64473689721
"2440","1630J4",451048634,91,9575.22514579002,7587.97367453789
"2441","1630J5",316473012.3999,89,8682.85962060986,6413.23563401486
"2442","1630J6",493821252.9062,99,9797.14796854832,8493.96568877363
"2443","1644",7830177.7811,702,4352.0348230681,3940.41659426935
"2444","1645BC",36472564.3813,764,3110.77631041218,399.840227640572
"2445","1645DC",18780058.7663,310,1232.89304414369,356.787633205728
"2446","1645GR",580647.1123,7,8472.00525116741,5833.33333333333
"2447","1681",9017406.5954,1076,2101.32712926791,1496.70514283542
"2448","1688",6681,2,10000,10000
"2449","16PBGC",831557372.0355,1619,1346.63061871389,496.243238270645
"2450","17171",525966906.5322,3215,2087.6739017828,802.89816294767
"2451","17200",3831923,60,1921.78985590648,1289.50131550584
"2452","17300",3635299,61,1900.31236706694,861.724014254863
"2453","17700",4575022,56,3493.92642200891,2516.49413093729
"2454","19000",3000,1,10000,10000
"2455","1901SL",4703985.0434,177,9401.04572183765,8727.84462213518
"2456","190PEP",89934.6501,14,9348.62314350895,6066.66666666667
"2457","190PR0",342560.6201,18,9651.33271121785,8415.6378600823
"2458","190PRL",28774524.4656,1756,10000,9989.94975891567
"2459","191BWC",136687854.2631,1143,1291.74594565393,236.11351923339
"2460","191C70",444336.7045,51,2089.08659993299,841.431760902915
"2461","191D32",19573062.6763,1011,1071.07039466701,315.886774373371
"2462","191D80",1198749.6455,112,858.338481737811,782.921810699588
"2463","191N29",2636517.2329,313,626.140623906179,740.803204984294
"2464","191N30",1990441.9573,190,1194.17144537478,759.755438720357
"2465","191N47",1665308.5209,154,1309.00264563626,669.716965735185
"2466","191N60",2162489.4018,246,1125.58593340163,586.578250641486
"2467","191N65",14408413.4241,1150,385.270539460932,213.662493423793
"2468","191NLE",279038870.3515,1714,2252.27055394984,3612.66261086625
"2469","191S40",11295544.9118,652,428.407689069114,424.577548923937
"2470","191S70",29317014.9532,1310,4755.38179389362,4885.90722592056
"2471","191T52",1779112.7812,160,1398.51244001327,824.740945932082
"2472","191T55",933196.1148,84,2245.51544346291,1526.71067722405
"2473","191T70",24048580.5378,947,1339.93610569375,908.08066302501
"2474","191V10",18513203.2638,999,1182.6672338557,1050.80010365636
"2475","191Z10",23727422.2955,722,1757.43345596888,1259.9523921147
"2476","191Z11",3330843.4045,196,1173.37052042827,460.4212475932
"2477","191Z12",4634367.546,151,4058.92650754361,2930.49952679288
"2478","191Z25",12961636.5227,550,673.281121536511,325.795656594621
"2479","191Z50",1312819.8269,41,3547.0084295418,1768.90203813281
"2480","193S20",9388.0801,3,10000,10000
"2481","19400",16444187,75,2459.09650297945,955.830205391209
"2482","19A050",6381044.6455,506,326.13795036901,242.644752535112
"2483","19AF10",100316.2329,15,10000,5918.36734693878
"2484","19AF20",43835507.0832,1817,354.574403850745,337.215803743696
"2485","19AG10",4172589.8932,407,1093.25343139483,705.063204120042
"2486","19AJ20",4688578.8137,411,1203.33612461252,550.037875287306
"2487","19AL60",4045930.6112,301,993.153875725503,535.146635502416
"2488","19AM10",3326437.3953,308,751.821670948157,332.707836611253
"2489","19AQMA",9399920.9523,144,9966.39532877807,9725.11574074074
"2490","19AQMM",24654784731.2311,39148,992.786193910369,367.513819971579
"2491","19AQMS",36896015.7808,3208,1245.0607253437,543.711589625767
"2492","19AR20",15079326.0843,814,743.772395370576,691.252255592285
"2493","19AS20",9026788.5383,698,722.016430861421,272.649848403423
"2494","19AS50",1240045.5079,95,848.73985089475,560.512285420894
"2495","19AS60",422481.9681,53,1318.10119976211,805.887710935788
"2496","19AS70",2027877.8009,122,2449.16905879602,1253.34263723413
"2497","19AU90",12592041.7983,854,408.792570566196,320.569798929072
"2498","19B049",950569.0128,97,1329.57507976448,929.793369995083
"2499","19BA30",3911243.5665,255,858.466595926163,344.971130767341
"2500","19BB21",5779566.0952,312,860.809063121465,373.013130415233
"2501","19BC40",6031526.8208,454,554.358499218754,356.009415129706
"2502","19BD20",536815.0708,66,1305.37473412424,883.591809759068
"2503","19BE10",9765038.2257,22,3959.16247776096,1818.18181818182
"2504","19BE20",20004044.6505,1228,527.19518572969,304.464164685684
"2505","19BF50",5433422.0432,463,623.775271533863,467.006004024721
"2506","19BG30",6892809.2603,657,428.953036526554,316.059013588014
"2507","19BH20",4707135.7741,411,510.406345854098,492.92095431368
"2508","19BK80",8965221.4608,506,1815.6683831785,428.616333148707
"2509","19BL40",3337004.3414,390,971.573624863496,796.622051448443
"2510","19BM80",4566317.0496,343,611.688870608287,599.127880706671
"2511","19BN15",5588329.7489,388,581.662021187161,399.770970494213
"2512","19BR25",18305581.7132,1269,390.823216401078,402.864330749223
"2513","19BR72",470059.7126,31,2136.03312436647,1160.12396694215
"2514","19BR81",862762.3147,101,5682.03122656444,5385.56735405766
"2515","19BR82",6236458.9634,420,1042.78874297686,582.418388667694
"2516","19BR93",6673119.3726,467,896.464720292543,691.67417219316
"2517","19BU80",2473691.4481,224,1159.57517235576,782.248077466936
"2518","19BX60",1447874.3615,100,1022.02506755133,406.867763659865
"2519","19BY70",5975889.4004,295,2668.22976373999,755.197479728583
"2520","19C015",21695465.2593,811,735.493357587601,599.198099955399
"2521","19C020",26573773.2443,1850,3961.22857797303,3295.51337017838
"2522","19C180",6672593.4133,470,1657.65853537118,1755.70581831855
"2523","19CA10",145096.5396,18,5637.46274587762,5612.24489795918
"2524","19CA45",1896825.6086,141,2490.19849571267,641.64844109899
"2525","19CA52",10732789.5916,582,969.04260299771,403.536374900957
"2526","19CA59",40816.4703,5,4936.77096339997,4166.66666666667
"2527","19CA70",2191510.7543,263,1252.14307333469,984.950554295792
"2528","19CA77",1055110.0984,114,1999.34652375165,1726.94713570011
"2529","19CB60",7803057.5614,558,663.424528746572,304.688358753734
"2530","19CD30",18580021.0656,852,655.359300778051,571.227561482653
"2531","19CE20",4532501.9654,379,562.827782403117,386.038027582786
"2532","19CF20",6789640.9771,350,2280.57915022662,322.175466944333
"2533","19CG50",14484570.4084,976,876.317882777142,694.674440816028
"2534","19CH25",2719810.633,298,499.490347400823,344.629254673352
"2535","19CH50",22579112.5692,1191,689.298536183831,379.219013991029
"2536","19CH51",1305303.7973,172,1429.71547032942,904.42511930639
"2537","19CH58",2134165.6521,225,621.34294061434,543.897311473396
"2538","19CH59",788509.2143,123,1327.26031436036,679.987386136458
"2539","19CM80",6844528.0029,556,711.304115642164,749.094158123912
"2540","19CS80",12843077.1592,780,324.442595424183,239.765470513656
"2541","19CT20",3514728.3228,220,1483.66919074249,1422.79660015871
"2542","19CU04",5409849.7798,459,879.340010449291,578.858582236498
"2543","19CV10",1465716.9243,184,919.411905791924,395.491827031738
"2544","19CY60",2970759.2935,336,1454.30768911057,611.110625188915
"2545","19DA20",3721277.9645,380,745.769100331299,553.774851558235
"2546","19DJ10",9409395.0546,550,652.251801720641,501.753010499681
"2547","19DR86",14917314.76,874,387.553861327908,379.563661813816
"2548","19DSAQ",184489.9996,15,1619.33699842014,1377.77777777778
"2549","19E130",6431737.7541,399,978.348570529922,495.493315614905
"2550","19EC30",3469357.636,266,879.735380468915,547.093121546804
"2551","19EC75",4708164.3071,350,492.922886436448,322.169544212094
"2552","19EG30",23086495.4872,1575,624.802350923588,175.445216172145
"2553","19EK20",2178821.7958,239,882.840273377951,401.912910350985
"2554","19EN10",2239072.6699,198,1102.94460746646,503.706715487015
"2555","19ER10",2393961.9941,136,2116.76934971911,1196.66813115325
"2556","19ES60",23341061.9385,1242,343.406524497639,247.318915347212
"2557","19ET10",13816359.2087,1215,803.859241771877,1546.62984757862
"2558","19EZ80",2200907.6685,243,724.523782392177,451.177723953831
"2559","19F140",4009741.178,205,1578.19029377179,744.609114790933
"2560","19FJ60",1803679.5471,127,1427.79007422993,686.025137675567
"2561","19FM20",134284.1594,11,9015.17953055606,8333.33333333333
"2562","19FR63",30925899.052,1799,479.112755715564,352.036522555327
"2563","19FS1A",286096373.8117,2317,1795.33582083566,2797.08629853299
"2564","19GA10",2658831.8044,214,915.488851361918,789.02993236042
"2565","19GB50",3254482.6307,267,702.585879658837,420.231782409994
"2566","19GE21",21826004.2577,1579,478.366427602352,247.963887119277
"2567","19GE49",159407.9,290,1776.41277991438,486.854919843561
"2568","19GE50",283974657.1557,2559,639.246132868374,701.007850285056
"2569","19GE60",3831849.5795,283,581.471243685387,301.605191125832
"2570","19GG80",11349993.1267,895,386.318496970765,373.845443862918
"2571","19GH10",8266008.2191,555,515.646685617183,385.130060464729
"2572","19GR10",6099324.8512,746,713.588234325419,572.176896015936
"2573","19GT50",14109981.1432,954,356.242769660107,339.177098473111
"2574","19GV10",7277278.408,425,1524.06965822861,1079.7913523776
"2575","19GY20",3528945.4418,296,720.833746290271,386.715896059638
"2576","19H080",10504615.0451,950,537.226890263695,339.335819339345
"2577","19HA70",22331556.6214,1342,912.180317348513,292.465848938583
"2578","19HK30",8827892.8685,588,840.650786702869,504.628187292093
"2579","19HR90",4123220.3544,395,722.079372760053,352.400688322942
"2580","19HU20",7353994.6064,633,962.516580970487,349.487978518672
"2581","19J010",15353227.4942,887,851.146977415918,526.537400083308
"2582","19JA25",657609.2488,42,3188.34539049137,1632.79422551401
"2583","19JA50",325889.3617,17,3964.31421264908,2125
"2584","19JA51",274444.6857,35,2511.18077299785,1563.80821559393
"2585","19JA58",997011.3417,60,1046.65099699182,723.998992697054
"2586","19JA70",674251.2437,27,3643.30991075295,1653.91156462585
"2587","19JA80",33506957.0799,1141,690.969645702258,347.488988548379
"2588","19JM37",8692828.1671,517,554.468319170259,368.25262450465
"2589","19KE50",33858088.8536,1907,1177.15173883269,1200.17778664185
"2590","19KG10",3839625.5053,357,569.164857055215,464.208426827525
"2591","19KS70",13465346.2122,602,677.446919412713,419.672696004687
"2592","19KU20",13520244.6019,603,762.565056942934,301.699750880937
"2593","19KV42",6072135.3529,352,1557.56590713549,507.389365421951
"2594","19KZ10",8925220.5088,609,585.336991593902,434.174977186378
"2595","19KZ20",2698131.6658,227,766.639806381158,445.494839700878
"2596","19L010",1633653.4143,230,729.590863950429,442.708648785929
"2597","19L160",25167374.735,740,1449.81704229131,372.249018164224
"2598","19LA90",4130890.0219,285,1410.15172649229,1378.35947216567
"2599","19LE20",7120577.9685,456,789.784728274599,397.672923837701
"2600","19LG75",2769796.0335,230,2284.70925341202,551.422642668178
"2601","19LH50",1747986.3022,157,837.537842003579,492.277133001291
"2602","19LT60",1801239.2472,133,727.194628838427,400.196523662174
"2603","19LU50",520268.559,59,1491.41787495425,888.284202569917
"2604","19M030",1837128.5775,162,2014.59178472693,1399.3924171142
"2605","19M055",8660129.9943,564,779.877017563918,344.975233556973
"2606","19M0AA",10422.46,1,10000,10000
"2607","19M160",5153515.5732,371,977.337493530337,586.223937832065
"2608","19MA10",4029144.7435,326,752.019917494485,424.438662025974
"2609","19MD70",2065030.2807,187,761.664668441692,309.386221135621
"2610","19MG10",1673226.6691,160,1653.22449380895,1807.73737145703
"2611","19MJ19",2710561.2118,263,1270.74920775731,1131.43494897574
"2612","19MK80",5661536.9237,506,872.993455195037,510.479142441014
"2613","19ML20",7742518.2624,613,633.803851535247,520.473989637035
"2614","19MP10",1654915.5002,138,1357.15933458964,989.076553693959
"2615","19MR60",5961621.3038,429,724.260172509333,638.053546890649
"2616","19MT85",2529245.5251,175,746.991761246887,317.979190146662
"2617","19MU30",5923467.7556,350,1001.31714577811,287.663928826769
"2618","19MX11",5364631.5829,383,467.639640849827,459.608154954229
"2619","19MX30",1873263.7552,151,1741.38850101415,663.40920923021
"2620","19MX50",1065253.4011,95,1457.28251947385,854.83824874257
"2621","19MX52",965786.8731,81,3690.34075666611,1923.83858772267
"2622","19MX53",18446526.3447,1719,433.473774468272,633.933777451052
"2623","19MX56",3247888.986,325,938.390036902456,795.711799661321
"2624","19MX57",1067368.8639,95,1129.96705271538,765.741597060133
"2625","19MX60",724158.5372,77,2473.1352563476,1384.55061917787
"2626","19MX61",962858.2832,96,1169.39879058713,775.63125334552
"2627","19MX72",3741944.1271,261,675.448441832083,616.181457687924
"2628","19MX90",16775395.1687,500,401.17387939215,235.133701225362
"2629","19MY30",11387499.5033,483,930.595975545962,504.122381807854
"2630","19MZ50",8867376.7635,608,703.48838640747,669.596181476211
"2631","19N060",3081036.7187,465,484.286335582375,255.39822012472
"2632","19N102",23646888.0267,1284,387.50075903749,273.08375967599
"2633","19N150",19434413.8959,1017,1359.0942962192,966.055884624465
"2634","19NA30",1515512.823,93,1321.95259386463,610.959785896163
"2635","19NG60",7128647.1361,434,1035.20455802432,533.903928417522
"2636","19NL80",6462411.2703,374,592.305568821885,377.603528167396
"2637","19NP40",11736956.463,804,491.888840168046,410.25093656019
"2638","19NS50",2863014.0822,168,1269.00188358637,603.189300411523
"2639","19NU70",5076602.3606,338,838.267067565155,485.013334658166
"2640","19NZ10",212361.8006,28,2334.00141025841,1798.14814814815
"2641","19NZ95",2755117.9918,243,980.773997221899,833.742348537699
"2642","19P050",4534992.716,341,761.573665029301,520.624346623876
"2643","19PA10",4379727.4817,381,8926.48591705909,9650.66723746845
"2644","19PCRD",13208785.4785,1217,572.959951249225,499.449700114663
"2645","19PE50",27732935.6349,1880,517.794217393462,218.427544127034
"2646","19PK33",28600294.7549,1728,586.526363652805,633.060735013956
"2647","19PK40",8791907.6521,624,258.22631688747,170.664564749833
"2648","19PK50",1021973.619,190,1008.99852692869,474.41127028683
"2649","19PK70",1255379.0798,97,3279.42914617827,662.148101666102
"2650","19PL90",6778232.3291,620,980.610573810573,454.594527853248
"2651","19PM07",16101590.5118,978,296.168962430051,243.271402147624
"2652","19PP50",4537326.9453,305,636.073084290298,458.775958556253
"2653","19PS47",1020749.1003,59,4427.63921982621,3922.93530530943
"2654","19QA10",7141692.3121,453,1476.85688544516,1435.48053240748
"2655","19R010",3349368.59,341,668.827238002675,543.016446516612
"2656","19RB10",5642131.4027,475,708.616703379963,420.154682722103
"2657","19RM28",493662.4705,38,2894.30312170019,1508.2338536884
"2658","19RP38",25279592.2032,1469,627.975415672389,306.114366708756
"2659","19RS40",485292.0346,39,3356.66245520671,1869.79207198987
"2660","19RS50",19379012.3317,1028,1114.2341595972,596.599244191324
"2661","19RS89",436180.9506,43,2371.82713535223,1245.82998514622
"2662","19RS98",288030.751,51,2631.69690922944,2118.26619179528
"2663","19RW60",7259925.4059,423,1626.5697899063,672.198118713931
"2664","19S160",1008585.6319,164,949.807014700456,476.834938655834
"2665","19SA20",2022649.1548,189,1076.11956465501,534.816920700852
"2666","19SA40",4667065.2294,376,1122.84078236157,670.693120213607
"2667","19SA70",23266685.8673,827,1577.90803063938,342.049722505869
"2668","19SF20",3015683.7062,232,1143.89686211941,604.127500299437
"2669","19SF30",1589196.4294,101,1736.09828857542,1274.07407407407
"2670","19SF50",2441502.2383,206,624.216729365851,393.43529153719
"2671","19SF75",14248792.7307,1024,582.865944973334,362.753500479166
"2672","19SG20",10901605.0496,989,376.540696214576,295.421177354304
"2673","19SL20",12516100.2165,695,1207.77827710766,532.632073072343
"2674","19SN10",11888956.7215,1465,1221.82039615221,895.917911919005
"2675","19SP10",464115.9719,54,2584.58762418142,1977.44082840237
"2676","19SP50",11344309.3622,871,639.705939633023,896.555652436562
"2677","19SS30",1703643.3974,87,1068.38986621658,592.407529159666
"2678","19SU40",8899613.2939,485,554.238400096022,433.592033122971
"2679","19SW80",3596750.1343,259,1063.58113598049,733.779153951963
"2680","19SZ23",10289850.0374,471,2705.04940271831,788.304455287227
"2681","19SZ35",5650220.4749,549,630.655559291956,577.52411326457
"2682","19T040",3344341.7865,341,526.659926336943,278.883056356237
"2683","19T140",4435142.2483,404,928.948196994371,683.540366300366
"2684","19TC10",14576603.9935,532,2137.04589942975,315.602328866543
"2685","19TC12",6062420.0788,355,1071.30754314728,760.589675498945
"2686","19TD55",5378718.3994,273,4739.81498620229,4197.8186536306
"2687","19TH20",42268409.432,2323,865.796472176479,610.861220432462
"2688","19TH25",690226.7646,115,1695.17341111111,1281.52251834146
"2689","19TS80",7777847.4618,700,412.694904361243,356.351680155921
"2690","19TT10",4635078.4543,290,677.711501004229,245.689370086206
"2691","19TU10",1362086.8409,133,1106.04655814374,553.399735037545
"2692","19TU15",11981099.555,538,1248.74895638758,273.678213257806
"2693","19TU46",4752795.7416,315,531.647358813525,328.639198833228
"2694","19TX10",1955329.6962,197,725.333216298607,399.144616607323
"2695","19TZ20",14946353.5602,971,419.908302079383,319.661441710394
"2696","19UG50",14765171.3118,1195,350.270986985451,316.428502237246
"2697","19UK56",22900334.9642,1288,657.695745300572,428.460141809895
"2698","19UP30",16904052.3152,931,1194.09794701226,265.142853023743
"2699","19USUN",968683.8375,81,2209.56854447088,1347.11321432236
"2700","19UV70",10142229.5549,717,501.139875465978,263.620801187909
"2701","19UY60",2392605.1841,230,583.597935851574,342.907161517689
"2702","19UZ80",4629816.8596,428,435.892276380582,376.18110731389
"2703","19VE30",12517366.209,694,1397.412630126,951.953628603086
"2704","19VM30",5272903.3964,530,769.693003573414,461.739561330097
"2705","19VM70",3854249.5235,314,1011.46946445921,496.944088943444
"2706","19WA80",6332548.6485,390,2341.30545266105,1156.54416799259
"2707","19WHAR",132655517.6889,260,2235.96115934123,1365.53308919751
"2708","19WZ60",2780059.9079,191,839.085092799327,827.521156753517
"2709","19YE70",1799267.092,40,3970.70622945895,2271.76692983432
"2710","19Z115",9020535.3884,638,1084.26301532524,775.84313019846
"2711","19ZA60",12833235.0205,766,813.788490321991,760.427354637514
"2712","1A23",4664444.2816,181,1820.61731856339,836.055065474192
"2713","1B01",1425238.0298,1636,8493.10492502271,8795.46767858383
"2714","1F10",126433.05,8,8400,7638.88888888889
"2715","1FZT",22597,3,3407.69861238654,3333.33333333333
"2716","1PBD2",1066624.004,3,9615.06474604671,5555.55555555555
"2717","20000",3666140861.0125,17732,1840.87911202684,1478.42343346966
"2718","20020",31451423.9558,608,2518.55353308308,2766.06750284496
"2719","20101",12859718.9327,535,5795.44542509306,5423.25537704376
"2720","20102",-1000,1,NA,10000
"2721","20104",313688040.418,17791,1070.0566224078,1180.55861925846
"2722","2022",20494076,6,10000,8888.88888888889
"2723","2023H2",106536865.9928,2021,1148.5146928745,757.084297423721
"2724","2023H4",48074165.8018,154,4276.37656731467,692.014142135449
"2725","20302",107343863.5326,4859,1617.17030527892,1725.96129446419
"2726","2031HN",6131628.4232,24,4521.01881185989,2986.11111111111
"2727","2031HP",11100638.6621,27,5711.62222312371,2754.01701323251
"2728","2031HQ",10322079.8153,47,4636.9970863601,1649.1426611797
"2729","2031HR",4961.02,1,10000,10000
"2730","2031HS",2285586.7307,7,8639.88097651963,5833.33333333333
"2731","2031HV",4863,1,10000,10000
"2732","2031JG",4829868827.3061,2690,3630.81731221616,980.914138173819
"2733","2031JW",368184734.8578,1986,2196.01789711396,921.965465285572
"2734","2031KZ",18596705.4102,5,8119.62824188415,4166.66666666667
"2735","2031LL",8400068.8308,48,5287.84324957457,1601.23966942149
"2736","2031ZA",987038672.3743,4600,2841.12728377046,936.663930610835
"2737","2031ZB",0,5,NA,4400
"2738","2032H2",-1677468,2,NA,10000
"2739","2032H3",255445177.4973,1779,1606.74219294082,1170.98370420192
"2740","2032H4",24965708.3119,78,3268.04168543246,2303.50602551985
"2741","2032H5",4750039285.3541,5921,5453.35684568773,4592.72767886833
"2742","2032H8",415547764.4991,1660,1586.2602793842,566.11123321833
"2743","2032H9",174358052.1786,94,5926.51461509186,3377.3964131107
"2744","2032J2",364033.7052,14,5901.13503060437,1770.83333333333
"2745","2032K2",-2738.45,1,NA,10000
"2746","2032K3",51509384.9063,8,9847.76076207647,6944.44444444444
"2747","2032K7",6240063.922,137,3093.55932234275,1757.05160465547
"2748","2032K8",26615481.8367,257,4460.42662563834,7844.02489061152
"2749","2033H6",661003056.5556,4105,1500.02605375781,793.728394862022
"2750","2033H7",9500,1,10000,10000
"2751","2033K2",43619241.3496,393,2547.18458035732,1268.87274249788
"2752","203405",37981967.8849,400,2082.4314803081,1275.32627191325
"2753","203406",18985478.7377,79,3614.9406413748,1995.90793220137
"2754","203409",10108291.1516,215,1990.71349470169,2019.5867076509
"2755","203410",809307.667,14,8566.87281520576,3375
"2756","203411",13290950.8584,274,4643.90923412472,4263.37021614119
"2757","203412",101290673.2529,373,2390.30829248661,1599.19704353616
"2758","203413",3356041.6564,90,2749.71339407125,653.870804520155
"2759","203414",49515885.6763,433,3628.52692033955,2048.4022469861
"2760","203415",9760366.0435,100,3493.63118271915,2657.00198485391
"2761","203416",40993,3,10000,5555.55555555555
"2762","203418",892209.5966,16,3314.51388071117,1597.37969261779
"2763","203419",4166565.0633,186,1244.15309630331,1432.77533344482
"2764","203421",1971061.6094,71,1620.8635383028,971.338449531738
"2765","203422",977386.082,53,4867.99821319741,2273.30906320862
"2766","203423",20926815.2361,204,1368.57679257257,546.19674556213
"2767","203428",2692801.8425,50,2375.76289133057,1248
"2768","203429",17763728.9665,64,9185.63090882585,3866.61406969099
"2769","203430",108119719.1907,720,4583.00283704121,1986.87152452722
"2770","203431",9912654.3115,210,1887.99639652422,1760.43964400936
"2771","203432",1295740.987,57,2117.41684592231,3866.27218934911
"2772","2036X5",24313063.3434,749,573.527496689117,402.529371904487
"2773","203802",20696,3,10000,3333.33333333333
"2774","20403",92486166.8083,5836,1870.85366344686,1757.59338056487
"2775","2043FY",81718345.832,1508,3213.61387070211,793.001707430743
"2776","20507",342279302.0757,7915,2349.36737610119,1044.79058629571
"2777","205AE9",168689957.0547,1582,2624.09516226724,547.55957486566
"2778","207",212573.7411,32,1189.55523867605,1026.28571428571
"2779","20704",194362903.8099,8720,1859.15503071174,1259.19065443275
"2780","208",46737.9205,8,2452.80978809342,2187.5
"2781","20802",54245445.8421,5697,1512.17313656419,1911.70673045816
"2782","2082AA",18122894.0642,645,1018.28568394817,422.532402167226
"2783","2083",112375.22,9,6131.29708994583,7278.91156462585
"2784","20903",57429136.7643,6242,1004.6111043562,988.475321646074
"2785","2091JB",87450190.2074,2559,1139.38484526991,1539.18610329284
"2786","2091JE",6032590.3784,243,2072.38911142013,554.903844175237
"2787","210",0,1,NA,10000
"2788","211",3299212.5992,263,3329.37010029382,3176.53191446589
"2789","21103",85962067.7299,7858,1859.16046334872,1236.2516768959
"2790","21105",64733.17,3,10000,10000
"2791","211D",7389,1,10000,10000
"2792","21203",76627148.4748,3769,2266.99498031376,1015.60808009955
"2793","21303",90046842.8359,8956,1204.33240861189,1731.54401007155
"2794","21451",618801682.826,32275,1199.6259667336,1101.73471134369
"2795","21452",563019.7324,41,6788.42745658961,5363.52040816327
"2796","21453",1077071.5396,58,8426.72174985409,6121.51715328815
"2797","21454",53294161.4601,3735,2362.12580153573,2657.32685096071
"2798","21504",105051542.6553,8505,1193.40554462864,1206.43432183044
"2799","21602",148411044.435,11913,1198.53350568164,1327.37133377757
"2800","21803",33225824.1217,1394,1508.36340382425,1058.3232249362
"2801","219",235757.4699,145,7253.8523566733,7877.25742271197
"2802","21J2",1527686.6801,254,3955.20169933455,4348.88814594465
"2803","21K1",8186,1,10000,10000
"2804","221D",37860.0096,4,8116.45366241616,6250
"2805","22A7",66156.2799,8,10000,10000
"2806","231D",3800,1,10000,10000
"2807","231E",2701083.4702,5420,5221.27395591676,7262.64873401047
"2808","2328",3464267.5626,223,4090.98939320257,3409.1242741237
"2809","2349",3490276.7198,193,4276.27846261403,4167.98114566679
"2810","24000",44714605.8119,896,5182.89037309255,4089.07482031475
"2811","2415",4147628.901,239,2888.5531815488,2026.57326349648
"2812","241D",0,10,NA,10000
"2813","242K",1490407.8696,2674,7063.42697030321,9109.59572965567
"2814","243226",855536025.7205,1996,1715.64330137587,1278.56098734182
"2815","243325",736144.4434,18,7129.04528175444,5056.68934240363
"2816","243406",14684.3401,3,3733.9658885098,3333.33333333333
"2817","243618",296735510.7639,501,2586.03262395105,2176.3909312353
"2818","243619",561934.9946,34,2045.45120972513,1026.76577501752
"2819","243620",1262420014.0152,806,8946.28648200845,1512.21804556942
"2820","243625",8030463.0562,159,6074.72123653173,5836.40442236821
"2821","244326",11330723.0146,267,2297.21827829255,1535.6260462694
"2822","246B",3257,1,10000,10000
"2823","248288",6462859.5324,104,5049.83585127091,3446.43728706241
"2824","24B",757412552.8015,802,4886.80320167665,3792.90941724077
"2825","24H8",83522029.0741,2380,2436.04247655932,1471.91960575807
"2826","256",2103724.5338,75,5015.42653661893,4394.53125
"2827","26050",6481070,98,3942.90179391707,2090.79550187422
"2828","261",55481530.5578,1451,2425.23227616074,1726.60674526079
"2829","26230",1060736566.5666,14550,1968.254591376,886.371262672267
"2830","26650",409789,5,4985.74062297697,4400
"2831","267",3742219.7897,67,8529.86509202658,5901.94633408919
"2832","27077",0,1,NA,10000
"2833","273FCC",267039879.2928,1402,1944.81707493923,720.129328343814
"2834","276",6642563.8285,459,3512.85844534198,3915.07120073644
"2835","281",20006712.3376,650,3904.43639697894,3706.53405157695
"2836","283213",4123231731.4684,29398,1342.56500626664,1631.68010276049
"2837","285X00",12642485.4683,31,7650.20038529189,6634.83796296296
"2838","29000",10528740793.0303,69460,2940.00619228888,4274.36385008676
"2839","295",10112933.923,510,4001.12949416334,3829.20228102666
"2840","29FTC1",193352873.8491,1622,1194.14203382297,702.133735003726
"2841","2B29",2010469.0971,143,4095.40518476791,1941.44246849409
"2842","2B46",2019843.9939,143,3339.93777568777,768.252726294684
"2843","2C31",35589928.7119,2123,4835.27758855059,4582.87534671537
"2844","2D37",18497512.7787,650,5496.00193584355,3491.13824458592
"2845","2NV",12584909.191,416,4918.46136085313,3339.42556513781
"2846","2S2",858726.0078,8,10000,10000
"2847","30000",515711441.709,14116,524.564639039521,253.098726702296
"2848","30020",24374373.4039,765,2420.25222393082,1324.08355272608
"2849","30103",143285928.1049,6380,1201.43001596136,1209.65042774522
"2850","30106",38153492.0336,864,5610.66877532892,3727.36074660488
"2851","30211",518560582.6589,12177,1291.5640081685,749.978384859118
"2852","30303",123703627.8124,5742,1368.76514854225,980.744972304498
