"","ContractingOfficeCode","obligatedAmount","numberOfContracts","avg_hh_index_obl","avg_hh_index_k"
"121","000DD",44728715.6001,267,5733.00121492573,5122.66035505424
"122","000DG",7486340984.8014,27991,1864.33525746622,1113.70678747343
"123","000DK",52962472.5587,426,6021.93850545191,4568.95941846405
"124","000DS",2301000,19,9862.24589100346,6759.25925925926
"125","000EA",2484738024.0083,26035,765.059975433665,387.423794616839
"126","000EG",113186.69,4,10000,7777.77777777778
"127","000FC",88088,8,10000,4062.5
"128","000FG",226164.1899,21,7062.25378188814,7341.26984126984
"129","000G1",517786930.7559,4699,1562.44215184604,1119.77966101393
"130","000G3",835302127.2607,1436,4737.78799014307,1775.58483995363
"131","000G5",211515071.8356,48,7730.29629339129,6274.60317460317
"132","000G6",2522768.1489,207,3315.98043754053,2065.03026834578
"133","000G7",55610436.7464,997,3469.66853473265,4309.80984435994
"134","000G8",669201658.9385,8905,2542.09726617839,668.232997001574
"135","000G9",16564171.2857,1768,2406.6790295562,1871.25237590106
"136","000GF",81263.68,9,3493.55528837508,3055.55555555555
"137","000NA",66647610.4889,936,3964.21429451748,2402.15284100895
"138","000PA",8463564209.4742,18414,1136.83267744646,751.887028899886
"139","000PB",335701.125,3,10000,7500
"140","000QA",320638161.7905,2526,5447.19323232383,906.391248614514
"141","000RA",881155464.7046,20688,902.236497785785,300.364608760541
"142","000SA",443482890.7692,3990,1971.05900165831,813.458356298546
"143","000SB",3539427214.3305,65355,609.191656644395,443.392373331393
"144","000SC",4334.8,2,10000,10000
"145","000SD",2831000,6,7458.16645478149,7222.22222222222
"146","000SE",34832916.5848,130,6508.39505825337,3533.86224178284
"147","000SP",141377684,151,5054.63803326994,3386.17221561633
"148","000ST",362876270.2585,794,3367.85202068609,1601.39560564945
"149","000WC",1330871300.8183,21554,1153.31842163873,348.364235125671
"150","000WF",24281.78,3,3360.07719890186,3333.33333333333
"151","000WS",419632.9,28,3916.24373612944,1096.9387755102
"152","000YA",6316361577.6522,16972,1731.27431866039,637.577109645903
"153","000YB",587189738.3353,5725,1565.84467333787,464.815820536473
"154","00100",15947995150.2766,4995,4494.19707440127,1531.09601485374
"155","00101",25493544.951,1498,3700.36168640643,2502.77270967078
"156","00102",341260816.4354,1096,4820.31798066495,1908.60127193085
"157","00103",254440.8298,25,6614.56838519083,5800.99173553719
"158","00104",2168032.7412,84,3895.33178131948,4122.54766103972
"159","00105",7758473,11,8622.02750366718,6560
"160","00107",252696.8808,42,2592.79732137325,1908.64724640852
"161","00109",39314000,493,2101.22603144863,2544.68166433262
"162","0010A",5144584520.7913,7147,2025.37167134895,1182.8421015733
"163","0010AS",648150.9522,37,4511.35961034505,3687.30864197531
"164","0010B",10911783821.7937,7699,3193.96802799524,3024.04114638405
"165","0010C",1946619898.0061,4790,1535.02433901219,761.861107232951
"166","0010D",851665726.9165,1509,2390.10608397587,1395.37493454599
"167","0010E",423179149.5137,12634,2013.79382540126,1548.79665710155
"168","0010ES",348897.5685,40,5999.14255354315,5857.98816568047
"169","0010F",8473591885.7144,3180,5714.92905095277,3160.4026937041
"170","0010G",405440677.3166,946,2138.65307035581,1568.46296335367
"171","0010H",46994902.1472,1215,1725.5358952285,1261.12610959431
"172","0010HS",12580935.2326,884,2186.66748525165,2176.4981975643
"173","0010K",10946182,12,9312.35585150241,6616.66666666667
"174","0010M",63128487.4336,925,2829.56620106071,936.611705538195
"175","0010R",712209.9375,1,10000,10000
"176","0010X",3425416425.1185,9405,2074.68312384511,1202.22471391141
"177","0010Z",655128272,5,10000,10000
"178","00110",23668331.4588,1075,3728.03123718135,2989.58567164363
"179","00111",2277243.8301,54,10000,10000
"180","00112",1161567.3102,74,4674.39111572261,5926.62483420059
"181","00113",4046917.7152,129,7484.92357115256,5722.81097053821
"182","00115",1689926.8865,150,2822.58968516559,1661.75750379047
"183","00116",25224002.0081,251,3456.96069091562,2184.83656923138
"184","00117",26000,1,10000,10000
"185","00118",2875591.3965,343,3212.77320201608,2538.63423704372
"186","00119",398802.7203,23,6031.23119843384,5084.44444444444
"187","00120",54438221.138,1275,2909.51594872305,1936.69387243338
"188","00121",625331.3799,21,10000,9200
"189","00122",6509048.3177,392,6182.01431541605,4102.35350645518
"190","00123",739995.4175,118,3301.38875462855,3028.72355322766
"191","00125",4761260.4205,578,3313.94563352181,1249.61811295788
"192","00126",27934578.2203,1624,6175.83277984822,4282.43924366596
"193","00127",40206568.3498,2045,4957.97039017758,2744.0938014994
"194","00128",1442547.0325,171,3435.65707606709,3123.11440063995
"195","00129",8004736.9409,971,4056.42113709857,4126.38873406606
"196","00130",50661502.1728,3520,1898.21701984567,1302.99590209939
"197","00131",4450755.1882,239,4267.62163291408,5589.83860268591
"198","00132",3618696.25,67,9726.59359621176,9288.88888888889
"199","00133",15225,9,10000,10000
"200","00134",30643.77,4,6795.96497598263,6666.66666666667
"201","00136",2818237.4671,365,2929.31141989673,2219.14006955395
"202","00137",27244,2,10000,10000
"203","00138",2300242.6483,289,1398.37014417376,849.546818251247
"204","00139",306545.1302,46,2959.81745139454,2672.72602337537
"205","00140",57874632.5003,3190,4280.50005193165,4365.32216217225
"206","00141",325455.1679,45,6749.61752231554,5830.18692478946
"207","00142",25758353.9724,606,8319.1475036372,8179.57888890593
"208","00145",49621243.8683,309,4844.91187035076,1872.45559535688
"209","00150",75033559.3756,3238,2327.14827382533,3371.39317427015
"210","00151",73500,24,9216.99291961683,9058.17174515235
"211","00152",11898048.2354,231,10000,10000
"212","00160",23943052.9629,754,3046.24531007299,2584.64698475526
"213","00161",605637306.5852,3899,3902.21436156554,2007.69184155526
"214","00163",6149072.7991,124,10000,10000
"215","00170",23426225.8788,879,4930.37330170198,3636.78342482119
"216","00171",5763831,85,10000,10000
"217","00175",0,1,NA,10000
"218","00180",18683796.9038,856,6878.48802703761,5525.14449931386
"219","00181",3539957.9127,46,10000,10000
"220","00190",56855778.8007,1802,4710.63811757792,3238.32725754563
"221","00191",10190,4,10000,10000
"222","00192",9505158.4013,147,10000,10000
"223","00200",61001139682.7214,110520,3512.99279885813,644.438318634515
"224","00200S",150456480.9853,1669,4950.4767839462,3287.78118601127
"225","00205",6191114.6191,23,8014.9381258587,5748.29931972789
"226","00211",142188564.0292,2674,1893.77404580546,1512.40303360031
"227","00212",110468926.6395,5704,989.760283873145,548.228218674011
"228","00213",296268395.379,746,4957.84310718515,5822.43756664018
"229","00214",33458493.8611,2310,763.00374975046,429.341991539699
"230","00220",6216828.3201,1115,9075.62486568112,6520.39497324052
"231","00221",26982.6699,5,8333.34103189003,8750
"232","00222",179502935.8601,4375,4440.86859021054,2789.33333967357
"233","00223",8884920449.5814,55334,742.636726150808,437.406771424784
"234","00226",7503495.5583,73,7366.18764620751,7497
"235","00230",66698087.4159,285,6194.01951944776,3861.58007116645
"236","00231",136763424.6588,163,6146.26836581463,4866.03531115912
"237","00232",460800995.1241,616,4256.37893900674,3159.50778982651
"238","00233",3376329196.9323,8916,2501.15187117246,2156.61560821372
"239","00234",13821620.218,30,8102.92117287061,5938.20861678005
"240","00235",194833318.5469,1962,3942.06932245619,1867.71464364168
"241","00236",428463558.8158,1910,3084.99228189223,1487.54562694512
"242","00239",179421996.4096,6010,3181.87855738155,2632.64801223839
"243","00240",68748802.942,288,5567.83225393425,3668.93716114949
"244","00240C",133343301.8486,617,4373.14015852213,2458.85598157754
"245","00240E",135375251.2132,676,3765.01496661218,1706.14461276906
"246","00240S",386.65,1,10000,10000
"247","00240W",90840684.4777,779,3854.50804711383,3151.64059080567
"248","00241",3485149873.1955,71373,1293.61416019637,1031.87022295252
"249","00241P",18000,9,10000,7500
"250","00241S",54789.7998,6,7510.7922636987,7500
"251","00242",2768810021.0761,53525,589.887117257671,560.619744259174
"252","00242P",43815952.8099,3930,5178.71782377411,5013.37406010623
"253","00242S",178826040.83,67140,1524.39755721296,2203.69584422809
"254","00243",3753134098.3941,35922,1025.20340634352,877.871083629715
"255","00243F",-17866.0391,1,NA,10000
"256","00243P",62529008.5222,24859,4677.62012254418,4703.07745570313
"257","00243S",366670447.1883,123375,2488.54968014749,4412.00170422911
"258","00244",1464102921.5151,25217,2499.06955467615,1249.14304196195
"259","00244S",17750,1,10000,10000
"260","00245",1569056448.0535,46078,2441.15243911515,1123.08575267474
"261","00245S",95366.6507,9,3796.39402869713,2777.77777777778
"262","00246",6152816297.8113,94508,1415.61467051377,1018.56245512538
"263","00246P",1871241.5176,43,8281.84335021096,8209.375
"264","00246S",1651584.1983,57,5301.46007033714,3189.34240362812
"265","00247",4308958367.3813,51207,587.03587943054,633.665390778665
"266","00247F",19853.5703,6,10000,7777.77777777778
"267","00247P",27775104.9144,2558,5770.89575289034,5830.74395415651
"268","00248",3467091033.9669,54323,2287.80086828561,1571.56076504373
"269","00249",1082745582.8944,11746,2950.90785105792,2710.50236140691
"270","00249P",8835757.4753,155,7397.96297412438,5376.430664093
"271","00249S",137510.4497,15,2335.34998474843,1869.8347107438
"272","0024B",400297713.9629,592,4737.38189242059,4519.93690930283
"273","00250",3061650015.9242,21679,1947.82042585581,1644.31294893607
"274","00250P",54472503.0516,4358,5036.76318119183,7524.1766600463
"275","00250S",11459.1201,1,10000,10000
"276","00251",549435687.6982,470,6776.59437028493,2462.42155303411
"277","00251S",33906.9209,4,10000,10000
"278","00253",227896,6,10000,8518.51851851852
"279","00254",236132427.0594,7464,1045.34908764845,452.062044909519
"280","00255",3991006262.209,38923,972.765182916258,565.378654236816
"281","00255P",147878559.4491,33625,4647.32014540531,5011.62429212317
"282","00255S",409484385.3409,177567,2643.68509498283,3199.64414025945
"283","00256",2133178953.8735,14353,4154.19483858961,2381.53191044958
"284","00256P",271327051.3865,15725,3747.05216693087,4610.10100928613
"285","00257",1509193772.4144,14094,2372.12363492957,1010.36835840283
"286","00257P",171680088.2869,10867,4132.41014030342,4662.29946590153
"287","00257S",48806.9902,5,5583.19169554339,4400
"288","00258",1850761016.3625,28860,1313.79770651733,1850.3490158368
"289","00258F",30257,1,10000,10000
"290","00258P",-6730.8301,1,NA,10000
"291","00258S",94782.6997,12,1648.83181040682,2083.33333333333
"292","00259",1836380802.9823,25717,1466.94036522762,1224.62930277884
"293","00259P",58428849.9188,6035,6565.65832320275,7419.08908646278
"294","00259S",18690,2,6515.59146572402,5000
"295","00260",3567559693.3357,45827,1778.35213937583,1407.39295335408
"296","00260P",125842380.3025,8049,4297.28188910344,5847.99711916594
"297","00261",16314417185.8815,65393,1593.31544679243,367.921786917097
"298","00261P",166217209.6361,11616,3998.82698060901,4089.72857015083
"299","00262",5808266338.0261,52892,717.496054510119,511.867104309867
"300","00262P",280939575.4885,28873,4453.74963328094,4612.16545432248
"301","00262S",313836278.0435,79176,2159.78496600644,4663.97703689984
"302","00263",6157853211.2615,82770,1002.76023358269,1121.37794742482
"303","00263P",26297502.218,230,4158.07307410895,5141.35618331422
"304","00264",198764185.687,1342,3669.45567966825,2550.32559082162
"305","00265",312726188.2965,2210,4368.6479784306,1975.1963372031
"306","00266",4194541647.2473,3270,8082.64114743647,5936.43978199357
"307","00267",1230688860.5461,7182,2885.62179827219,1630.38925975525
"308","00268",5276581632.2637,15897,2604.07293305922,939.913964770715
"309","00269",1422932866.7588,20565,1527.16956046871,2248.45479553161
"310","00270",656853822.8588,501,5219.20489019309,4741.13766018358
"311","00271",3983453702.3789,15578,2684.31282339935,1314.80625221014
"312","00272",8090159104.846,25500,2477.05762202472,807.160977435801
"313","00273",1873918580.7429,11890,2439.60635421023,762.296471506167
"314","00274",19610842.8363,986,2324.62358771027,2085.03144383455
"315","00275",2609110599.0689,11042,3155.86745818966,2093.21921354834
"316","00276",6328124555.5787,20668,1288.32675451445,708.473175235182
"317","00277",540790997,379,5419.2214614001,4040.75265259345
"318","00278",308605763.9032,2116,2238.39666944062,2179.04816438982
"319","00280",782317808.9247,874,3689.90772886081,3369.14180887685
"320","00281",149711848.7095,1442,2423.02628652287,1811.14455785169
"321","00282",710658381.5163,2629,5169.98523534661,2694.5984742755
"322","00283",2567663220.66,1444,5192.78071919885,3132.32664024346
"323","00284",93391207.3088,1211,5987.00848004425,5435.32623578604
"324","00285",52435286.4685,1953,2199.8799593748,1386.05785373617
"325","00290",2757229304.0911,4771,2475.90847959906,3538.67215582578
"326","00291",555456253.5904,378,8254.18179607221,6341.62302960103
"327","00292",6343725057.3861,21953,2400.26007688543,2137.08531647128
"328","00295",7324360.5567,201,7688.12217935812,8139.87179560908
"329","002NV",2815999.4612,36,4768.51894932686,4245.86776859504
"330","002S2",6729370.0813,74,7196.90763430506,7731.40138408304
"331","00301",40924914.5863,1366,2166.81856661603,1443.27976162369
"332","00302",96836339.0675,2260,3130.2251658501,1306.41374089018
"333","00303",5271744.8114,274,3013.8809592628,2946.39926854932
"334","00304",18554477.0865,642,2140.55693382348,1530.17348550615
"335","00305",2327075.3921,200,1863.62562732112,1501.35728462288
"336","00306",7615918.5011,311,4312.97730477463,4006.37512211703
"337","00307",250931842.281,15338,5530.32582863907,6554.69443922156
"338","00308",5024265.6729,162,4026.14233797276,2439.86791416314
"339","00309",9889294.8515,251,4543.09525032011,3844.81564522561
"340","00310",17519654.0657,419,5183.0475587136,5118.00196423567
"341","00311",105115888.5789,5414,1227.56878691914,1447.28459961281
"342","00312",4977344.199,357,2474.13595276856,1981.90378163898
"343","00313",369007.1727,26,2557.74887103657,1836.36363636364
"344","00314",96698.2807,16,4482.62573010087,5061.72839506173
"345","00315",5544685.735,20,8886.02342000816,8166.66666666667
"346","00316",1071134767.772,1625,8383.28316453956,8005.10870002736
"347","00317",29768377.2234,1160,3752.48987051547,3219.95332463179
"348","00319",11326689.1577,275,2706.79634801328,1326.53310479478
"349","00325",1417000,32,8193.21453279782,8064.51612903226
"350","00342",1e+05,1,10000,10000
"351","00343",22659948.7104,716,4213.6754670107,2513.37349984947
"352","00345",4032000,126,2048.35802688839,1618.83386609312
"353","00350",2907151.7113,23,7195.45779069617,7551.02040816326
"354","00351",6488069.273,86,5979.11590938896,4379.95846597943
"355","00355",4657153.8401,118,2927.20586975954,3111.88642913649
"356","00356",2199000,64,2394.94513486108,1622.17196083434
"357","00358",4647562.8781,267,4421.21735483427,3828.47058220666
"358","00358S",2189336.9789,248,6055.61182930985,4467.3713212497
"359","00370",6434673.3984,4,7968.91917222497,8333.33333333333
"360","00380",7953950.8281,4,10000,10000
"361","00385",12476973.04,425,4046.3730923191,4413.65799558801
"362","00398",7529449.99,136,6103.41654261182,4091.18518518519
"363","003H6",8947325.3701,137,2502.74466579452,4269.589522863
"364","003J1",5857752.9408,175,6111.63523437434,6171.57348007748
"365","003K0",934000,30,3794.94160338845,1774.94318298151
"366","003R6",10549973.3602,258,5760.57155197408,5601.01718500822
"367","00402",211295550.3638,1883,3500.23320549255,2076.56564142328
"368","00402P",9795189.0811,2005,4232.84289889187,5739.9151261385
"369","00402S",20479365.1732,8198,1862.50159375554,3536.98334602701
"370","00405",178865476.9439,2053,2683.94541552143,1083.60245095072
"371","00405P",5833913.0253,4933,6177.79092835373,6826.49266394094
"372","00405S",30874540.3586,14913,2429.4971575033,3922.36427714273
"373","00415",86000,2,5327.20389399676,5000
"374","00436",142606428.3899,2818,3571.36269232303,2943.13827891068
"375","00436P",14959990.4358,3792,6746.76911972557,6557.44814983692
"376","00436S",35200932.9532,16527,3384.14082700362,3815.38939022203
"377","00437",440487278.4367,6744,1646.83824301848,1440.50199511998
"378","00437P",2771008.0871,2259,8163.21395416359,8101.96921217813
"379","00437S",35767003.1142,13665,1658.66559019307,3949.12046882964
"380","00438",303712166.2037,5906,1260.33003373512,1315.89059693181
"381","00438P",6569287.6806,4947,7633.5835274429,7605.17934571166
"382","00438S",30845387.9027,13374,1731.83455449895,3291.81335235484
"383","00442",137446145.4594,2574,2378.66443837413,1968.25018611566
"384","00442P",6450778.7052,2183,6932.40264174019,5571.25462355571
"385","00442S",16812128.7887,5633,2203.90246567251,3401.60081890158
"386","00449",606000,1,10000,10000
"387","00452",1501000,39,1565.39211478379,1295.20052596976
"388","00455",71067.5899,6,4351.16949201329,3333.33333333333
"389","00459",44243342.6124,737,4556.17041102148,3494.63711957257
"390","00459P",5702581.6077,2430,5302.04933807887,3629.96200855578
"391","00459S",22357144.4365,7145,2125.09801313801,2741.61446769046
"392","00460",292185060.5089,3931,1536.15724639485,671.662294908565
"393","00460P",3611427.0498,4915,5009.62658410101,4544.6138352309
"394","00460S",32420418.9779,12526,3331.72227465513,5160.68888107913
"395","00462",575874,10,4875.77083297228,3200
"396","00463",66191629.3821,681,4810.537517509,4064.35638941851
"397","00463P",2569068.7476,515,6195.08659283066,4928.30497099519
"398","00463S",20745106.8589,6132,1889.6883704613,2345.29277665876
"399","00467",1313158.3701,44,6377.3196688345,6111.88191313061
"400","0046W",13784000,216,1146.98315541272,982.084371785062
"401","004GG",4405000,57,3314.3397919682,4113.33917744174
"402","004H1",25955273,629,6072.27929713712,6769.42848302192
"403","004KK",8100890.4004,234,5544.65870747031,6203.40729873996
"404","004M3",14245909.5616,381,5647.65986673696,3567.98544773829
"405","004N0",3737683.349,111,6484.52360012539,5666.59416763018
"406","004N7",9740000,158,3756.12726233673,5257.63939615291
"407","004P5",12829000,559,6832.23049223908,8230.8642154306
"408","004R3",4628553.8,279,5630.99566884589,7970.02574254062
"409","004R4",14524908.77,177,6500.546496661,5920.82078214749
"410","004T0",5606279,104,2366.74614106372,4239.42933119069
"411","004T1",19982000,404,5396.09121477305,4869.64957264957
"412","004U3",10032389,209,4256.39581383682,8191.79509045199
"413","00500",45026135071.1972,19395,1055.7969896793,663.438698913607
"414","00501",455077411.0804,6360,3052.24262445443,2231.6112277238
"415","00501P",30985753.3742,1874,4952.14030505416,4814.18226873841
"416","00501S",119099860.4105,30664,3533.26050975282,5699.6834550894
"417","00502",220687566.7946,3966,2906.99512763604,1906.35349133565
"418","00502P",4276003.4254,3184,7030.10360698751,7420.61160942242
"419","00502S",40811275.4879,17914,2030.13472015365,4295.75347668575
"420","00503",241611326.7788,3974,1771.34078553576,675.318408529456
"421","00503P",3759854.4211,604,6483.21411098988,5996.4046744276
"422","00503S",4943947.8959,4572,2973.09192969242,3038.35000003353
"423","00504",229385629.4676,2839,1466.03279609508,854.052856038237
"424","00504P",11772767.589,993,5329.78683555238,4455.94375511589
"425","00504S",44228221.0311,12600,1723.62102018416,3485.21280507859
"426","00506",833038564.2991,15600,968.456377139666,599.290187344673
"427","00506P",39539962.0465,3974,4544.74483576505,4972.97114032933
"428","00506S",72334985.3339,25840,2112.4650063349,3990.04747620727
"429","00508",337523893.7472,5517,2338.93500159564,2108.52618174851
"430","00508P",34530107.2001,11098,3840.77988115739,4171.71778890599
"431","00508S",79037686.7949,22996,2175.14319805026,4278.66304034499
"432","00509",283814110.5816,7924,2139.12965292767,2003.8879671801
"433","00509P",22635504.7351,2915,5781.17823352902,5477.34032037778
"434","00509S",79246213.2449,23669,1682.92228582122,2450.4445580293
"435","00512",1199218944.5715,15602,700.211682751859,466.041073124621
"436","00512P",57776575.4837,4416,6176.55942076635,6881.50175239879
"437","00512S",81508366.3562,28506,1857.63965259866,3334.7508800256
"438","00514",532209.4081,9,8066.44719916142,6651.85185185185
"439","00515",366629677.9193,7042,1078.32235496371,490.846308297979
"440","00515P",8889138.2876,1212,4452.40437938712,4774.50122647444
"441","00515S",24442422.5211,11917,1775.79907124745,4888.81759829726
"442","00516",670373121.0585,11225,2192.33146390325,2049.7838390601
"443","00516P",22690433.767,7161,7717.27663578683,7629.24729166891
"444","00516S",137126757.9554,48984,1638.34423733245,3688.13373572089
"445","00517",41849337.1025,981,5136.15054689189,4433.80749859249
"446","00517P",4247494.1511,395,7573.10555952642,5743.85956720917
"447","00517S",12922847.7721,10851,2807.94941447138,3813.71074358358
"448","00518",196813459.7842,2757,1735.50867107447,1326.2051997784
"449","00518P",1529495.4448,275,6536.76224475332,5544.38268775274
"450","00518S",15380824.8958,3579,2896.52182532857,4713.10459133292
"451","00519",130760588.5142,1676,1471.14215641734,789.865443582888
"452","00519P",6050334.4221,505,6482.54660021033,5043.14549897704
"453","00519S",10848667.2068,5073,2070.85273101941,2708.52519556733
