"","Fiscal_year","ContractingOfficeCode","obligatedAmount","numberOfContracts","office_naics_hhi_obl","office_naics_hhi_k"
"6292",2003,"3A94",20673681.7422,236,1526.73452981178,3388.75323182993
"6293",2003,"3B19",1104398,6,3801.75770038086,3888.88888888889
"6294",2003,"3D47",6725613,22,4565.78007418862,3719.00826446281
"6295",2003,"3H6",207332.0898,10,5893.22797038029,4200
"6296",2003,"3J1",181508.3799,5,4405.89069385158,4400
"6297",2003,"3J14",314941493,432,5743.4800695426,6286.11539780521
"6298",2003,"3J15",195532878.2031,417,10000,9952.15338520551
"6299",2003,"3J16",378221120,776,4068.94302018672,5203.76102667659
"6300",2003,"3J19",3364917,25,4024.97442693288,1072
"6301",2003,"3JL0",624452,15,1429.51501951819,1022.22222222222
"6302",2003,"3K0",381325.6895,7,5132.80152228848,3877.55102040816
"6303",2003,"3K06",55481996.2212,302,1645.95849832666,481.557826411122
"6304",2003,"3K15",120772564.3086,204,4919.00221092862,3598.1353325644
"6305",2003,"3K45",783986.4595,23,4229.30774092396,2400.7561436673
"6306",2003,"3K47",6289827.0602,88,551.469380518941,413.223140495868
"6307",2003,"3K84",722645,20,6154.22100394708,5200
"6308",2003,"3R6",435065.7741,13,2624.44142042669,1597.63313609467
"6309",2003,"40000",16863268.0503,371,543.388636939735,352.729201328093
"6310",2003,"40020",22836752,56,6410.07061431145,2602.04081632653
"6311",2003,"40105",1989845,25,1907.55310554073,1648
"6312",2003,"40201",1616762.8672,19,2221.2710040742,1357.34072022161
"6313",2003,"40303",541888,8,3785.84223439355,4062.5
"6314",2003,"40603",101375,1,10000,10000
"6315",2003,"40604",739931,15,2851.60886068361,2000
"6316",2003,"40606",34000,1,10000,10000
"6317",2003,"40703",32424,2,10000,10000
"6318",2003,"40804",420268,18,2121.977928004,2592.59259259259
"6319",2003,"40904",1142232,27,1558.78116928847,1248.2853223594
"6320",2003,"41003",1277080.3901,22,2875.31681257685,785.123966942149
"6321",2003,"4101",25168,2,10000,10000
"6322",2003,"41103",4495563,21,2894.70361322947,1065.75963718821
"6323",2003,"41207",5382132.1523,32,3577.31165289842,898.4375
"6324",2003,"41302",150075,2,5945.90399841447,5000
"6325",2003,"41407",21010480.832,48,6965.95267230323,659.722222222222
"6326",2003,"4146",1800840,23,3125.28001401853,1531.19092627599
"6327",2003,"41502",116394,3,3938.7528022903,3333.33333333333
"6328",2003,"41601",724309,14,1465.39231269578,1122.44897959184
"6329",2003,"41702",8383696,22,7420.21808014235,785.123966942149
"6330",2003,"41804",1905078,42,2069.81715406904,691.609977324263
"6331",2003,"4216",438863,28,1671.53949583424,816.326530612245
"6332",2003,"421E",94000,86,10000,10000
"6333",2003,"4232",602133,21,7037.48150328337,3968.25396825397
"6334",2003,"4283",8214525.4131,67,3208.95872757297,857.652038315883
"6335",2003,"4310",1225957,20,6777.45898948855,2950
"6336",2003,"435H",1922466,50,2814.13782461127,1040
"6337",2003,"4384",3422869,69,1443.44140217441,1052.29993698803
"6338",2003,"4389",35000,1,10000,10000
"6339",2003,"43YK",1126903,33,4170.86723175058,2874.19651056015
"6340",2003,"43ZP",30285436.3546,376,1604.81373867462,1540.99705749208
"6341",2003,"4423",4139865,30,6771.42671956801,4755.55555555556
"6342",2003,"4431",6173812,82,2534.53807443742,1945.27067221892
"6343",2003,"4463",587478,22,2816.97574857672,1528.92561983471
"6344",2003,"447U",25083486.2227,468,1780.30910317609,1999.50690335306
"6345",2003,"44U9",169294,4,3703.1761922791,3750
"6346",2003,"453B",48614,5,10000,10000
"6347",2003,"4568",11365411,274,1231.13530649485,2134.63690127338
"6348",2003,"45ZE",402625.6903,115,1226.59278405281,413.610586011342
"6349",2003,"4604",243310,30,2563.90139958702,2644.44444444444
"6350",2003,"4639",1142888,30,4133.78963631486,3666.66666666667
"6351",2003,"4670",43400,4,5115.63210091529,6250
"6352",2003,"46W",18646,1,10000,10000
"6353",2003,"4740",419633,4,8752.68671803182,6250
"6354",2003,"4741",1079125,4,10000,10000
"6355",2003,"4756",2817426,22,4465.0478374108,2107.43801652893
"6356",2003,"4GG",1289619.2807,16,3271.16325328631,3593.75
"6357",2003,"4H1",7020350.6876,18,5816.44139858012,5000
"6358",2003,"4KK",148361,7,10000,5102.04081632653
"6359",2003,"4M3",583141,12,3718.57846258697,2638.88888888889
"6360",2003,"4N0",538224.9114,17,3589.18242806599,4394.46366782007
"6361",2003,"4N7",59000,1,10000,10000
"6362",2003,"4P5",382330.7587,14,2739.99462243939,1428.57142857143
"6363",2003,"4R3",81091,1,10000,10000
"6364",2003,"4R4",1196439.8398,8,8331.67989036792,2187.5
"6365",2003,"4T0",726992.3999,3,5705.05718382684,5555.55555555555
"6366",2003,"4U3",362038.789,18,6868.90914707882,4382.71604938272
"6367",2003,"50000",36088070.1204,448,852.225830807168,625.099649234694
"6368",2003,"50020",2621379,12,7812.55348782662,2916.66666666667
"6369",2003,"50102",304296,9,2225.97415655343,1851.85185185185
"6370",2003,"50211",20065791.2798,65,5000.27239106151,433.136094674556
"6371",2003,"50302",1979963,43,1659.24873762989,546.241211465657
"6372",2003,"50401",1457867,23,3119.68413203134,775.047258979206
"6373",2003,"50507",10073581,80,3262.22970238208,3909.375
"6374",2003,"50640",44370127.4566,282,1434.09060453678,4153.71460188119
"6375",2003,"50703",2706144,25,1297.30478454656,528
"6376",2003,"50802",2149208,16,2616.50890204759,1406.25
"6377",2003,"50907",14624438.664,73,3223.23929198394,677.425408144117
"6378",2003,"51002",3660510,30,3424.95138099933,600
"6379",2003,"5114",7121294.17,151,1068.53960840196,978.465856760668
"6380",2003,"51200",2323881,41,4221.38868553642,1231.40987507436
"6381",2003,"51306",1409395,27,1019.05174609708,781.893004115226
"6382",2003,"51400",827191,19,1228.3013704809,969.529085872576
"6383",2003,"51402",2551557,21,2285.18268080656,2607.70975056689
"6384",2003,"51502",2260123.6797,21,1923.33015631834,884.353741496599
"6385",2003,"51603",9443756,30,6153.53967178815,2200
"6386",2003,"5164",167492,20,3453.10099637948,2350
"6387",2003,"51705",1251051,10,2456.77293531432,1200
"6388",2003,"51803",3124384,25,1461.85774644153,784
"6389",2003,"51806",105000,1,10000,10000
"6390",2003,"51904",3660603,20,3709.18456871347,1000
"6391",2003,"51A8",1016703,29,1409.37869146716,630.202140309156
"6392",2003,"51LA",676103,14,7730.65056453843,7448.97959183673
"6393",2003,"5241",155943,3,5151.30098990087,5555.55555555555
"6394",2003,"52800",3034564,53,812.159454745439,509.077963688145
"6395",2003,"52B1",300094.1992,10,5164.56589578994,1800
"6396",2003,"52KY",28657,3,5783.36546418672,3333.33333333333
"6397",2003,"531A",4675743,44,2104.63708676982,1291.32231404959
"6398",2003,"53200",1084871,25,1147.11421191174,784
"6399",2003,"540",1087.3101,1,10000,10000
"6400",2003,"54600",1033828,16,3472.73724813073,937.5
"6401",2003,"54A4",55212,4,10000,10000
"6402",2003,"54A7",425000,1,10000,10000
"6403",2003,"55300",59826,7,4814.91801994402,3061.22448979592
"6404",2003,"55700",1128210,17,3595.20072171161,1072.66435986159
"6405",2003,"55N9",448121,16,7112.12430650398,5781.25
"6406",2003,"5670",31190,7,5773.79938510475,5918.36734693878
"6407",2003,"5680",3477829,42,1131.11771566109,1179.13832199546
"6408",2003,"569R",6888459,66,1889.63754812923,1134.06795224977
"6409",2003,"56A1",12104946.2308,443,1213.71983213715,4656.27850332995
"6410",2003,"5D21",699095,5,10000,10000
"6411",2003,"5E34",143492,7,5090.37933325231,7551.02040816326
"6412",2003,"5F48",1325800,14,3292.69051692826,3571.42857142857
"6413",2003,"5G1",48999,4,10000,10000
"6414",2003,"5G2",156100,3,6507.04368698755,5555.55555555555
"6415",2003,"5GG",499625.25,4,7185.96736115791,5000
"6416",2003,"5H7",0,1,NA,10000
"6417",2003,"5K3",242370.4004,12,5671.39941143414,2500
"6418",2003,"5M6",210506,4,6281.9266830372,2500
"6419",2003,"60000",17906507.8587,223,2304.42081835757,744.233746908243
"6420",2003,"60020",2859433,2,10000,10000
"6421",2003,"60206",3018026.2969,54,1637.71298636134,1838.13443072702
"6422",2003,"60300",40101513,159,2441.25732601465,517.780151101618
"6423",2003,"60305",64545,2,5084.38221629959,5000
"6424",2003,"60400",8230,2,6541.71015857877,5000
"6425",2003,"60605",2358889.4805,42,1377.54829990754,1235.82766439909
"6426",2003,"60611",8327504,58,1471.48174120159,612.366230677765
"6427",2003,"60803",2012241.6719,39,2296.85540461802,1439.84220907298
"6428",2003,"60902",244250.2901,9,2917.35756934217,1604.93827160494
"6429",2003,"61005",3217236.832,36,2231.07854967858,2206.79012345679
"6430",2003,"61105",1224149,11,2762.13604158816,1570.2479338843
"6431",2003,"61203",3333002.9981,40,1386.41807736998,575
"6432",2003,"6125",1987010,70,1232.06939035265,877.551020408163
"6433",2003,"61403",6665918,49,4448.34397981716,1978.3423573511
"6434",2003,"61503",2244859,24,5853.75324996137,6354.16666666667
"6435",2003,"61600",3659915,59,3053.88220678233,1146.22234989945
"6436",2003,"61603",9959265.8999,72,1639.36450553804,389.660493827161
"6437",2003,"61702",387621,15,2004.26121889571,2266.66666666667
"6438",2003,"61704",4761620.1172,46,5567.89572837514,727.788279773157
"6439",2003,"61804",220330,3,3758.43780571762,3333.33333333333
"6440",2003,"61KZ",4275,1,10000,10000
"6441",2003,"6215",898598,6,10000,10000
"6442",2003,"63000",2141689,66,982.300455712517,413.223140495868
"6443",2003,"63100",1630918,11,5167.45661312788,3057.85123966942
"6444",2003,"6392",271070.2462,1,10000,10000
"6445",2003,"6395",127196831.2384,966,393.398701860267,175.533351336754
"6446",2003,"63A9",6615641.1797,51,2418.01873420034,1626.29757785467
"6447",2003,"63PX",1920665,69,1066.84542354125,1451.37576139466
"6448",2003,"6424",5876202.4707,35,7961.03540266224,5934.69387755102
"6449",2003,"645S",17071203,106,1099.95139772283,526.87789248843
"6450",2003,"64KX",59034629,77,3871.81441233274,1030.5279136448
"6451",2003,"64PP",583059,10,2839.98144459081,2400
"6452",2003,"64WC",273530,4,5098.66803724096,3750
"6453",2003,"6526",302200,3,10000,10000
"6454",2003,"65T0",1113579,32,2059.9043321616,898.4375
"6455",2003,"66003",5442015,9,5591.95491393023,1358.02469135802
"6456",2003,"66030",153134512.623,167,6628.76707059415,337.409014306716
"6457",2003,"6612",459767,18,3966.85930791314,1790.12345679012
"6458",2003,"6613",19422,9,2261.50654544489,1851.85185185185
"6459",2003,"6633",250000,3,10000,10000
"6460",2003,"6658",134680,3,6250.59407116134,5555.55555555555
"6461",2003,"6740",236400,1,10000,10000
"6462",2003,"67T0",7582470.84,116,1533.92642701977,1936.68252080856
"6463",2003,"67TO",713187.001,13,4591.75732497033,2189.34911242604
"6464",2003,"68200",547916,8,7602.06119272971,3125
"6465",2003,"70000",536440319.2492,892,3211.57378951282,1550.02614168795
"6466",2003,"7103",669179,15,10000,10000
"6467",2003,"71300",183682,2,7440.12440878049,5000
"6468",2003,"71400",510669,7,3405.06967354777,2653.0612244898
"6469",2003,"71500",1954589,19,1682.32612252718,1024.93074792244
"6470",2003,"71700",368458,7,2173.41923714465,1836.73469387755
"6471",2003,"719U",114555.5596,9,4711.57326867044,1851.85185185185
"6472",2003,"71JR",9976,1,10000,10000
"6473",2003,"72000",2345959325.2686,1171,3068.37511142689,1847.91003186165
"6474",2003,"7217",15602653,25,9856.39047900308,7824
"6475",2003,"7245",12707284.897,121,956.962303671371,831.227375179291
"6476",2003,"73500",1321444,16,1919.59640179143,1640.625
"6477",2003,"7399",14578,2,5046.642242455,5000
"6478",2003,"7442",4487120.5977,23,4042.71812709399,3686.20037807183
"6479",2003,"744L",640874,65,2412.51312723005,2728.99408284024
"6480",2003,"7482",4136,7,10000,10000
"6481",2003,"75100",126288,3,4480.47628900378,3333.33333333333
"6482",2003,"7512",7186209,57,3085.83554007521,3899.66143428747
"6483",2003,"75800",8174,1,10000,10000
"6484",2003,"7A12",387488,5,3256.92134173224,2800
"6485",2003,"7B31",424339,7,3455.05260873732,3877.55102040816
"6486",2003,"7C04",279225,12,2012.08582537197,1805.55555555556
"6487",2003,"7D15",166322.5,7,2711.50375099955,1836.73469387755
"6488",2003,"7D28",581242,40,3789.62006684248,2037.5
"6489",2003,"7D55",680,1,10000,10000
"6490",2003,"7D79",148305,25,2109.12228947249,2640
"6491",2003,"7DH3",56580,6,5044.97233683204,5555.55555555555
"6492",2003,"7MN1",2553514,58,2110.30990851905,2324.61355529132
"6493",2003,"80000",7211182.5987,113,2234.05085422782,785.496123423917
"6494",2003,"80021",442194,7,2837.02304775293,1836.73469387755
"6495",2003,"80121",1286131,7,3382.99543386058,1836.73469387755
"6496",2003,"80500",10710330,161,790.201934021506,1154.66224296902
"6497",2003,"80800",2369567,42,1469.27850176058,975.056689342404
"6498",2003,"81200",1078416,11,3358.87539499743,1404.95867768595
"6499",2003,"81300",1810303,18,2557.37489660599,2530.86419753086
"6500",2003,"81400",17296662,159,1151.50686568892,409.39836240655
"6501",2003,"8156",49967,9,10000,2592.59259259259
"6502",2003,"8167",10500,6,10000,3333.33333333333
"6503",2003,"8173",4322553.7355,67,1361.94853645738,928.937402539541
"6504",2003,"8180",0,6,NA,2777.77777777778
"6505",2003,"8191",59316,22,8602.96250408613,1818.18181818182
"6506",2003,"8197",6220804.8269,53,1811.31291068791,843.7166251335
"6507",2003,"82100",239769,4,10000,10000
"6508",2003,"82120",2548238,42,5279.41605623948,5873.01587301587
"6509",2003,"82AK",238688,3,4932.33883599821,3333.33333333333
"6510",2003,"82BH",5536255.25,44,4037.04285374967,1570.2479338843
"6511",2003,"82CS",3374550,28,3389.52238091534,1989.79591836735
"6512",2003,"82D7",413740,9,3519.39904405487,6296.2962962963
"6513",2003,"82FT",9268284.255,236,1185.68933408199,1388.2505027291
"6514",2003,"82HW",8960534,114,986.898522055002,774.08433364112
"6515",2003,"82MK",820211,21,1730.64249501947,1337.86848072562
"6516",2003,"82PF",2395281,8,5658.92177097927,2500
"6517",2003,"82TS",66231956,92,3116.20634232872,1812.38185255199
"6518",2003,"82X9",36354117.6664,553,625.647388817295,1044.73707444843
"6519",2003,"82Y9",1134200,7,3330.42806967771,1836.73469387755
"6520",2003,"83600",9734983,69,1598.26824345404,817.055240495694
"6521",2003,"8371",14130872.9885,571,1075.41388050745,2407.1512478492
"6522",2003,"8379",1995756,20,3804.52910029845,1350
"6523",2003,"8399",4050513,58,2026.29271152132,3311.5338882283
"6524",2003,"83A7",1514644,21,1738.69556665622,1519.27437641723
"6525",2003,"83D5",7993479.1484,86,917.445218446526,319.091400757166
"6526",2003,"83LO",131368,15,1678.52237367321,755.555555555556
"6527",2003,"84000",274770,7,5395.94495804161,2653.0612244898
"6528",2003,"8417",319411,13,5510.48388449727,2307.69230769231
"6529",2003,"8429",294000,13,10000,10000
"6530",2003,"8447",6715741,28,10000,10000
"6531",2003,"8462",564122,16,2269.30710853511,1953.125
"6532",2003,"8472",327581,22,1928.7202968621,1487.60330578512
"6533",2003,"84800",1109550,16,3410.8841234277,1953.125
"6534",2003,"8486",121245,1,10000,10000
"6535",2003,"8490",37914,3,7370.56277396702,5555.55555555555
"6536",2003,"8499",887798,51,2093.45999967061,1287.9661668589
"6537",2003,"84M8",14039182.1597,485,2547.01156907014,3702.62514613668
"6538",2003,"84N8",14766956.1299,187,1032.54285774857,645.428808373131
"6539",2003,"8508",40427,2,5196.92486652838,5000
"6540",2003,"8520",130485,5,5392.24037097508,5200
"6541",2003,"85300",2619872,77,884.036920623674,753.921403272053
"6542",2003,"8538",1343683,15,2003.86525639366,1288.88888888889
"6543",2003,"8544",1268840,11,3180.63066119631,1900.82644628099
"6544",2003,"85500",1174087,18,1669.26442467502,864.197530864197
"6545",2003,"8555",73826,1,10000,10000
"6546",2003,"86010",595593,19,1525.26841784187,1080.3324099723
"6547",2003,"88000",8536412,85,808.154457639763,640.83044982699
"6548",2003,"8B05",2920894,46,3363.70331303457,3355.38752362949
"6549",2003,"8C30",2508788,3,7565.84862050489,5555.55555555555
"6550",2003,"8E49",203988,3,5291.90609021009,5555.55555555555
"6551",2003,"90000",4649534,94,1168.27513923832,993.662290629244
"6552",2003,"9104",1498654,33,8583.0563326982,9412.30486685032
"6553",2003,"9156",289824,4,5208.24025772959,3750
"6554",2003,"9182",108000,1,10000,10000
"6555",2003,"91H2",9267818,39,7132.68334834779,3570.01972386588
"6556",2003,"91S8",27679139.3244,271,987.255614250362,838.632371563568
"6557",2003,"91T5",6142472.1094,55,1004.41238846345,499.173553719008
"6558",2003,"91U4",933224,13,1791.4118477136,1479.2899408284
"6559",2003,"91U9",10519047.0693,134,1255.0085527297,931.16507017153
"6560",2003,"91V9",377707,7,5118.55518875386,3877.55102040816
"6561",2003,"91W8",1645313,40,2323.02709659079,1487.5
"6562",2003,"91Y9",736772,17,1713.10956962749,795.847750865052
"6563",2003,"91Z9",3029589,32,3498.60840006092,2402.34375
"6564",2003,"9360",3317177,45,2082.15115475636,1022.22222222222
"6565",2003,"94500",1166312,22,2025.39656824955,578.512396694215
"6566",2003,"94700",659168,24,1150.57589825125,694.444444444444
"6567",2003,"94TZ",17040013.0157,217,1245.94085257162,930.790630508187
"6568",2003,"95000",1137862,16,1611.27268444988,1015.625
"6569",2003,"95CV",7892112,115,1747.64907425618,1325.51984877127
"6570",2003,"97000",10929729.48,143,915.272367991648,688.053205535723
"6571",2003,"9A13",6823642.5938,58,6568.43017697273,4126.04042806183
"6572",2003,"9A14",8427116,35,2969.86783909992,1134.69387755102
"6573",2003,"9A23",2969349.0039,19,1794.43862044636,1357.34072022161
"6574",2003,"9A28",11866515.7031,183,2431.98344070315,3840.96270417152
"6575",2003,"9A40",10377265.4199,88,4161.44614771294,2195.2479338843
"6576",2003,"9A47",1405231,41,2317.53728341731,1588.34027364664
"6577",2003,"9A55",4144,2,10000,10000
"6578",2003,"9A63",10468647,80,2591.96648797388,2678.125
"6579",2003,"9JC2",444020,9,5174.754468949,4814.81481481481
"6580",2003,"9JHA",3296138,31,9957.47876535832,8210.197710718
"6581",2003,"9JNE",9035551.4493,122,1426.17616207879,1156.94705724268
"6582",2003,"A7104",6197694,1,10000,10000
"6583",2003,"A7253",14698834,2,10000,5000
"6584",2003,"A8050",512673437,989,1759.07438898338,1312.19961538501
"6585",2003,"A8100",0,1,NA,10000
"6586",2003,"A8102",280761181,356,5217.56960096448,738.543113243277
"6587",2003,"A8103",201126051,374,3337.7595520763,1854.21373216277
"6588",2003,"A8104",254034519,336,2660.28924916265,1964.81717687075
"6589",2003,"A8105",138681716,258,2975.27451919205,2206.89862388078
"6590",2003,"A8106",116146353,214,7360.09503157552,7023.32081404489
"6591",2003,"A8107",261098213,577,3130.93968468271,747.276446329398
"6592",2003,"A8108",186421466.5606,403,2046.30735842661,1862.39678835533
"6593",2003,"A8109",65548409,18,6633.51187512009,3395.06172839506
"6594",2003,"A8110",0,1,NA,10000
"6595",2003,"A8300",72758889,124,4218.24267351411,1728.6680541103
"6596",2003,"A8301",104491873,524,1362.01410064246,1913.71423576715
"6597",2003,"A8302",274086597,90,3603.78305028804,2604.93827160494
"6598",2003,"A8303",351422739,213,3253.14164465752,3440.01410654852
"6599",2003,"A8304",223947012,119,5328.4196895432,2466.63371230845
"6600",2003,"A8305",354618641,236,2258.37194159302,1452.88710140764
"6601",2003,"A8451",173076745,212,3365.93161805122,1662.95834816661
"6602",2003,"A8452",65590313,164,3419.12713677038,1836.70434265318
"6603",2003,"A8453",9241472,140,389.634509467405,287.755102040816
"6604",2003,"A8454",59711024,178,2653.70626913859,2519.88385304886
"6605",2003,"A8455",3320262,14,9176.01253674081,8673.4693877551
"6606",2003,"A8460",31925240,119,5503.73297070002,5432.52595155709
"6607",2003,"A8550",35213477,102,7792.82913884285,7158.78508266051
"6608",2003,"A8551",53516784,181,4299.47710043669,4132.04725130491
"6609",2003,"A8552",6919784,101,816.729527405131,444.074110381335
"6610",2003,"AA001",100669784.5684,380,2006.33617136717,3728.25484764543
"6611",2003,"AA003",173000,2,6772.3612549701,5000
"6612",2003,"AA03",7413451,1,10000,10000
"6613",2003,"AA08",35468207,1007,645.606407860708,150.495686105898
"6614",2003,"AA09",4766253663.544,1421,2605.02398767778,807.446956554468
"6615",2003,"AA10",22836358,288,2293.46021799973,288.387345679012
"6616",2003,"AA12",5610894,201,666.116163636406,192.32197222841
"6617",2003,"AA14",13602590,495,565.480356844008,152.923171104989
"6618",2003,"AA22",12764096,168,888.072534132293,335.175736961451
"6619",2003,"AA31",10709202,101,991.12156831479,285.266150377414
"6620",2003,"AA33",736125,29,979.60743879492,463.733650416171
"6621",2003,"AA410",152303159,43,2671.19535903577,2698.75608436993
"6622",2003,"AA411",295216838,31,3023.15031333899,1383.97502601457
"6623",2003,"AA412",371287241,138,3638.19114518313,4479.10102919555
"6624",2003,"AA423",161531349,11,5144.889417686,3057.85123966942
"6625",2003,"AA424",18457685,2,10000,10000
"6626",2003,"AA426",3277782,1,10000,10000
"6627",2003,"AA427",768195321,7,9417.49185486724,2244.89795918367
"6628",2003,"AA4D0",406248,3,4385.18716035239,3333.33333333333
"6629",2003,"AA4E0",105169976,17,4497.91237015952,2733.56401384083
"6630",2003,"AA4F0",211044606,5,2802.46768042661,2000
"6631",2003,"AA4G0",93965423,22,8847.06022530823,2603.30578512397
"6632",2003,"AA4H0",135408687,6,5116.8069848312,5000
"6633",2003,"AA4L0",2520349,1,10000,10000
"6634",2003,"AA4M0",2048856389,30,8867.76255173347,2133.33333333333
"6635",2003,"AB07",5318868286,3755,890.411095175558,718.38525108998
"6636",2003,"AB08",81561412,913,3536.2412275484,662.968512504664
"6637",2003,"AB15",337721641,520,1476.29215984703,761.390532544379
"6638",2003,"AB17",45969966,2140,270.076364528834,210.201764346231
"6639",2003,"AB18",76085000,923,961.367860386758,1042.65731064443
"6640",2003,"AB32",153710951,767,6125.69671692319,1856.4515059775
"6641",2003,"ABX01",58000,1,10000,10000
"6642",2003,"AC000",116274245.9531,658,1190.170270272,1374.47917147846
"6643",2003,"AC01",55374041.3398,389,606.030227064078,502.83833704509
"6644",2003,"AC02",43998632.6699,211,1027.01009504947,490.779632083736
"6645",2003,"AC04",26250450,161,540.300764727874,339.107287527487
"6646",2003,"AC07",79637084,1041,884.099461603389,261.543756880484
"6647",2003,"AC08",37160247,192,705.754147944658,316.840277777778
"6648",2003,"AC10",36085892,381,363.322082211863,189.92704652076
"6649",2003,"AC100",40000,1,10000,10000
"6650",2003,"AC17",60706180,244,1046.94853858932,446.452566514378
"6651",2003,"AC21",55702819,355,718.428919143584,757.706804205515
"6652",2003,"AC26",42290907,268,693.788768897274,413.510804188015
"6653",2003,"AC27",47227145.8992,227,988.420002600236,764.423916629471
"6654",2003,"AC28",50625212,322,716.648966750482,462.173527255893
"6655",2003,"AC30",118557131.25,715,709.775164972436,843.092571763901
"6656",2003,"AC31",240676826,507,2042.98879262796,614.863313998498
"6657",2003,"AC33",68372668.25,544,845.224936515436,208.153114186851
"6658",2003,"AC34",41562950,411,461.798356979586,266.574315804429
"6659",2003,"AC37",2077678,21,1432.07785194647,1428.57142857143
"6660",2003,"AC38",92976269,1,10000,10000
"6661",2003,"AC39",44267331,307,663.765830083414,597.24771615614
"6662",2003,"AC42",275665964,276,907.282593054537,841.209829867675
"6663",2003,"AC46",109621311.9529,438,1869.06455999537,1198.68226267175
"6664",2003,"AC514",64876635,10,4388.26148355761,3200
"6665",2003,"AC520",88792100,19,8701.65719751132,5013.85041551246
"6666",2003,"AC521",52850575,18,6368.01587001224,4074.07407407407
"6667",2003,"AC522",209521711,36,5063.26696276499,1404.32098765432
"6668",2003,"AC523",195928461,8,9758.50989079534,1875
"6669",2003,"AC524",199927373,32,4379.77061921451,1972.65625
"6670",2003,"AC528",45148206,19,4721.4551579794,3684.21052631579
"6671",2003,"AC5G0",149741513,37,3037.4740780597,1599.70781592403
"6672",2003,"AC5G1",348019271,31,4271.26234849781,1925.07804370447
"6673",2003,"AC5G2",1550000,3,6170.65556711758,5555.55555555555
"6674",2003,"AC5J0",1110123117,15,8408.7547598243,3422.22222222222
"6675",2003,"ACB00",30028877,71,4655.49535295719,811.346954969252
"6676",2003,"ACBBD",313815503.5914,892,871.612932496872,590.5759214945
"6677",2003,"ACD00",26051583,84,4286.10602203352,1558.95691609977
"6678",2003,"ACL00",7901110.5625,58,3385.19895090696,665.873959571938
"6679",2003,"AD05",340169792,590,3033.75814241453,1415.39787417409
"6680",2003,"AD11",83847201,180,4624.11309644046,883.950617283951
"6681",2003,"AD13",524793259,752,1343.55813612096,2163.16772295156
"6682",2003,"AD15",120375007,235,3910.43359130549,1150.02263467632
"6683",2003,"AD16",437376329.0234,1341,849.032460213734,255.304927316699
"6684",2003,"AD17",185398361,1790,1722.0470706725,244.218345245155
"6685",2003,"AD19",199258010,522,4055.6759264483,6719.8074015355
"6686",2003,"AD21",23979159,617,323.181880534583,122.856189698153
"6687",2003,"AE07",8693758788.5,6275,2223.22351701602,849.236805764988
"6688",2003,"AE08",17823111,101,1104.89099339322,698.951083227135
"6689",2003,"AE20",818869537,2381,817.655662619887,573.254137605194
"6690",2003,"AE24",46086726,382,556.454190657412,355.390477234725
"6691",2003,"AE30",1448925958,939,3187.87338703791,1248.8417537974
"6692",2003,"AE32",60863023,276,1169.58969735509,671.077504725898
"6693",2003,"AF000",48136461.625,167,8522.21573840199,8962.31489117573
"6694",2003,"AF200",1309963,27,1303.76787288779,1138.54595336077
"6695",2003,"AF600",3583582939,10,5543.42632106786,3600
"6696",2003,"AG100",213825,6,1806.93156797891,1666.66666666667
"6697",2003,"AG99",267510800,59,5259.43911397178,893.421430623384
"6698",2003,"AH000",0,53,NA,4588.82164471342
"6699",2003,"AH01",3859394201.5508,2794,1483.37929887065,574.128834208082
"6700",2003,"AH03",111376914,670,1623.2350363475,684.161283136556
"6701",2003,"AH10",47274424,203,2221.35599618523,1608.14385207115
"6702",2003,"AH100",0,1,NA,10000
"6703",2003,"AH12",1500850,16,2739.70977432674,859.375
"6704",2003,"AH13",27390465,225,465.629811544433,371.555555555556
"6705",2003,"AH17",54277181,1136,1037.1168701436,120.186346954969
"6706",2003,"AH23",5983359900,4296,1611.57025590511,1390.3442724426
"6707",2003,"AJ000",1169789251.3701,441,6868.30140261291,1397.10305891064
"6708",2003,"AK328",663938.0798,192,760.848261532142,1328.66753472222
"6709",2003,"AK342",9330.5498,1,10000,10000
"6710",2003,"AK952",109000,1,10000,10000
"6711",2003,"AK953",1997195,38,764.256428262053,304.709141274238
"6712",2003,"AL000",52193281,104,9192.51378072239,9622.78106508875
"6713",2003,"AL600",483633,12,2945.12590081346,2222.22222222222
"6714",2003,"ALDWV",2672000,57,5220.30695345835,2459.21822099107
"6715",2003,"ALMEC",1540971972.0745,1049,5754.03328240738,889.66658518122
"6716",2003,"ALWPA",7996000,741,1476.68287620549,1141.56199176442
"6717",2003,"AM000",1019953,15,7738.09111998572,933.333333333333
"6718",2003,"AM100",370016,10,1588.29716680015,2200
"6719",2003,"AO500",1286200,17,5202.66824889287,1695.50173010381
"6720",2003,"AQ000",0,20,NA,5150
"6721",2003,"AQMPD",204133310.7172,595,2348.51133846644,906.235435350611
"6722",2003,"AR000",33025032.0391,8009,6665.6386915843,6306.04295351897
"6723",2003,"AR200",252313,3,5627.33404738391,3333.33333333333
"6724",2003,"ARC00",341889752.6983,633,1857.64224146968,1209.54156465488
"6725",2003,"ARFA0",2433177,27,4214.85502620224,2345.67901234568
"6726",2003,"ARFA1",0,1,NA,10000
"6727",2003,"ARFA2",3250912,2,10000,10000
"6728",2003,"ARFA3",0,2,NA,5000
"6729",2003,"ARFA4",3458511,16,8623.05158514973,3046.875
"6730",2003,"ARFA5",2500,1,10000,10000
