"","Fiscal_year","ContractingOfficeCode","obligatedAmount","numberOfContracts","hh_index_obl","hh_index_k"
"20410",2007,"SF300",249809,38,3881.01387667128,4515.23545706371
"20411",2007,"SF500",388313.9002,51,1548.00239584152,1972.31833910035
"20412",2007,"SF750",12466364.3559,348,1437.03012621398,390.408244153785
"20413",2007,"SG200",5889585.1565,254,1733.05891375061,3275.4665509331
"20414",2007,"SH001",875241.5913,35,1413.40248127539,530.612244897959
"20415",2007,"SI000",29060628.1385,406,1110.72813158325,1016.76818170788
"20416",2007,"SI600",919886.6386,74,2101.26307263773,3319.94156318481
"20417",2007,"SIL",340529.7599,21,1538.20668132087,793.650793650794
"20418",2007,"SITES",599270.8397,44,1132.39239203786,692.148760330579
"20419",2007,"SJ000",7392214.9655,20,5149.99931709036,1600
"20420",2007,"SK000",822150.8375,30,3179.91655697515,1955.55555555556
"20421",2007,"SL000",48185211.261,381,1541.37254656243,962.035257403848
"20422",2007,"SL200",15121301.002,143,4570.33396213697,1494.93862780576
"20423",2007,"SM000",147352.1201,6,6575.430807774,3888.88888888889
"20424",2007,"SN000",1091109.4005,67,6129.16963987306,3513.03185564714
"20425",2007,"SN100",4408786.8192,224,1116.23311153212,2458.94451530612
"20426",2007,"SP000",317510.6409,16,3973.51361139451,1406.25
"20427",2007,"SP0100",1313226452,3133,1797.5253480519,1562.81133194012
"20428",2007,"SP0103",186132132.6,163,2771.53327092438,1580.41326357785
"20429",2007,"SP0200",1982714907,78827,4487.6508473389,5269.83065862218
"20430",2007,"SP0300",349744016,977,2098.18902135678,1583.28348326766
"20431",2007,"SP0303",160445.3603,29,4399.81882413771,6504.16171224732
"20432",2007,"SP0400",427357428,18498,1379.9267894597,2243.49267928209
"20433",2007,"SP0405",288214,26,5271.90989687122,4585.79881656805
"20434",2007,"SP0406",323944,38,2250.78187675556,1786.70360110803
"20435",2007,"SP0407",775501,38,5117.83986972943,3642.65927977839
"20436",2007,"SP0410",20128108.6703,114,8607.87978335182,1598.95352416128
"20437",2007,"SP0412",2601,1,10000,10000
"20438",2007,"SP0413",231743,18,2035.58813420159,1913.58024691358
"20439",2007,"SP0414",6421,1,10000,10000
"20440",2007,"SP0430",40079,8,6816.14422434129,5312.5
"20441",2007,"SP0440",409514,10,5642.50039131424,3200
"20442",2007,"SP0441",2388588,198,3670.61471472574,5576.98194061831
"20443",2007,"SP0490",51161736.2229,223,1050.71291822889,1164.91383297472
"20444",2007,"SP0499",38425,3,5262.30483383417,5555.55555555555
"20445",2007,"SP0500",1104869099.99,33612,1031.9144390529,1116.23616993919
"20446",2007,"SP0510",2757078,11,9441.39837499648,3719.00826446281
"20447",2007,"SP0530",2599213,124,2189.63859927802,1244.79708636837
"20448",2007,"SP0540",133954,21,2665.57360275234,3151.92743764172
"20449",2007,"SP0560",47839,8,2761.79366511914,3125
"20450",2007,"SP0570",1908654,219,580.729288781055,549.821730155751
"20451",2007,"SP0599",63025,2,8709.67600076848,5000
"20452",2007,"SP0600",13723405814.5721,2391,5543.16901485424,2930.48429729428
"20453",2007,"SP0700",463451417,24334,396.249070546371,414.080365336273
"20454",2007,"SP0710",4595375.2467,76,1725.58553981447,467.451523545706
"20455",2007,"SP0730",530814,69,10000,10000
"20456",2007,"SP0740",5354977,235,2830.32190562352,2991.94205522861
"20457",2007,"SP0750",73272341,2202,1942.18564611264,2383.16912789216
"20458",2007,"SP0760",14985921,709,681.869209310539,528.227643376217
"20459",2007,"SP0900",35441857,1489,1619.34259367865,1961.25966963463
"20460",2007,"SP0905",543131,3,9354.64025255249,5555.55555555555
"20461",2007,"SP0920",242831,5,10000,10000
"20462",2007,"SP0930",144514,3,10000,10000
"20463",2007,"SP0935",726593,3,9633.82288134417,5555.55555555555
"20464",2007,"SP0960",118412,3,5004.07391507946,5555.55555555555
"20465",2007,"SP100",174076,28,1813.13487898182,3418.36734693877
"20466",2007,"SP3100",271289163.5595,2043,2504.80586814742,413.026441541129
"20467",2007,"SP4400",47807228.8031,4140,9682.96075304781,9564.37139723214
"20468",2007,"SP4410",28200528.5729,542,998.477030334989,1657.52100325431
"20469",2007,"SP4420",14368974.1262,864,9865.46458465964,9612.69718792867
"20470",2007,"SP4430",7136939.8315,475,5460.28678287854,6756.21052631579
"20471",2007,"SP4500",0,14,0,10000
"20472",2007,"SP4510",0,15,0,844.444444444445
"20473",2007,"SP4520",0,4,0,10000
"20474",2007,"SP4530",0,1,0,10000
"20475",2007,"SP4700",18141865.0443,104,2150.11090011546,896.819526627219
"20476",2007,"SP4701",101307822.7095,214,2922.16219310519,949.864616997118
"20477",2007,"SP4702",17126207.1107,247,1290.82637916936,427.64182333754
"20478",2007,"SP4703",50249650.3648,249,2843.84266575357,474.02461250625
"20479",2007,"SP4704",7855192.3865,143,1250.00926957592,1045.03887720671
"20480",2007,"SP4705",24237106.7905,222,2549.40171864466,520.655790926061
"20481",2007,"SP4706",14728308.1805,49,3815.47101309333,2161.599333611
"20482",2007,"SP500",2175088.1062,128,1465.84510984485,4256.591796875
"20483",2007,"SP8000",8535924.8002,59,1418.54805755263,376.328641195059
"20484",2007,"SPB701",13963924.3301,120,1338.65366023125,259.722222222222
"20485",2007,"SPE760",809899,86,10000,10000
"20486",2007,"SPM100",39274425,91,3823.58910929259,4128.7284144427
"20487",2007,"SPM1C0",1832858,11,9333.40563830565,4545.45454545455
"20488",2007,"SPM1C1",634180213,1996,1636.86597832915,2526.78202095574
"20489",2007,"SPM200",1925642694,63557,6074.9819304516,5241.1330595426
"20490",2007,"SPM2D0",3454047,9,6836.83609837074,3827.16049382716
"20491",2007,"SPM2D1",110271497,1135,2974.10147396189,1851.88922742533
"20492",2007,"SPM2DE",2422852,6,9749.2750501551,5000
"20493",2007,"SPM2DP",28195735,439,9529.53393084877,8910.13433927802
"20494",2007,"SPM2DS",30225326,505,6408.63427693281,1791.70669542202
"20495",2007,"SPM300",3100235653,51582,8853.72976294779,6195.73274056602
"20496",2007,"SPM302",12168733.8796,388,9995.35967396147,9348.09756616006
"20497",2007,"SPM303",5420432,656,3388.53598228228,2821.74858715051
"20498",2007,"SPM3S1",16653159,127,2087.08074352613,2931.98586397173
"20499",2007,"SPM3SD",2926230,80,2150.07262286242,1940.625
"20500",2007,"SPM3SE",7045167,515,2018.34222319116,2348.83589405222
"20501",2007,"SPM400",332527917,8712,1299.67124286261,2262.78615944907
"20502",2007,"SPM405",3294216,252,8868.2979970468,8564.49987402369
"20503",2007,"SPM406",43142632,1567,1395.78420218708,1091.83547554072
"20504",2007,"SPM407",13888473,400,2832.9654910384,4564.125
"20505",2007,"SPM410",11269397.7598,488,2266.15062211663,9515.25127653857
"20506",2007,"SPM412",3354673,196,2622.42521147234,2020.51228654727
"20507",2007,"SPM417",600460,58,6362.02318660247,9007.13436385256
"20508",2007,"SPM418",80154,3,10000,10000
"20509",2007,"SPM420",2043717,3,10000,10000
"20510",2007,"SPM430",8979484,403,4109.58631022522,4284.92263359789
"20511",2007,"SPM440",5317578,219,2360.40245607461,1824.19048810492
"20512",2007,"SPM441",7059371,245,1943.90297924135,2474.46897126197
"20513",2007,"SPM450",9418471,423,2016.98001141621,2227.75514310145
"20514",2007,"SPM451",5535366,186,1860.61508535948,1519.25078043704
"20515",2007,"SPM460",3176358,155,5833.83483450515,5718.62643080125
"20516",2007,"SPM470",1407716,84,4850.02126499308,4951.81405895692
"20517",2007,"SPM475",2506204,213,5729.00445575375,7008.5300535608
"20518",2007,"SPM480",1273607,56,7198.72671792018,6052.29591836735
"20519",2007,"SPM490",11763,2,10000,10000
"20520",2007,"SPM4A0",17371804,485,2018.55367154786,741.46030396429
"20521",2007,"SPM4A1",272438639,5670,1444.16100865298,1895.53732787125
"20522",2007,"SPM4A2",1706357,56,5028.75908735857,2149.23469387755
"20523",2007,"SPM4A4",33720819,3114,779.537418120547,813.2745439928
"20524",2007,"SPM4A5",104343246,4653,1600.64009709948,2213.25380042474
"20525",2007,"SPM4A6",216513219,8995,831.12258378994,760.22384123599
"20526",2007,"SPM4A7",288100714,9588,3194.83306159906,3485.8526311136
"20527",2007,"SPM4AE",3626063,303,1444.75809188174,1321.98368351687
"20528",2007,"SPM4AG",12311287,206,7285.55597273166,9432.08596474692
"20529",2007,"SPM4AK",17155523,62,8806.01490988274,5218.52237252862
"20530",2007,"SPM4AR",15756432,14,7688.29653697923,4591.83673469388
"20531",2007,"SPM4AX",2912887,87,10000,8892.85242436253
"20532",2007,"SPM4L0",3030323,161,3926.70758912957,5548.01126499749
"20533",2007,"SPM4L1",79747542,1823,3327.05749106929,2860.1351235463
"20534",2007,"SPM4LG",2898,9,10000,2098.76543209876
"20535",2007,"SPM4LX",0,1,0,10000
"20536",2007,"SPM4M0",1173907,110,1644.82073866172,1451.23966942149
"20537",2007,"SPM4M1",168679757,8195,2130.56392037782,2233.53545611265
"20538",2007,"SPM4MG",0,3,0,10000
"20539",2007,"SPM4W1",152454,51,10000,10000
"20540",2007,"SPM500",239609978,6364,2170.15939889274,1307.5790479208
"20541",2007,"SPM530",2178322,64,2796.32601232258,2817.3828125
"20542",2007,"SPM540",45162200.1499,1359,3867.38136584171,2899.00107261919
"20543",2007,"SPM560",27244956,938,3982.48459133742,4086.92904651279
"20544",2007,"SPM570",30827574,1252,2466.24891356116,3030.41012973492
"20545",2007,"SPM599",196708,20,1923.31498138188,1550
"20546",2007,"SPM5A0",476039,71,5266.79909506037,4790.71612775243
"20547",2007,"SPM5A1",19295302,1757,4231.60041917651,4502.28357243439
"20548",2007,"SPM5A2",7430329,655,5188.05653787579,5259.48371307033
"20549",2007,"SPM5A3",9160992,1030,5605.21940631493,5949.13752474314
"20550",2007,"SPM5A4",12959628,1428,6702.60473174866,6472.01037277656
"20551",2007,"SPM5A5",7563366,669,6502.08227878286,6406.52335659273
"20552",2007,"SPM5A6",6351955,689,6274.95521612327,6432.76787839594
"20553",2007,"SPM5A7",10877592,965,4846.33715183855,4589.10574780531
"20554",2007,"SPM5A8",5999528,713,4633.61736286354,4816.40304581908
"20555",2007,"SPM5A9",12219586,1271,4337.08440953985,4412.29979924986
"20556",2007,"SPM5AA",5491999,582,4614.87258240172,4595.65900260979
"20557",2007,"SPM5AB",6832899,733,4670.14384179002,4691.12526033475
"20558",2007,"SPM5AC",19058541,700,6338.40055471516,6720.85714285714
"20559",2007,"SPM5AG",9360365,64,9794.73017918195,5190.4296875
"20560",2007,"SPM5AX",4450599,332,2498.562279519,2263.39091304979
"20561",2007,"SPM5AY",7730014,629,4086.19436523668,4855.58877871606
"20562",2007,"SPM5AZ",25986161,1330,6849.02632672778,4763.61580643338
"20563",2007,"SPM5B1",2450443.7313,63,1163.85828519711,904.509952129
"20564",2007,"SPM5E1",216540045,1547,5528.27031700449,2413.44989092052
"20565",2007,"SPM5E3",39469,6,3114.59077050167,3333.33333333333
"20566",2007,"SPM5E4",7886680,422,10000,10000
"20567",2007,"SPM5E5",73362,12,4738.52822119742,2638.88888888889
"20568",2007,"SPM5E6",19313,3,10000,10000
"20569",2007,"SPM5E7",9037665,390,3833.41232833677,1647.99474030243
"20570",2007,"SPM5E8",12551747,317,8871.8384753478,7172.02877926937
"20571",2007,"SPM5E9",15624,2,6890.03875049846,5000
"20572",2007,"SPM5EB",70430,5,2565.08825756646,2000
"20573",2007,"SPM5EC",4325,1,10000,10000
"20574",2007,"SPM5ED",22809160,203,9844.05478533169,9516.61044917373
"20575",2007,"SPM5EE",1190882,173,5703.48688728646,8064.75324935681
"20576",2007,"SPM5EF",12944930,128,4226.93660163723,6114.501953125
"20577",2007,"SPM5EH",121251,10,2938.77411835222,1800
"20578",2007,"SPM5EJ",48479873,3848,9966.98487450095,9979.2315904582
"20579",2007,"SPM5EN",13016313,819,2760.89195126302,2946.5487707246
"20580",2007,"SPM5L0",27735,2,10000,10000
"20581",2007,"SPM5L1",8162398,397,3275.94642456685,3959.73580188949
"20582",2007,"SPM5L2",16685695,1380,9341.5859834122,9075.51984877127
"20583",2007,"SPM5L3",16145727,1448,9194.60805803888,9093.79674002625
"20584",2007,"SPM5L4",11937073,579,2614.96142526947,3672.01505782407
"20585",2007,"SPM5L5",9602179,210,6800.7637271884,6379.13832199547
"20586",2007,"SPM5M0",23732,3,10000,10000
"20587",2007,"SPM5M1",3900582,415,5228.04185069108,4673.13107853099
"20588",2007,"SPM5M2",9855205,1095,4738.63055156753,3985.61331081504
"20589",2007,"SPM5M3",13797880,1144,9712.98610235936,9654.26182209399
"20590",2007,"SPM5M4",18423554,1287,8889.48669223705,8703.5739017091
"20591",2007,"SPM5M5",4783631,188,4912.21721727137,2766.52331371661
"20592",2007,"SPM700",82617264,4153,461.206381941197,786.284479019428
"20593",2007,"SPM701",6420,1,10000,10000
"20594",2007,"SPM710",69204.5097,13,2827.07586857486,1124.26035502959
"20595",2007,"SPM720",276977,35,1676.61842895242,2032.65306122449
"20596",2007,"SPM740",5831903,404,979.167584807033,713.410449955887
"20597",2007,"SPM750",37041881,1601,2738.0600466465,1710.94268455732
"20598",2007,"SPM751",350808,35,1304.32465460201,938.775510204082
"20599",2007,"SPM760",12010107,663,597.796443977876,499.375524661657
"20600",2007,"SPM761",38109,3,5351.82872284136,5555.55555555555
"20601",2007,"SPM762",64053,13,2926.24353370343,3017.75147928994
"20602",2007,"SPM7A0",95346,6,4928.58332871892,3333.33333333333
"20603",2007,"SPM7A1",61997242,3060,1445.02641098365,1293.01337092571
"20604",2007,"SPM7A2",13830978,767,2225.86067463031,2068.89810960259
"20605",2007,"SPM7A3",25853307,1519,5718.33994127333,6216.77752202624
"20606",2007,"SPM7A4",43228735,2091,3312.23958177244,2949.01219752344
"20607",2007,"SPM7A5",45889024,2105,2481.32267702414,2365.92887650149
"20608",2007,"SPM7A6",27208601,1718,2209.1948193317,2306.50335216654
"20609",2007,"SPM7AG",54636,7,10000,10000
"20610",2007,"SPM7AX",4038863,183,2931.24109773598,2052.31568574756
"20611",2007,"SPM7L0",630061,50,937.928255818158,616
"20612",2007,"SPM7L1",108120049,5499,816.945538823681,725.274952039586
"20613",2007,"SPM7L2",76669900,2891,1616.23695757366,1434.97975144657
"20614",2007,"SPM7L3",49187985,1889,2298.02303260614,1819.87831251729
"20615",2007,"SPM7L4",47917696,1963,3303.33163038897,2625.54922718276
"20616",2007,"SPM7L5",44142442,2047,1202.02382706058,1595.64117207519
"20617",2007,"SPM7LX",8028074,399,8466.68748512992,3001.5514977921
"20618",2007,"SPM7M0",7635706,712,2029.48204897647,2002.15408408029
"20619",2007,"SPM7M1",116266838,7871,3211.59545157466,2607.48738701874
"20620",2007,"SPM7M2",79673442,5220,4112.047530752,4271.35611632243
"20621",2007,"SPM7M3",57499736,3878,3289.19135658583,3593.14959806858
"20622",2007,"SPM7M4",41923173,3003,4986.08055358938,4931.53754892017
"20623",2007,"SPM7M5",42668415,2492,6121.59718678904,6079.12253400287
"20624",2007,"SPM7M7",15428169,1203,6560.19262021398,9608.34958876016
"20625",2007,"SPM7M8",46269561,3035,9135.37306822053,9234.23214610435
"20626",2007,"SPM7M9",74234381,3595,9721.77392097517,9938.94471729976
"20627",2007,"SPM7MX",638995,122,5492.34712412738,2348.83095941951
"20628",2007,"SPM7W1",21115179,2108,10000,9990.51683475618
"20629",2007,"SPM8E0",3388618,249,1137.65999981097,617.893259786132
"20630",2007,"SPM8E1",31550276,1431,2658.69607464477,2988.76187211301
"20631",2007,"SPM8E2",15975,4,7020.45008706385,6250
"20632",2007,"SPM8E3",10287585,523,1413.04289647672,1315.14391527041
"20633",2007,"SPM8E5",22013988,1149,2247.27076391583,1861.72408595358
"20634",2007,"SPM8E6",51283351,1482,6748.08629572172,3641.79419794165
"20635",2007,"SPM8E7",9335019,471,2030.96545489401,2650.41178141101
"20636",2007,"SPM8E8",28722648,1383,2790.00977016466,3778.62266160364
"20637",2007,"SPM8E9",16352262,1234,669.493147523092,649.257005061875
"20638",2007,"SPM8EB",16682578,839,1740.60508754595,2027.96904766302
"20639",2007,"SPM8EC",3766043,131,4078.0770449332,979.546646465824
"20640",2007,"SPM8ED",26708692,665,4685.74862584906,4837.24348465148
"20641",2007,"SPM8EE",16343492,606,2401.26282426205,2268.02383208618
"20642",2007,"SPM8EF",16562117,682,1653.54267613723,2308.84667314523
"20643",2007,"SPM8EG",1096000,2,10000,5000
"20644",2007,"SPM8EH",8711311,363,1408.08455139879,714.356183927934
"20645",2007,"SPM8EJ",9319564,346,5672.83628263068,5778.17501420027
"20646",2007,"SPM8EN",6666951,372,1592.60061336018,1999.36408833391
"20647",2007,"SPM900",10436302,171,4410.32405921875,1455.8325638658
"20648",2007,"SPM905",149193,8,2673.29649555127,2187.5
"20649",2007,"SPM920",3176619,46,3862.15471914562,2504.7258979206
"20650",2007,"SPM930",1623837,90,2385.43506163833,2600
"20651",2007,"SPM935",3469366,380,3843.47189265605,3924.51523545706
"20652",2007,"SPM960",2376431,12,8233.01736640609,5972.22222222222
"20653",2007,"SPMLW1",0,4,0,10000
"20654",2007,"SPRPA1",0,1,0,10000
"20655",2007,"SPW00",2110485.2236,30,2648.33622040927,1244.44444444444
"20656",2007,"SQ000",158574.5916,22,1758.89195572665,1280.99173553719
"20657",2007,"SR000",2498654.8811,160,1745.01446570345,1040.625
"20658",2007,"SR420",2749019.7673,157,1584.15455138134,1357.86441640634
"20659",2007,"SS000",35837795.793,139,3436.0724591785,1052.22296982558
"20660",2007,"SS001",106860464.3148,1772,428.192795831975,515.6077228419
"20661",2007,"SSC00",234032939.547,296,2113.25078381388,1157.55113221329
"20662",2007,"SSTMN",1110204.8599,66,3136.94952960286,3971.53351698806
"20663",2007,"ST000",49956.1992,3,3851.52655530506,3333.33333333333
"20664",2007,"STRI",1464275.2751,105,635.365234304178,271.201814058957
"20665",2007,"SU000",478274.9303,52,1711.80972248712,1220.41420118343
"20666",2007,"SU400",957820,212,6448.37079893516,9361.42755428978
"20667",2007,"SUK12A",40340.5195,1,10000,10000
"20668",2007,"SV000",26156639.7271,391,1356.2074561862,707.412955174286
"20669",2007,"SW800",1101805.2,100,4591.46128074277,5882
"20670",2007,"SY000",454494.2703,51,2230.61323576667,2264.51364859669
"20671",2007,"SY400",666042.6988,66,2964.17356069042,4669.4214876033
"20672",2007,"SZ230",1272960.7508,116,3440.79941286943,6487.81212841855
"20673",2007,"SZ350",623119.1001,67,1678.64452826629,1441.30095789708
"20674",2007,"TALFL",59223.25,4,6593.50837577178,3750
"20675",2007,"TB000",1139112.5021,97,949.87772039129,874.694441492188
"20676",2007,"TC000",18602278.0647,239,2955.05816219273,586.649393392973
"20677",2007,"TC100",6113796.2219,209,1647.30734099005,1360.08791007532
"20678",2007,"TC120",845636,58,1080.26079449106,856.123662306778
"20679",2007,"TCA00",5435854.6253,173,546.595967360987,260.28266898326
"20680",2007,"TD000",2639201.8291,160,1884.06751095249,1342.96875
"20681",2007,"TD550",970687,76,2380.02684134075,2001.38504155125
"20682",2007,"TDGAL",3208456.5295,100,4601.11498496916,3530
"20683",2007,"TE000",61329172.7259,445,2409.08902567497,1453.50334553718
"20684",2007,"TEXTX",86897.1306,8,10000,10000
"20685",2007,"TH000",2676919.1216,170,1060.96324905451,656.055363321799
"20686",2007,"TH200",20378164.3319,949,684.844667196469,682.533108446471
"20687",2007,"THAIN",411370,24,5480.57148807655,2361.11111111111
"20688",2007,"TI400",2766655.5334,117,517.19572292937,550.076703922858
"20689",2007,"TK000",558650.1017,34,1988.71647160263,1332.17993079585
