"Variable_Name","Min","Max","Median","Logarithmic Mean","1 unit below","1 unit above","% of records NA","% of Obligations to NA records"
"office_obligatedamount_7year","1.00","182,398,262,745.39","1,577,426,209.05","1,069,904,692.77","2,143,388.04","534,059,176,228.77*","0%","0%"
