"Variable_Name","Min","Max","Median","Logarithmic Mean","1 unit below","1 unit above","% of records NA","% of Obligations to NA records"
"office_obligatedamount_1year","1.000","33,560,282,767.826","280,366,187.586","206,204,005.788","502,997.373 ","84,533,427,633.800  * ","0.0960%","0%"
