"NAICS3","StartCY","def3_HHI_lag1","def3_obl_lag1","def3_ratio_lag1","US3_avg_sal_lag1","annual_action_obligation","annual_count","naics_action_obligation","naics_count","naics_dollar_rank","naics_count_rank","principalnaicscodeText","principalNAICS2DigitCode","principalNAICS3DigitCode","principalNAICS4DigitCode","NAICS_shorthand","NAICS_unabbreviated","CY"
"622",2008,410.430970309464,338417312.9014,0.000481417732424244,47926.3652449527,319413109.4535,1021,3828438405.2125,10646,19,21,"Hospitals",62,622,NA,"NA",NA,2007
"622",2009,410.073343072988,370502548.0999,0.000481417732424244,47926.3652449527,576960544.7517,1505,3828438405.2125,10646,19,21,"Hospitals",62,622,NA,"NA",NA,2008
"622",2010,398.526875958583,516515610.7021,0.000481417732424244,47926.3652449527,389058797.6949,1310,3828438405.2125,10646,19,21,"Hospitals",62,622,NA,"NA",NA,2009
"622",2011,474.376223123574,467019031.7812,0.000481417732424244,47926.3652449527,403384066.2526,1057,3828438405.2125,10646,19,21,"Hospitals",62,622,NA,"NA",NA,2010
"622",2012,539.022789364324,426353642.3529,0.000481417732424244,47926.3652449527,921461669.8859,2091,3828438405.2125,10646,19,21,"Hospitals",62,622,NA,"NA",NA,2011
"622",2013,279.332011464383,671452897.4614,0.000765755746775524,55175.2533887314,509366225.1448,1370,3828438405.2125,10646,19,21,"Hospitals",62,622,NA,"NA",NA,2012
"622",2014,338.479753532579,531794358.9472,0.000765755746775524,55175.2533887314,405600130.1831,1267,3828438405.2125,10646,19,21,"Hospitals",62,622,NA,"NA",NA,2013
"622",2015,385.245524667,671436632.577,0.000765755746775524,55175.2533887314,303193861.846,1025,3828438405.2125,10646,19,21,"Hospitals",62,622,NA,"NA",NA,2014
"623",2008,1753.30670434883,528032,3.12334346763348e-06,24284.2648223056,2301637.4375,8,47452270.2211,52,66,93.5,"Nursing and Residential Care Facilities",62,623,NA,"NA",NA,2007
"623",2009,6478.85569135932,2677148.5391,3.12334346763348e-06,24284.2648223056,1450680.4003,8,47452270.2211,52,66,93.5,"Nursing and Residential Care Facilities",62,623,NA,"NA",NA,2008
"623",2010,4172.88180317155,1662674.1397,3.12334346763348e-06,24284.2648223056,500172.1455,5,47452270.2211,52,66,93.5,"Nursing and Residential Care Facilities",62,623,NA,"NA",NA,2009
"623",2011,1938.87882594549,242112.7447,3.12334346763348e-06,24284.2648223056,38819912.1931,11,47452270.2211,52,66,93.5,"Nursing and Residential Care Facilities",62,623,NA,"NA",NA,2010
"623",2012,9165.04500766328,20748859.5558,3.12334346763348e-06,24284.2648223056,4070546.8247,11,47452270.2211,52,66,93.5,"Nursing and Residential Care Facilities",62,623,NA,"NA",NA,2011
"623",2013,8118.96958474783,19541269.1152,9.61815075202434e-05,25757.3185713942,222089.9,4,47452270.2211,52,66,93.5,"Nursing and Residential Care Facilities",62,623,NA,"NA",NA,2012
"623",2014,3761.70998698944,1566346.17,9.61815075202434e-05,25757.3185713942,70368,3,47452270.2211,52,66,93.5,"Nursing and Residential Care Facilities",62,623,NA,"NA",NA,2013
"623",2015,5681.74143264302,1249335.13,9.61815075202434e-05,25757.3185713942,16863.32,2,47452270.2211,52,66,93.5,"Nursing and Residential Care Facilities",62,623,NA,"NA",NA,2014
"624",2008,1328.22371904747,166430157.4992,0.00130223023558381,19469.7169294728,88895212.0634,407,1047359841.1027,3177,29,36,"Social Assistance",62,624,NA,"NA",NA,2007
"624",2009,2301.92036266028,262460614.6394,0.00130223023558381,19469.7169294728,90229669.8428,592,1047359841.1027,3177,29,36,"Social Assistance",62,624,NA,"NA",NA,2008
"624",2010,813.154775597661,179280861.7777,0.00130223023558381,19469.7169294728,146710958.0878,588,1047359841.1027,3177,29,36,"Social Assistance",62,624,NA,"NA",NA,2009
"624",2011,1655.17058674722,243131633.0971,0.00130223023558381,19469.7169294728,170428566.1989,401,1047359841.1027,3177,29,36,"Social Assistance",62,624,NA,"NA",NA,2010
"624",2012,506.620015995121,147389716.9785,0.00130223023558381,19469.7169294728,200177392.2306,433,1047359841.1027,3177,29,36,"Social Assistance",62,624,NA,"NA",NA,2011
"624",2013,739.313506128034,153137086.8567,0.00104654427708818,20373.5783051904,126433046.7503,301,1047359841.1027,3177,29,36,"Social Assistance",62,624,NA,"NA",NA,2012
"624",2014,621.511975311192,207202308.2904,0.00104654427708818,20373.5783051904,101214630.1776,245,1047359841.1027,3177,29,36,"Social Assistance",62,624,NA,"NA",NA,2013
"624",2015,661.979634638192,190306955.9086,0.00104654427708818,20373.5783051904,123270365.7513,210,1047359841.1027,3177,29,36,"Social Assistance",62,624,NA,"NA",NA,2014
"711",2008,613.466105470982,15868374.8436,0.000204035676387106,63631.2602714051,12911593.9793,677,103139610.408,4157,55,29,"Performing Arts, Spectator Sports, and Related Industries",71,711,NA,"NA",NA,2007
"711",2009,205.7214210988,16873584.7274,0.000204035676387106,63631.2602714051,14693163.8324,719,103139610.408,4157,55,29,"Performing Arts, Spectator Sports, and Related Industries",71,711,NA,"NA",NA,2008
"711",2010,370.54121418784,18420373.4155,0.000204035676387106,63631.2602714051,17753024.9012,674,103139610.408,4157,55,29,"Performing Arts, Spectator Sports, and Related Industries",71,711,NA,"NA",NA,2009
"711",2011,201.164696280788,20287914.6924,0.000204035676387106,63631.2602714051,13735101.3573,565,103139610.408,4157,55,29,"Performing Arts, Spectator Sports, and Related Industries",71,711,NA,"NA",NA,2010
"711",2012,102.12749421651,15288977.5896,0.000204035676387106,63631.2602714051,15514511.8802,553,103139610.408,4157,55,29,"Performing Arts, Spectator Sports, and Related Industries",71,711,NA,"NA",NA,2011
"711",2013,254.15768525998,18082569.4838,0.000209238420594744,72755.5775435975,8547146.6992,313,103139610.408,4157,55,29,"Performing Arts, Spectator Sports, and Related Industries",71,711,NA,"NA",NA,2012
"711",2014,186.461770684328,9840727.2596,0.000209238420594744,72755.5775435975,11158845.3882,339,103139610.408,4157,55,29,"Performing Arts, Spectator Sports, and Related Industries",71,711,NA,"NA",NA,2013
"711",2015,190.589058513612,14837345.2004,0.000209238420594744,72755.5775435975,8826222.3702,317,103139610.408,4157,55,29,"Performing Arts, Spectator Sports, and Related Industries",71,711,NA,"NA",NA,2014
"712",2008,1034.25402609134,5075152,0.000382009782469445,28151.2020358112,3952562.5682,72,43660120.4553,567,68,54,"Museums, Historical Sites, and Similar Institutions",71,712,NA,"NA",NA,2007
"712",2009,1147.34841571896,3871884.5984,0.000382009782469445,28151.2020358112,8470202.712,76,43660120.4553,567,68,54,"Museums, Historical Sites, and Similar Institutions",71,712,NA,"NA",NA,2008
"712",2010,854.518222784804,5293803.4631,0.000382009782469445,28151.2020358112,9862254.8207,130,43660120.4553,567,68,54,"Museums, Historical Sites, and Similar Institutions",71,712,NA,"NA",NA,2009
"712",2011,1030.5263233233,8122425.3161,0.000382009782469445,28151.2020358112,4209444.0748,91,43660120.4553,567,68,54,"Museums, Historical Sites, and Similar Institutions",71,712,NA,"NA",NA,2010
"712",2012,1150.06664127154,7585951.0201,0.000382009782469445,28151.2020358112,9673844.5558,89,43660120.4553,567,68,54,"Museums, Historical Sites, and Similar Institutions",71,712,NA,"NA",NA,2011
"712",2013,1353.55476481635,6411380.7636,0.000467094778444044,31011.0308242456,3101473.6653,36,43660120.4553,567,68,54,"Museums, Historical Sites, and Similar Institutions",71,712,NA,"NA",NA,2012
"712",2014,2464.1516525643,4167368.155,0.000467094778444044,31011.0308242456,2218989.377,45,43660120.4553,567,68,54,"Museums, Historical Sites, and Similar Institutions",71,712,NA,"NA",NA,2013
"712",2015,1644.81986508664,10382200.747,0.000467094778444044,31011.0308242456,2171348.6815,28,43660120.4553,567,68,54,"Museums, Historical Sites, and Similar Institutions",71,712,NA,"NA",NA,2014
"713",2008,495.380963928464,9565778.0504,9.72537198824949e-05,17980.4127258705,13457494.1835,283,61585114.0096,1701,63,43,"Amusement, Gambling, and Recreation Industries",71,713,NA,"NA",NA,2007
"713",2009,1184.92856143911,17776326.2977,9.72537198824949e-05,17980.4127258705,11479329.8054,310,61585114.0096,1701,63,43,"Amusement, Gambling, and Recreation Industries",71,713,NA,"NA",NA,2008
"713",2010,458.537729692504,16638070.9697,9.72537198824949e-05,17980.4127258705,5798547.7003,265,61585114.0096,1701,63,43,"Amusement, Gambling, and Recreation Industries",71,713,NA,"NA",NA,2009
"713",2011,243.167223161244,9192177.1027,9.72537198824949e-05,17980.4127258705,14880692.1914,276,61585114.0096,1701,63,43,"Amusement, Gambling, and Recreation Industries",71,713,NA,"NA",NA,2010
"713",2012,976.274160976615,13849728.3389,9.72537198824949e-05,17980.4127258705,5801822.4304,194,61585114.0096,1701,63,43,"Amusement, Gambling, and Recreation Industries",71,713,NA,"NA",NA,2011
"713",2013,569.664368878945,8957611.7899,8.86485587745178e-05,18714.0970324925,2226812.6608,101,61585114.0096,1701,63,43,"Amusement, Gambling, and Recreation Industries",71,713,NA,"NA",NA,2012
"713",2014,4175.73204955617,16098785.7303,8.86485587745178e-05,18714.0970324925,5300743.1436,149,61585114.0096,1701,63,43,"Amusement, Gambling, and Recreation Industries",71,713,NA,"NA",NA,2013
"713",2015,822.998548182213,10372136.48,8.86485587745178e-05,18714.0970324925,2639671.8942,123,61585114.0096,1701,63,43,"Amusement, Gambling, and Recreation Industries",71,713,NA,"NA",NA,2014
"721",2008,69.0158382738954,210423879.855,0.00116648635866144,23541.9927628344,225232882.1991,6590,1268249279.1605,43687,27,9,"Accommodation",72,721,NA,"NA",NA,2007
"721",2009,99.4935523305799,249492704.4849,0.00116648635866144,23541.9927628344,197385754.8785,6686,1268249279.1605,43687,27,9,"Accommodation",72,721,NA,"NA",NA,2008
"721",2010,87.679525008868,201658048.2528,0.00116648635866144,23541.9927628344,208637140.0247,6942,1268249279.1605,43687,27,9,"Accommodation",72,721,NA,"NA",NA,2009
"721",2011,64.7631115633276,209248375.7797,0.00116648635866144,23541.9927628344,166027808.7092,5813,1268249279.1605,43687,27,9,"Accommodation",72,721,NA,"NA",NA,2010
"721",2012,116.688198297595,176088080.7408,0.00116648635866144,23541.9927628344,151826099.9456,5322,1268249279.1605,43687,27,9,"Accommodation",72,721,NA,"NA",NA,2011
"721",2013,176.628557535533,156175941.3058,0.000797392151036186,25701.8344366208,107374134.2141,4286,1268249279.1605,43687,27,9,"Accommodation",72,721,NA,"NA",NA,2012
"721",2014,139.95083782997,105157186.1826,0.000797392151036186,25701.8344366208,103936606.1896,4319,1268249279.1605,43687,27,9,"Accommodation",72,721,NA,"NA",NA,2013
"721",2015,113.407613464375,110507880.1974,0.000797392151036186,25701.8344366208,107828852.9997,3729,1268249279.1605,43687,27,9,"Accommodation",72,721,NA,"NA",NA,2014
"722",2008,518.101082943753,771477980.8753,0.0017800413535489,12921.3288764695,1047841956.5457,2515,3992559893.3534,15998,18,17,"Food Services and Drinking Places",72,722,NA,"NA",NA,2007
"722",2009,498.110579473874,907049866.5552,0.0017800413535489,12921.3288764695,504197834.9566,2334,3992559893.3534,15998,18,17,"Food Services and Drinking Places",72,722,NA,"NA",NA,2008
"722",2010,270.979960434081,848274084.3393,0.0017800413535489,12921.3288764695,508829429.1409,2269,3992559893.3534,15998,18,17,"Food Services and Drinking Places",72,722,NA,"NA",NA,2009
"722",2011,554.214044563184,1001279625.2015,0.0017800413535489,12921.3288764695,543507891.494,2065,3992559893.3534,15998,18,17,"Food Services and Drinking Places",72,722,NA,"NA",NA,2010
"722",2012,759.448618549016,917149124.6449,0.0017800413535489,12921.3288764695,452217864.2299,1964,3992559893.3534,15998,18,17,"Food Services and Drinking Places",72,722,NA,"NA",NA,2011
"722",2013,1215.1230011049,1051497569.1035,0.00205258284153413,14514.6521916543,378049884.7774,1779,3992559893.3534,15998,18,17,"Food Services and Drinking Places",72,722,NA,"NA",NA,2012
"722",2014,916.058954562295,922923779.9105,0.00205258284153413,14514.6521916543,285653686.2052,1698,3992559893.3534,15998,18,17,"Food Services and Drinking Places",72,722,NA,"NA",NA,2013
"722",2015,1084.10404800691,887934092.769,0.00205258284153413,14514.6521916543,272261346.0037,1374,3992559893.3534,15998,18,17,"Food Services and Drinking Places",72,722,NA,"NA",NA,2014
"811",2008,505.048041120288,2858616789.3918,0.0207548282491912,31774.2075660365,1099649375.4679,7370,9898341427.5029,56291,15,7,"Repair and Maintenance",81,811,NA,"NA",NA,2007
"811",2009,464.613995418789,2543215751.1468,0.0207548282491912,31774.2075660365,1081436064.3951,7186,9898341427.5029,56291,15,7,"Repair and Maintenance",81,811,NA,"NA",NA,2008
"811",2010,410.308686681055,3005998001.1538,0.0207548282491912,31774.2075660365,2346701833.3724,7044,9898341427.5029,56291,15,7,"Repair and Maintenance",81,811,NA,"NA",NA,2009
"811",2011,418.42958181867,2331568168.8151,0.0207548282491912,31774.2075660365,1634910056.2522,7112,9898341427.5029,56291,15,7,"Repair and Maintenance",81,811,NA,"NA",NA,2010
"811",2012,539.351079171489,2196524050.1403,0.0207548282491912,31774.2075660365,1156548715.1478,7606,9898341427.5029,56291,15,7,"Repair and Maintenance",81,811,NA,"NA",NA,2011
"811",2013,680.764431075467,2945751018.9141,0.0204646242990081,34564.0947909845,948166602.4912,6853,9898341427.5029,56291,15,7,"Repair and Maintenance",81,811,NA,"NA",NA,2012
"811",2014,325.380425796604,1911092868.7955,0.0204646242990081,34564.0947909845,985605019.4704,6771,9898341427.5029,56291,15,7,"Repair and Maintenance",81,811,NA,"NA",NA,2013
"811",2015,223.442854208078,1572096397.5819,0.0204646242990081,34564.0947909845,645323760.9059,6349,9898341427.5029,56291,15,7,"Repair and Maintenance",81,811,NA,"NA",NA,2014
"812",2008,139.936167967946,88353053.7673,0.00107609937006455,20006.1172048067,95451957.317,1265,639761460.4767,9990,37,22,"Personal and Laundry Services",81,812,NA,"NA",NA,2007
"812",2009,173.476751153907,96281424.1454,0.00107609937006455,20006.1172048067,117873659.0379,1407,639761460.4767,9990,37,22,"Personal and Laundry Services",81,812,NA,"NA",NA,2008
"812",2010,286.900893964649,106157891.9752,0.00107609937006455,20006.1172048067,125053161.7003,1377,639761460.4767,9990,37,22,"Personal and Laundry Services",81,812,NA,"NA",NA,2009
"812",2011,602.952231358207,170091531.4195,0.00107609937006455,20006.1172048067,87522911.1432,1393,639761460.4767,9990,37,22,"Personal and Laundry Services",81,812,NA,"NA",NA,2010
"812",2012,218.426209189919,96440041.8156,0.00107609937006455,20006.1172048067,65489938.4052,1297,639761460.4767,9990,37,22,"Personal and Laundry Services",81,812,NA,"NA",NA,2011
"812",2013,167.954101363278,94285415.3418,0.00108335028805317,21250.2929142541,60153877.4322,1129,639761460.4767,9990,37,22,"Personal and Laundry Services",81,812,NA,"NA",NA,2012
"812",2014,217.303089158082,74081712.4177,0.00108335028805317,21250.2929142541,49025688.8696,1140,639761460.4767,9990,37,22,"Personal and Laundry Services",81,812,NA,"NA",NA,2013
"812",2015,208.096670799799,65186735.3939,0.00108335028805317,21250.2929142541,39190266.5713,982,639761460.4767,9990,37,22,"Personal and Laundry Services",81,812,NA,"NA",NA,2014
"813",2008,456.755373167857,36678502.106,0.000197784805484963,36681.9599063596,39593158.4819,1018,248733065.5013,6094,44,28,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,813,NA,"NA",NA,2007
"813",2009,528.157377367528,34819411.4631,0.000197784805484963,36681.9599063596,38447071.6886,1096,248733065.5013,6094,44,28,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,813,NA,"NA",NA,2008
"813",2010,759.314859503254,30454362.4015,0.000197784805484963,36681.9599063596,27756667.7635,995,248733065.5013,6094,44,28,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,813,NA,"NA",NA,2009
"813",2011,256.794232936123,21298973.2416,0.000197784805484963,36681.9599063596,38655111.4077,866,248733065.5013,6094,44,28,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,813,NA,"NA",NA,2010
"813",2012,1154.30728492896,29015610.2643,0.000197784805484963,36681.9599063596,28622680.1131,664,248733065.5013,6094,44,28,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,813,NA,"NA",NA,2011
"813",2013,877.453482834061,27552045.9285,0.000140773645070103,43098.157386347,19808550.2482,452,248733065.5013,6094,44,28,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,813,NA,"NA",NA,2012
"813",2014,961.229891954998,16382526.74,0.000140773645070103,43098.157386347,36249734.9191,548,248733065.5013,6094,44,28,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,813,NA,"NA",NA,2013
"813",2015,1150.18915147499,17745036.8327,0.000140773645070103,43098.157386347,19600090.8792,455,248733065.5013,6094,44,28,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,813,NA,"NA",NA,2014
"814",2008,NA,NA,NA,NA,36796.8408,1,414352.3273,6,106,107,"Private Households",81,814,NA,"NA",NA,2007
"814",2010,NA,NA,NA,NA,18759.7895,1,414352.3273,6,106,107,"Private Households",81,814,NA,"NA",NA,2009
"814",2011,NA,NA,NA,NA,3752,1,414352.3273,6,106,107,"Private Households",81,814,NA,"NA",NA,2010
"814",2012,NA,NA,NA,NA,5204.3001,2,414352.3273,6,106,107,"Private Households",81,814,NA,"NA",NA,2011
"814",2014,NA,NA,NA,NA,349839.3969,1,414352.3273,6,106,107,"Private Households",81,814,NA,"NA",NA,2013
"921",2008,4722.7401044503,1952793706.2698,NA,NA,79039332.8566,143,374921706.5046,1474,42,47,"Executive, Legislative, and Other General Government Support",92,921,NA,"NA",NA,2007
"921",2009,845.294631457402,982237843.6238,NA,NA,60331332.3066,126,374921706.5046,1474,42,47,"Executive, Legislative, and Other General Government Support",92,921,NA,"NA",NA,2008
"921",2010,1047.4200457298,534785054.7037,NA,NA,43271799.9886,311,374921706.5046,1474,42,47,"Executive, Legislative, and Other General Government Support",92,921,NA,"NA",NA,2009
"921",2011,1660.98615652189,563312331.5015,NA,NA,70871716.3278,371,374921706.5046,1474,42,47,"Executive, Legislative, and Other General Government Support",92,921,NA,"NA",NA,2010
"921",2012,1255.35227068351,306178396.7184,NA,NA,56784855.0327,241,374921706.5046,1474,42,47,"Executive, Legislative, and Other General Government Support",92,921,NA,"NA",NA,2011
"921",2013,1907.00472721745,243405301.4712,NA,NA,35610985.0311,115,374921706.5046,1474,42,47,"Executive, Legislative, and Other General Government Support",92,921,NA,"NA",NA,2012
"921",2014,2005.6793928341,160593182.3867,NA,NA,23010927.8941,125,374921706.5046,1474,42,47,"Executive, Legislative, and Other General Government Support",92,921,NA,"NA",NA,2013
"921",2015,1929.21947217335,221098262.0772,NA,NA,6000757.0671,42,374921706.5046,1474,42,47,"Executive, Legislative, and Other General Government Support",92,921,NA,"NA",NA,2014
"922",2008,785.119537039312,21855256.9397,NA,NA,9911293.3919,239,86284293.1407,1645,59,45,"Justice, Public Order, and Safety Activities",92,922,NA,"NA",NA,2007
"922",2009,1739.83382440122,26513500.6705,NA,NA,27466131.8117,226,86284293.1407,1645,59,45,"Justice, Public Order, and Safety Activities",92,922,NA,"NA",NA,2008
"922",2010,1028.42021977429,27467633.6618,NA,NA,9646091.6511,221,86284293.1407,1645,59,45,"Justice, Public Order, and Safety Activities",92,922,NA,"NA",NA,2009
"922",2011,1460.88426968269,22385845.0517,NA,NA,12125800.722,253,86284293.1407,1645,59,45,"Justice, Public Order, and Safety Activities",92,922,NA,"NA",NA,2010
"922",2012,387.305478017346,16448344.3666,NA,NA,9904722.4503,208,86284293.1407,1645,59,45,"Justice, Public Order, and Safety Activities",92,922,NA,"NA",NA,2011
"922",2013,172.064961668572,11845116.5597,NA,NA,5210808.2655,176,86284293.1407,1645,59,45,"Justice, Public Order, and Safety Activities",92,922,NA,"NA",NA,2012
"922",2014,195.048832048907,11323602.3066,NA,NA,5845462.6293,161,86284293.1407,1645,59,45,"Justice, Public Order, and Safety Activities",92,922,NA,"NA",NA,2013
"922",2015,5355.46510066354,38768953.901,NA,NA,6173982.2189,161,86284293.1407,1645,59,45,"Justice, Public Order, and Safety Activities",92,922,NA,"NA",NA,2014
"923",2008,3634.81649492226,24073923.7684,NA,NA,6120234.972,165,137671942.1253,1920,51,42,"Administration Of Human Resource Programs",92,923,NA,"NA",NA,2007
"923",2009,2343.15547119914,13048625.6168,NA,NA,12356816.7382,188,137671942.1253,1920,51,42,"Administration Of Human Resource Programs",92,923,NA,"NA",NA,2008
"923",2010,1373.47724891792,19732306.9945,NA,NA,18513868.2723,241,137671942.1253,1920,51,42,"Administration Of Human Resource Programs",92,923,NA,"NA",NA,2009
"923",2011,491.718486492714,14749169.5301,NA,NA,16599888.7425,265,137671942.1253,1920,51,42,"Administration Of Human Resource Programs",92,923,NA,"NA",NA,2010
"923",2012,472.147873803662,20292443.269,NA,NA,24382229.9873,284,137671942.1253,1920,51,42,"Administration Of Human Resource Programs",92,923,NA,"NA",NA,2011
"923",2013,557.423831574251,23014156.8484,NA,NA,18314754.7665,240,137671942.1253,1920,51,42,"Administration Of Human Resource Programs",92,923,NA,"NA",NA,2012
"923",2014,486.004105965531,21358990.05,NA,NA,20371925.454,277,137671942.1253,1920,51,42,"Administration Of Human Resource Programs",92,923,NA,"NA",NA,2013
"923",2015,462.574520438337,21679006.54,NA,NA,21012223.1925,260,137671942.1253,1920,51,42,"Administration Of Human Resource Programs",92,923,NA,"NA",NA,2014
"924",2008,5975.50705074819,46011553.7422,NA,NA,10151503.5045,79,88998809.9344,544,58,56,"Administration Of Environmental Quality Programs",92,924,NA,"NA",NA,2007
"924",2009,2612.85534084755,20545466.3967,NA,NA,20190837.0644,83,88998809.9344,544,58,56,"Administration Of Environmental Quality Programs",92,924,NA,"NA",NA,2008
"924",2010,3425.369201037,23636896.8398,NA,NA,16236995.137,103,88998809.9344,544,58,56,"Administration Of Environmental Quality Programs",92,924,NA,"NA",NA,2009
"924",2011,1553.30776464607,19821414.0706,NA,NA,8606412.7434,67,88998809.9344,544,58,56,"Administration Of Environmental Quality Programs",92,924,NA,"NA",NA,2010
"924",2012,9435.02677824959,649567531.555,NA,NA,15689494.0058,62,88998809.9344,544,58,56,"Administration Of Environmental Quality Programs",92,924,NA,"NA",NA,2011
"924",2013,7114.26553681867,208938388.6926,NA,NA,8642994.5673,63,88998809.9344,544,58,56,"Administration Of Environmental Quality Programs",92,924,NA,"NA",NA,2012
"924",2014,1731.85961155404,14464340.15,NA,NA,6467982.3278,62,88998809.9344,544,58,56,"Administration Of Environmental Quality Programs",92,924,NA,"NA",NA,2013
"924",2015,1831.36036264052,10090996.81,NA,NA,3012590.5842,25,88998809.9344,544,58,56,"Administration Of Environmental Quality Programs",92,924,NA,"NA",NA,2014
"925",2008,2994.44523129172,9449061,NA,NA,8513982.0396,18,29213326.1327,58,73,89,"Administration Of Housing Programs, Urban Planning, and Community Development",92,925,NA,"NA",NA,2007
"925",2009,2586.29028205772,7225539.4947,NA,NA,3843537.7533,7,29213326.1327,58,73,89,"Administration Of Housing Programs, Urban Planning, and Community Development",92,925,NA,"NA",NA,2008
"925",2010,3561.2518458858,6981581.9803,NA,NA,4673415.7653,12,29213326.1327,58,73,89,"Administration Of Housing Programs, Urban Planning, and Community Development",92,925,NA,"NA",NA,2009
"925",2011,3948.23944737212,5404110.056,NA,NA,3419269.7055,11,29213326.1327,58,73,89,"Administration Of Housing Programs, Urban Planning, and Community Development",92,925,NA,"NA",NA,2010
"925",2012,7704.55026041162,3610732.4249,NA,NA,2286644.41,1,29213326.1327,58,73,89,"Administration Of Housing Programs, Urban Planning, and Community Development",92,925,NA,"NA",NA,2011
"925",2013,7676.53803382416,1432705.6845,NA,NA,2206545.55,1,29213326.1327,58,73,89,"Administration Of Housing Programs, Urban Planning, and Community Development",92,925,NA,"NA",NA,2012
"925",2014,9143.49045873551,2437546.61,NA,NA,2380521.3194,2,29213326.1327,58,73,89,"Administration Of Housing Programs, Urban Planning, and Community Development",92,925,NA,"NA",NA,2013
"925",2015,8391.65214446971,2090895.01,NA,NA,1889409.5896,6,29213326.1327,58,73,89,"Administration Of Housing Programs, Urban Planning, and Community Development",92,925,NA,"NA",NA,2014
"926",2008,9119.45404489681,153121366.8809,NA,NA,41243618.5341,99,952782098.6663,741,31,53,"Administration Of Economic Programs",92,926,NA,"NA",NA,2007
"926",2009,4549.13496140375,85105872.2282,NA,NA,173392420.3879,135,952782098.6663,741,31,53,"Administration Of Economic Programs",92,926,NA,"NA",NA,2008
"926",2010,9136.08349796712,127134185.9963,NA,NA,137267390.5508,122,952782098.6663,741,31,53,"Administration Of Economic Programs",92,926,NA,"NA",NA,2009
"926",2011,8784.60565389876,82836337.5712,NA,NA,182129981.359,86,952782098.6663,741,31,53,"Administration Of Economic Programs",92,926,NA,"NA",NA,2010
"926",2012,9589.95123903673,186237573.5957,NA,NA,196355789.0195,97,952782098.6663,741,31,53,"Administration Of Economic Programs",92,926,NA,"NA",NA,2011
"926",2013,8451.90940958452,190050035.5575,NA,NA,105236475.0075,85,952782098.6663,741,31,53,"Administration Of Economic Programs",92,926,NA,"NA",NA,2012
"926",2014,5702.7645410048,150234510.72,NA,NA,58970724.8611,62,952782098.6663,741,31,53,"Administration Of Economic Programs",92,926,NA,"NA",NA,2013
"926",2015,7787.74856656844,123099227.0522,NA,NA,58185698.9464,55,952782098.6663,741,31,53,"Administration Of Economic Programs",92,926,NA,"NA",NA,2014
"927",2008,8013.18131949606,603087866.6992,NA,NA,8626804.1231,6,21407199.5606,10,75,102.5,"Space Research and Technology",92,927,NA,"NA",NA,2007
"927",2010,7841.29964881783,360263094.4182,NA,NA,10124,1,21407199.5606,10,75,102.5,"Space Research and Technology",92,927,NA,"NA",NA,2009
"927",2012,9095.30009573905,633843242.1489,NA,NA,10004346,1,21407199.5606,10,75,102.5,"Space Research and Technology",92,927,NA,"NA",NA,2011
"927",2013,8138.162029345,610990905.9356,NA,NA,2737793.9375,1,21407199.5606,10,75,102.5,"Space Research and Technology",92,927,NA,"NA",NA,2012
"927",2015,9072.91787835247,221129806.9,NA,NA,28131.5,1,21407199.5606,10,75,102.5,"Space Research and Technology",92,927,NA,"NA",NA,2014
"928",2008,2731.74378181942,42438952,NA,NA,2371203.1336,15,100730966.6674,243,56,75,"National Security and International Affairs",92,928,NA,"NA",NA,2007
"928",2009,2574.94577999826,28524325.054,NA,NA,3951486.3991,28,100730966.6674,243,56,75,"National Security and International Affairs",92,928,NA,"NA",NA,2008
"928",2010,2245.60447226805,45569428.3823,NA,NA,32342206.9693,49,100730966.6674,243,56,75,"National Security and International Affairs",92,928,NA,"NA",NA,2009
"928",2011,2397.15083191776,107265552.3374,NA,NA,39531571.9772,47,100730966.6674,243,56,75,"National Security and International Affairs",92,928,NA,"NA",NA,2010
"928",2012,2465.2229167021,81706238.1807,NA,NA,6492877.5355,38,100730966.6674,243,56,75,"National Security and International Affairs",92,928,NA,"NA",NA,2011
"928",2013,1978.50742977267,70111995.6568,NA,NA,7215901.4627,36,100730966.6674,243,56,75,"National Security and International Affairs",92,928,NA,"NA",NA,2012
"928",2014,1934.50917709658,97081264.107,NA,NA,4377335.07,18,100730966.6674,243,56,75,"National Security and International Affairs",92,928,NA,"NA",NA,2013
"928",2015,9008.9324484239,546974989.69,NA,NA,4448384.12,12,100730966.6674,243,56,75,"National Security and International Affairs",92,928,NA,"NA",NA,2014
NA,2008,NA,NA,NA,NA,428847518.7633,564,2156692393.3799,4077,21,30,NA,NA,NA,NA,"NA",NA,2007
NA,2009,NA,NA,NA,NA,458479216.9972,2602,2156692393.3799,4077,21,30,NA,NA,NA,NA,"NA",NA,2008
NA,2010,NA,NA,NA,NA,131365030.6467,598,2156692393.3799,4077,21,30,NA,NA,NA,NA,"NA",NA,2009
NA,2011,NA,NA,NA,NA,426505356.0988,87,2156692393.3799,4077,21,30,NA,NA,NA,NA,"NA",NA,2010
