"principalnaicscode","StartCY","def6_HHI_lag1","def6_obl_lag1Const","def6_ratio_lag1","US6_avg_sal_lag1Const","annual_action_obligation","annual_count","naics_action_obligation","naics_count","naics_dollar_rank","naics_count_rank","principalnaicscodeText","principalNAICS2DigitCode","principalNAICS3DigitCode","principalNAICS4DigitCode","NAICS_shorthand","NAICS_unabbreviated","CY"
"423450",2014,1615.68675637148,730434478.50602,0.00453096851022735,100424.374336664,3555976.43638807,43,23951552.562614,555,347,210,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",42,423,4234,"423450 Medical
Equipment &
Supplies
Wholesalers","423450 Medical Equipment & Supplies Wholesalers",2013
"423450",2015,2373.11051953318,866684537.90362,0.00453096851022735,100424.374336664,2102554.144227,34,23951552.562614,555,347,210,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",42,423,4234,"423450 Medical
Equipment &
Supplies
Wholesalers","423450 Medical Equipment & Supplies Wholesalers",2014
"423460",2008,1231.3482833855,14689892.2454228,0.00142600886576565,47288.0547049318,257784.21789842,5,3895183.559325,21,537,671.5,"Ophthalmic Goods Merchant Wholesalers",42,423,4234,"NA",NA,2007
"423460",2009,719.808854032688,7095178.80944863,0.00142600886576565,47288.0547049318,9790.36582831012,2,3895183.559325,21,537,671.5,"Ophthalmic Goods Merchant Wholesalers",42,423,4234,"NA",NA,2008
"423460",2010,2677.13065104835,11549707.9563913,0.00142600886576565,47288.0547049318,54500.1039284972,2,3895183.559325,21,537,671.5,"Ophthalmic Goods Merchant Wholesalers",42,423,4234,"NA",NA,2009
"423460",2011,3653.21700144595,10517482.6773416,0.00142600886576565,47288.0547049318,3461828.87415936,5,3895183.559325,21,537,671.5,"Ophthalmic Goods Merchant Wholesalers",42,423,4234,"NA",NA,2010
"423460",2012,4303.87118607766,4173198.04032851,0.00142600886576565,47288.0547049318,28980,1,3895183.559325,21,537,671.5,"Ophthalmic Goods Merchant Wholesalers",42,423,4234,"NA",NA,2011
"423460",2013,2804.69471321645,1426735.13954138,0.000126308273599794,52566.4688435094,18970.9347996858,1,3895183.559325,21,537,671.5,"Ophthalmic Goods Merchant Wholesalers",42,423,4234,"NA",NA,2012
"423460",2014,3308.19435008807,553116.282507148,0.000126308273599794,52566.4688435094,63329.0627107215,5,3895183.559325,21,537,671.5,"Ophthalmic Goods Merchant Wholesalers",42,423,4234,"NA",NA,2013
"423490",2008,1303.66797701646,47369323.302571,0.00213951658914492,64494.9439633052,651772.774268009,42,26862892.9224421,237,333,314,"Other Professional Equipment and Supplies Merchant Wholesalers",42,423,4234,"NA",NA,2007
"423490",2009,984.405827580855,50524405.9183621,0.00213951658914492,64494.9439633052,2499691.40355154,34,26862892.9224421,237,333,314,"Other Professional Equipment and Supplies Merchant Wholesalers",42,423,4234,"NA",NA,2008
"423490",2010,981.375935514527,65508082.5352765,0.00213951658914492,64494.9439633052,2399079.60747001,32,26862892.9224421,237,333,314,"Other Professional Equipment and Supplies Merchant Wholesalers",42,423,4234,"NA",NA,2009
"423490",2011,2523.52482610213,123677331.413384,0.00213951658914492,64494.9439633052,7699440.71815773,34,26862892.9224421,237,333,314,"Other Professional Equipment and Supplies Merchant Wholesalers",42,423,4234,"NA",NA,2010
"423490",2012,2361.88021332039,76558521.2212496,0.00213951658914492,64494.9439633052,2549330.90500181,29,26862892.9224421,237,333,314,"Other Professional Equipment and Supplies Merchant Wholesalers",42,423,4234,"NA",NA,2011
"423490",2013,5367.50505748806,102433767.354452,0.00496134437819327,75935.8983452335,3731117.57680356,25,26862892.9224421,237,333,314,"Other Professional Equipment and Supplies Merchant Wholesalers",42,423,4234,"NA",NA,2012
"423490",2014,560.936898531292,18170718.4353604,0.00496134437819327,75935.8983452335,6965210.81679112,26,26862892.9224421,237,333,314,"Other Professional Equipment and Supplies Merchant Wholesalers",42,423,4234,"NA",NA,2013
"423490",2015,814.821540517961,15018907.5544654,0.00496134437819327,75935.8983452335,367249.120398341,15,26862892.9224421,237,333,314,"Other Professional Equipment and Supplies Merchant Wholesalers",42,423,4234,"NA",NA,2014
"423510",2008,2637.01786882519,30880625.5676672,0.000126082896381955,65946.2373238077,243754.059837011,10,441928.475839064,35,745,601.5,"Metal Service Centers and Other Metal Merchant Wholesalers",42,423,4235,"NA",NA,2007
"423510",2009,398.818894555048,18042762.718422,0.000126082896381955,65946.2373238077,57325.2537898605,7,441928.475839064,35,745,601.5,"Metal Service Centers and Other Metal Merchant Wholesalers",42,423,4235,"NA",NA,2008
"423510",2010,208.165808784958,13792167.8608448,0.000126082896381955,65946.2373238077,38543.9152702329,6,441928.475839064,35,745,601.5,"Metal Service Centers and Other Metal Merchant Wholesalers",42,423,4235,"NA",NA,2009
"423510",2011,657.748308517175,12004812.8565916,0.000126082896381955,65946.2373238077,30829.3087283473,4,441928.475839064,35,745,601.5,"Metal Service Centers and Other Metal Merchant Wholesalers",42,423,4235,"NA",NA,2010
"423510",2012,427.783423382551,7044731.60770371,0.000126082896381955,65946.2373238077,20757.8096,2,441928.475839064,35,745,601.5,"Metal Service Centers and Other Metal Merchant Wholesalers",42,423,4235,"NA",NA,2011
"423510",2013,765.451814921894,6665823.99254408,2.82761304089015e-05,65020.2182033121,0,1,441928.475839064,35,745,601.5,"Metal Service Centers and Other Metal Merchant Wholesalers",42,423,4235,"NA",NA,2012
"423510",2014,870.144094623996,3733532.61026231,2.82761304089015e-05,65020.2182033121,4952.20113669203,1,441928.475839064,35,745,601.5,"Metal Service Centers and Other Metal Merchant Wholesalers",42,423,4235,"NA",NA,2013
"423510",2015,492.7113550748,1804165.75221544,2.82761304089015e-05,65020.2182033121,45765.9274769202,4,441928.475839064,35,745,601.5,"Metal Service Centers and Other Metal Merchant Wholesalers",42,423,4235,"NA",NA,2014
"423520",2008,2300.02623038429,16194072.7490368,0.00077513325661377,108496.207922239,9010061.64158323,9,18313719.778569,13,368,736,"Coal and Other Mineral and Ore Merchant Wholesalers",42,423,4235,"NA",NA,2007
"423520",2009,1874.00829741521,36500980.2322263,0.00077513325661377,108496.207922239,5257427.32704403,1,18313719.778569,13,368,736,"Coal and Other Mineral and Ore Merchant Wholesalers",42,423,4235,"NA",NA,2008
"423520",2010,3153.72710514706,48673888.9093117,0.00077513325661377,108496.207922239,2201734.10933278,1,18313719.778569,13,368,736,"Coal and Other Mineral and Ore Merchant Wholesalers",42,423,4235,"NA",NA,2009
"423520",2011,3509.38379068917,41369739.041952,0.00077513325661377,108496.207922239,1809114.05135521,1,18313719.778569,13,368,736,"Coal and Other Mineral and Ore Merchant Wholesalers",42,423,4235,"NA",NA,2010
"423520",2013,5960.09297442277,32707842.136652,0.00111001795918791,112440.706256344,35382.6492537313,1,18313719.778569,13,368,736,"Coal and Other Mineral and Ore Merchant Wholesalers",42,423,4235,"NA",NA,2012
"423610",2008,1510.63678084079,170518595.758173,0.00119373671592462,70239.1435654014,5059738.57516965,56,47770980.1674841,396,272,247.5,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",42,423,4236,"NA",NA,2007
"423610",2009,2117.24585685611,193363264.294182,0.00119373671592462,70239.1435654014,4873696.55244186,69,47770980.1674841,396,272,247.5,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",42,423,4236,"NA",NA,2008
"423610",2010,2230.15975735657,186917246.021005,0.00119373671592462,70239.1435654014,3480208.99292803,69,47770980.1674841,396,272,247.5,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",42,423,4236,"NA",NA,2009
"423610",2011,2008.35786971061,209713893.60296,0.00119373671592462,70239.1435654014,2910564.41976299,47,47770980.1674841,396,272,247.5,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",42,423,4236,"NA",NA,2010
"423610",2012,1548.01957965484,203711229.217583,0.00119373671592462,70239.1435654014,10472227.8249154,54,47770980.1674841,396,272,247.5,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",42,423,4236,"NA",NA,2011
"423610",2013,2021.38232911905,207290249.535872,0.00139508134350278,74949.5094483648,16862503.5157693,62,47770980.1674841,396,272,247.5,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",42,423,4236,"NA",NA,2012
"423610",2014,1672.17492843327,149408100.958417,0.00139508134350278,74949.5094483648,2159877.42364353,30,47770980.1674841,396,272,247.5,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",42,423,4236,"NA",NA,2013
"423610",2015,3059.94727639732,330221927.774165,0.00139508134350278,74949.5094483648,1952162.86285334,9,47770980.1674841,396,272,247.5,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",42,423,4236,"NA",NA,2014
"423620",2008,3275.71026420408,32316920.0197282,0.000311027451455817,68186.8822556987,22040380.3434459,19,59848066.3310877,73,260,469.5,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",42,423,4236,"NA",NA,2007
"423620",2009,3246.21159783014,39616413.3609848,0.000311027451455817,68186.8822556987,8724568.1605241,14,59848066.3310877,73,260,469.5,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",42,423,4236,"NA",NA,2008
"423620",2010,1334.84218804073,26732267.1556924,0.000311027451455817,68186.8822556987,21558141.3629183,23,59848066.3310877,73,260,469.5,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",42,423,4236,"NA",NA,2009
"423620",2011,2746.87027443491,33759708.5210982,0.000311027451455817,68186.8822556987,7387110.48727618,10,59848066.3310877,73,260,469.5,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",42,423,4236,"NA",NA,2010
"423620",2012,2283.89213933759,30792401.2948372,0.000311027451455817,68186.8822556987,84479.8475542027,5,59848066.3310877,73,260,469.5,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",42,423,4236,"NA",NA,2011
"423620",2014,683.367521615764,4441023.00543504,7.56324376581272e-05,71510.2300404049,48118.9095462865,1,59848066.3310877,73,260,469.5,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",42,423,4236,"NA",NA,2013
"423620",2015,1063.24728644358,8658462.71170093,7.56324376581272e-05,71510.2300404049,5267.21982270841,1,59848066.3310877,73,260,469.5,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",42,423,4236,"NA",NA,2014
"423690",2008,3638.10656080415,159456695.495508,0.000562192947641794,106196.565415659,19139023.5355513,93,46103685.0477962,268,276,299,"Other Electronic Parts and Equipment Merchant Wholesalers",42,423,4236,"NA",NA,2007
"423690",2009,5941.39264041203,241373109.054697,0.000562192947641794,106196.565415659,8501789.87995182,63,46103685.0477962,268,276,299,"Other Electronic Parts and Equipment Merchant Wholesalers",42,423,4236,"NA",NA,2008
"423690",2010,4977.22079982097,194077693.876562,0.000562192947641794,106196.565415659,12387636.8154476,48,46103685.0477962,268,276,299,"Other Electronic Parts and Equipment Merchant Wholesalers",42,423,4236,"NA",NA,2009
"423690",2011,5904.92479611264,222602133.018171,0.000562192947641794,106196.565415659,4407724.62123469,33,46103685.0477962,268,276,299,"Other Electronic Parts and Equipment Merchant Wholesalers",42,423,4236,"NA",NA,2010
"423690",2012,3776.16728111675,172738399.979106,0.000562192947641794,106196.565415659,854703.98542663,8,46103685.0477962,268,276,299,"Other Electronic Parts and Equipment Merchant Wholesalers",42,423,4236,"NA",NA,2011
"423690",2013,1568.99494856642,31314870.8579997,9.24723630847463e-05,111533.58832218,580876.122860227,10,46103685.0477962,268,276,299,"Other Electronic Parts and Equipment Merchant Wholesalers",42,423,4236,"NA",NA,2012
"423690",2014,2296.20179308383,12515584.7705453,9.24723630847463e-05,111533.58832218,176908.940820431,7,46103685.0477962,268,276,299,"Other Electronic Parts and Equipment Merchant Wholesalers",42,423,4236,"NA",NA,2013
"423690",2015,219.948596026783,4055370.74245166,9.24723630847463e-05,111533.58832218,55021.1465035058,6,46103685.0477962,268,276,299,"Other Electronic Parts and Equipment Merchant Wholesalers",42,423,4236,"NA",NA,2014
"423710",2008,653.818893271419,14136851.1022376,0.000277169775074423,56169.8063268746,238547.814528429,7,945131.604012439,59,677,507,"Hardware Merchant Wholesalers",42,423,4237,"NA",NA,2007
"423710",2009,778.013892161355,23928964.5294726,0.000277169775074423,56169.8063268746,83179.1300838575,9,945131.604012439,59,677,507,"Hardware Merchant Wholesalers",42,423,4237,"NA",NA,2008
"423710",2010,477.153619370563,17403169.9026152,0.000277169775074423,56169.8063268746,166981.44821258,7,945131.604012439,59,677,507,"Hardware Merchant Wholesalers",42,423,4237,"NA",NA,2009
"423710",2011,529.964451019579,17773420.8506148,0.000277169775074423,56169.8063268746,228758.707207499,12,945131.604012439,59,677,507,"Hardware Merchant Wholesalers",42,423,4237,"NA",NA,2010
"423710",2012,369.792569388509,18395208.4607854,0.000277169775074423,56169.8063268746,62922.175949568,5,945131.604012439,59,677,507,"Hardware Merchant Wholesalers",42,423,4237,"NA",NA,2011
"423710",2013,581.927775289616,16014283.1183858,0.00029940678317937,57011.3345226467,10323.0655930872,1,945131.604012439,59,677,507,"Hardware Merchant Wholesalers",42,423,4237,"NA",NA,2012
"423710",2014,874.94654185409,10245311.9825872,0.00029940678317937,57011.3345226467,43039.2062636084,6,945131.604012439,59,677,507,"Hardware Merchant Wholesalers",42,423,4237,"NA",NA,2013
"423710",2015,1041.0187313685,9277030.20702465,0.00029940678317937,57011.3345226467,111380.05617381,12,945131.604012439,59,677,507,"Hardware Merchant Wholesalers",42,423,4237,"NA",NA,2014
"423720",2008,328.239655170344,7256797.57087402,0.000123190299632128,61671.5484956467,1192526.41505126,21,2229120.85240544,67,589,486,"Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers",42,423,4237,"NA",NA,2007
"423720",2009,311.694086874494,6484953.18672973,0.000123190299632128,61671.5484956467,464509.736856662,15,2229120.85240544,67,589,486,"Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers",42,423,4237,"NA",NA,2008
"423720",2010,433.164532278895,6441563.38194808,0.000123190299632128,61671.5484956467,30779.5232121238,5,2229120.85240544,67,589,486,"Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers",42,423,4237,"NA",NA,2009
"423720",2011,675.096149899922,5139662.25590515,0.000123190299632128,61671.5484956467,254389.596698594,5,2229120.85240544,67,589,486,"Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers",42,423,4237,"NA",NA,2010
"423720",2012,389.643434191313,4522992.46738727,0.000123190299632128,61671.5484956467,136338.2002,4,2229120.85240544,67,589,486,"Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers",42,423,4237,"NA",NA,2011
"423720",2013,2243.58708263647,8858129.27892346,0.000182752915731027,61909.4152160656,16437.4974337899,9,2229120.85240544,67,589,486,"Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers",42,423,4237,"NA",NA,2012
"423720",2014,704.925878719402,2335113.26554298,0.000182752915731027,61909.4152160656,87319.5463828147,5,2229120.85240544,67,589,486,"Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers",42,423,4237,"NA",NA,2013
"423720",2015,720.098147425075,4280200.18208076,0.000182752915731027,61909.4152160656,46820.3365701987,3,2229120.85240544,67,589,486,"Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers",42,423,4237,"NA",NA,2014
"423730",2008,869.932551930372,6383629.67834768,0.000167063244123824,62250.6293808337,738420.893473028,19,4003774.83193779,70,534,477,"Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers",42,423,4237,"NA",NA,2007
"423730",2009,1203.62335981058,6904111.08092379,0.000167063244123824,62250.6293808337,169056.668004555,11,4003774.83193779,70,534,477,"Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers",42,423,4237,"NA",NA,2008
"423730",2010,1704.19778384718,6719643.24136433,0.000167063244123824,62250.6293808337,688454.490022864,8,4003774.83193779,70,534,477,"Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers",42,423,4237,"NA",NA,2009
"423730",2011,1024.22873548438,6372430.8414666,0.000167063244123824,62250.6293808337,1779107.32991105,13,4003774.83193779,70,534,477,"Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers",42,423,4237,"NA",NA,2010
"423730",2012,548.077487914058,6412700.86680095,0.000167063244123824,62250.6293808337,460074.296653339,10,4003774.83193779,70,534,477,"Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers",42,423,4237,"NA",NA,2011
"423730",2013,1688.58280754218,9703634.12608959,0.000219969873464687,69802.4338490349,89475.8199585199,5,4003774.83193779,70,534,477,"Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers",42,423,4237,"NA",NA,2012
"423730",2014,4424.3329326676,5306794.17952784,0.000219969873464687,69802.4338490349,67859.5511029766,3,4003774.83193779,70,534,477,"Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers",42,423,4237,"NA",NA,2013
"423730",2015,720.813183980198,1602514.36975047,0.000219969873464687,69802.4338490349,11325.782811459,1,4003774.83193779,70,534,477,"Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers",42,423,4237,"NA",NA,2014
"423740",2008,447.35394867142,5141049.41096598,0.000765232821961073,58142.3853414624,384933.537351395,21,34323330.2839139,133,305,388.5,"Refrigeration Equipment and Supplies Merchant Wholesalers",42,423,4237,"NA",NA,2007
"423740",2009,542.925811248901,5612520.06147196,0.000765232821961073,58142.3853414624,14409873.3589099,17,34323330.2839139,133,305,388.5,"Refrigeration Equipment and Supplies Merchant Wholesalers",42,423,4237,"NA",NA,2008
"423740",2010,1835.39119539352,27152214.5009177,0.000765232821961073,58142.3853414624,18077725.02838,24,34323330.2839139,133,305,388.5,"Refrigeration Equipment and Supplies Merchant Wholesalers",42,423,4237,"NA",NA,2009
"423740",2011,1400.49418444483,26015326.5369692,0.000765232821961073,58142.3853414624,309051.996739352,13,34323330.2839139,133,305,388.5,"Refrigeration Equipment and Supplies Merchant Wholesalers",42,423,4237,"NA",NA,2010
"423740",2012,1890.16607132245,8952320.51761308,0.000765232821961073,58142.3853414624,442500.723057345,19,34323330.2839139,133,305,388.5,"Refrigeration Equipment and Supplies Merchant Wholesalers",42,423,4237,"NA",NA,2011
"423740",2013,762.046457783374,3156055.60010983,0.000448637306155782,59876.4069371119,230044.638747234,14,34323330.2839139,133,305,388.5,"Refrigeration Equipment and Supplies Merchant Wholesalers",42,423,4237,"NA",NA,2012
"423740",2014,2245.76105205359,336691.430928914,0.000448637306155782,59876.4069371119,279544.851170407,16,34323330.2839139,133,305,388.5,"Refrigeration Equipment and Supplies Merchant Wholesalers",42,423,4237,"NA",NA,2013
"423740",2015,1587.54181968574,2004245.88638417,0.000448637306155782,59876.4069371119,189656.149558393,9,34323330.2839139,133,305,388.5,"Refrigeration Equipment and Supplies Merchant Wholesalers",42,423,4237,"NA",NA,2014
"423810",2008,828.740635258275,18352270.0191413,0.00021004503474332,67827.9109603741,2260725.31431728,51,18861109.0156107,263,366,300,"Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2007
"423810",2009,790.187097441804,16917081.7729434,0.00021004503474332,67827.9109603741,9003428.66387864,59,18861109.0156107,263,366,300,"Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2008
"423810",2010,1129.45144481916,37112694.2469065,0.00021004503474332,67827.9109603741,2190131.31043929,47,18861109.0156107,263,366,300,"Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2009
"423810",2011,1537.93493002516,19083260.5530902,0.00021004503474332,67827.9109603741,3226708.29351135,49,18861109.0156107,263,366,300,"Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2010
"423810",2012,799.119614350315,15669039.3282004,0.00021004503474332,67827.9109603741,1050974.18414666,33,18861109.0156107,263,366,300,"Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2011
"423810",2013,797.55723423137,6935398.98568526,8.16548532300188e-05,69536.789844106,373289.719167321,6,18861109.0156107,263,366,300,"Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2012
"423810",2014,474.789496613015,3529694.34813546,8.16548532300188e-05,69536.789844106,99542.9343030537,6,18861109.0156107,263,366,300,"Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2013
"423810",2015,3626.62685140868,9412389.80486565,8.16548532300188e-05,69536.789844106,656308.595847079,12,18861109.0156107,263,366,300,"Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2014
"423820",2008,307.584926209119,3905399.62360056,5.54856410805307e-05,46975.1994205344,80112.5112925459,4,396414.538642964,26,755,645,"Farm and Garden Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2007
"423820",2009,297.456196324857,2385681.66440355,5.54856410805307e-05,46975.1994205344,104824.507756813,6,396414.538642964,26,755,645,"Farm and Garden Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2008
"423820",2010,276.592342969729,4744423.35805217,5.54856410805307e-05,46975.1994205344,115525.530501267,6,396414.538642964,26,755,645,"Farm and Garden Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2009
"423820",2011,386.985388171394,2600496.71372767,5.54856410805307e-05,46975.1994205344,13419.1260444263,5,396414.538642964,26,755,645,"Farm and Garden Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2010
"423820",2012,503.084070173739,1486848.05801812,5.54856410805307e-05,46975.1994205344,69510.71,2,396414.538642964,26,755,645,"Farm and Garden Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2011
"423820",2013,592.037390632914,1554431.74073812,1.59177908430566e-05,53718.0673251096,3723.97879025923,1,396414.538642964,26,755,645,"Farm and Garden Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2012
"423820",2014,894.85553515868,843336.080284044,1.59177908430566e-05,53718.0673251096,3653.30892977555,1,396414.538642964,26,755,645,"Farm and Garden Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2013
"423820",2015,916.466839230966,936641.13210339,1.59177908430566e-05,53718.0673251096,5644.86532787665,1,396414.538642964,26,755,645,"Farm and Garden Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2014
"423830",2008,299.689499964579,89961999.1865098,0.000440255577253005,65899.1445737879,22883931.4304894,316,147846404.571509,2286,183,98,"Industrial Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2007
"423830",2009,199.857374671493,85981045.6028305,0.000440255577253005,65899.1445737879,23539934.7476625,331,147846404.571509,2286,183,98,"Industrial Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2008
"423830",2010,190.296033632208,115508134.376134,0.000440255577253005,65899.1445737879,30155500.0971248,285,147846404.571509,2286,183,98,"Industrial Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2009
"423830",2011,298.839509575455,117165637.106855,0.000440255577253005,65899.1445737879,24884706.6355552,283,147846404.571509,2286,183,98,"Industrial Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2010
"423830",2012,311.76911650296,87604328.9762818,0.000440255577253005,65899.1445737879,13900557.226956,216,147846404.571509,2286,183,98,"Industrial Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2011
"423830",2013,383.180612917178,57911764.2816852,0.000240508620736004,69602.0754612898,15956078.5571838,310,147846404.571509,2286,183,98,"Industrial Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2012
"423830",2014,428.493315742309,51331256.2296076,0.000240508620736004,69602.0754612898,14490823.9473143,313,147846404.571509,2286,183,98,"Industrial Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2013
"423830",2015,636.116151164257,46781511.8069878,0.000240508620736004,69602.0754612898,2034871.92922308,232,147846404.571509,2286,183,98,"Industrial Machinery and Equipment Merchant Wholesalers",42,423,4238,"NA",NA,2014
"423840",2008,571.23768392231,40618575.337972,0.000583610917089384,61567.0434903785,788841.272263213,33,15386631.4862593,300,381,277.5,"Industrial Supplies Merchant Wholesalers",42,423,4238,"NA",NA,2007
"423840",2009,1313.00329876128,45167121.6125919,0.000583610917089384,61567.0434903785,3158103.79667392,50,15386631.4862593,300,381,277.5,"Industrial Supplies Merchant Wholesalers",42,423,4238,"NA",NA,2008
"423840",2010,1064.56504840962,62747437.8852162,0.000583610917089384,61567.0434903785,3088086.53377087,63,15386631.4862593,300,381,277.5,"Industrial Supplies Merchant Wholesalers",42,423,4238,"NA",NA,2009
"423840",2011,1197.3291005424,61459704.8512414,0.000583610917089384,61567.0434903785,2431286.81847261,41,15386631.4862593,300,381,277.5,"Industrial Supplies Merchant Wholesalers",42,423,4238,"NA",NA,2010
"423840",2012,1908.22201631848,38622960.0166295,0.000583610917089384,61567.0434903785,2568610.81212969,56,15386631.4862593,300,381,277.5,"Industrial Supplies Merchant Wholesalers",42,423,4238,"NA",NA,2011
"423840",2013,2604.83624887941,30593337.0413805,0.000410936721547384,64847.9323812822,2516309.51280424,35,15386631.4862593,300,381,277.5,"Industrial Supplies Merchant Wholesalers",42,423,4238,"NA",NA,2012
"423840",2014,2428.52914005919,16261583.5696297,0.000410936721547384,64847.9323812822,712961.275406994,19,15386631.4862593,300,381,277.5,"Industrial Supplies Merchant Wholesalers",42,423,4238,"NA",NA,2013
"423840",2015,530.688239564828,8853939.39184156,0.000410936721547384,64847.9323812822,122431.464737794,3,15386631.4862593,300,381,277.5,"Industrial Supplies Merchant Wholesalers",42,423,4238,"NA",NA,2014
"423850",2008,795.10973615148,23976806.9549574,0.00107566871065184,51441.2796484662,3964678.63522796,65,8225039.26992234,261,459,302,"Service Establishment Equipment and Supplies Merchant Wholesalers",42,423,4238,"NA",NA,2007
"423850",2009,436.181100990804,23711525.7215813,0.00107566871065184,51441.2796484662,1715643.80837831,57,8225039.26992234,261,459,302,"Service Establishment Equipment and Supplies Merchant Wholesalers",42,423,4238,"NA",NA,2008
"423850",2010,6417.62132848298,308857769.052559,0.00107566871065184,51441.2796484662,1288800.71284728,40,8225039.26992234,261,459,302,"Service Establishment Equipment and Supplies Merchant Wholesalers",42,423,4238,"NA",NA,2009
"423850",2011,6401.3006863099,782179575.936094,0.00107566871065184,51441.2796484662,547458.883075627,30,8225039.26992234,261,459,302,"Service Establishment Equipment and Supplies Merchant Wholesalers",42,423,4238,"NA",NA,2010
"423850",2012,5943.2392134901,846599408.377684,0.00107566871065184,51441.2796484662,247627.171001257,27,8225039.26992234,261,459,302,"Service Establishment Equipment and Supplies Merchant Wholesalers",42,423,4238,"NA",NA,2011
"423850",2013,6117.80792539356,960916214.727167,0.0445221517435153,51320.791355521,340569.520816968,23,8225039.26992234,261,459,302,"Service Establishment Equipment and Supplies Merchant Wholesalers",42,423,4238,"NA",NA,2012
"423850",2014,5505.93778337244,800222221.751659,0.0445221517435153,51320.791355521,50922.4737501204,12,8225039.26992234,261,459,302,"Service Establishment Equipment and Supplies Merchant Wholesalers",42,423,4238,"NA",NA,2013
"423850",2015,6563.51461366964,928667495.455813,0.0445221517435153,51320.791355521,69338.0648248117,7,8225039.26992234,261,459,302,"Service Establishment Equipment and Supplies Merchant Wholesalers",42,423,4238,"NA",NA,2014
